,Year,Scenario,Country,value
5487,2053,1.5deg,GA,532212900371.6252
5488,2053,1.5deg,GH,988046583750.7749
5489,2053,1.5deg,GM,61234030557.97462
5490,2053,1.5deg,GN,248679543073.7253
5491,2053,1.5deg,GQ,367555885202.43994
5492,2053,1.5deg,GW,92807915584.85349
5493,2053,1.5deg,KE,2386682061205.1987
5494,2053,1.5deg,LR,235991521827.78864
5495,2053,1.5deg,LS,300248975653.8101
5496,2053,1.5deg,LY,1062971820663.6545
5497,2053,1.5deg,MA,2242044403503.3804
5498,2053,1.5deg,ML,1273439094054.9258
5499,2053,1.5deg,MR,264536111664.9842
5500,2053,1.5deg,MW,926475940875.3427
5501,2053,1.5deg,MZ,4707098915429.72
5502,2053,1.5deg,NE,1395373982309.519
5503,2053,1.5deg,NG,11154834247114.977
5504,2053,1.5deg,NM,989369761065.6519
5505,2053,1.5deg,RW,635874813466.5947
5506,2053,1.5deg,SD,5206111915246.127
5507,2053,1.5deg,SL,332894718953.8306
5508,2053,1.5deg,SN,399531837159.6955
5509,2053,1.5deg,SO,924035855419.171
5510,2053,1.5deg,SS,363765440322.6869
5511,2053,1.5deg,SZ,624108451326.908
5512,2053,1.5deg,TD,717438180044.7452
5513,2053,1.5deg,TG,295980263288.7273
5514,2053,1.5deg,TN,1420450594248.953
5515,2053,1.5deg,TZ,3427880869071.073
5516,2053,1.5deg,UG,1567522221415.4824
5517,2053,1.5deg,ZA,5529229899502.95
5518,2053,1.5deg,ZM,2534736103191.0786
5519,2053,1.5deg,ZW,1811309171875.827
5520,2053,2.0deg,AO,2484971119366.01
5521,2053,2.0deg,BF,743475678690.1594
5522,2053,2.0deg,BI,408334651472.6219
5523,2053,2.0deg,BJ,365696833637.38385
5524,2053,2.0deg,BW,866703296938.5853
5525,2053,2.0deg,CD,1914365325796.1313
5526,2053,2.0deg,CF,146734765796.70685
5527,2053,2.0deg,CG,575207744638.0879
5528,2053,2.0deg,CI,771823993896.0693
5529,2053,2.0deg,CM,1124782902607.1685
5530,2053,2.0deg,DJ,78300538720.11343
5531,2053,2.0deg,DZ,1919255603851.026
5532,2053,2.0deg,EG,5992869300521.412
5533,2053,2.0deg,ER,201936157365.45105
5534,2053,2.0deg,ET,3732925591513.3584
5535,2053,2.0deg,GA,510823576694.09314
5536,2053,2.0deg,GH,978210959433.1046
5537,2053,2.0deg,GM,59423539142.91598
5538,2053,2.0deg,GN,310236251185.7191
5539,2053,2.0deg,GQ,334813586073.0171
5540,2053,2.0deg,GW,84872352488.04636
5541,2053,2.0deg,KE,2302214212663.4014
5542,2053,2.0deg,LR,170451732602.6659
5543,2053,2.0deg,LS,278558829841.6078
5544,2053,2.0deg,LY,1291828217614.281
5545,2053,2.0deg,MA,2516849209027.6714
5546,2053,2.0deg,ML,1288973676307.366
5547,2053,2.0deg,MR,232737821996.81686
5548,2053,2.0deg,MW,891111008567.8638
5549,2053,2.0deg,MZ,4479728221368.826
5550,2053,2.0deg,NE,1278064385261.5027
5551,2053,2.0deg,NG,11755911172859.271
5552,2053,2.0deg,NM,1037197056829.6917
5553,2053,2.0deg,RW,608189239830.335
5554,2053,2.0deg,SD,4762486495402.303
5555,2053,2.0deg,SL,283156837548.4883
5556,2053,2.0deg,SN,679862016527.3715
5557,2053,2.0deg,SO,887881890517.0046
5558,2053,2.0deg,SS,336414315566.46344
5559,2053,2.0deg,SZ,596964384568.3646
5560,2053,2.0deg,TD,760302343913.0979
5561,2053,2.0deg,TG,376436150510.26764
5562,2053,2.0deg,TN,1453412508404.5654
5563,2053,2.0deg,TZ,3119614530800.422
5564,2053,2.0deg,UG,1486532656349.3948
5565,2053,2.0deg,ZA,7502427626421.198
5566,2053,2.0deg,ZM,2635584291861.0986
5567,2053,2.0deg,ZW,1753209227708.2983
5568,2053,Reference,AO,1991795593121.1157
5569,2053,Reference,BF,823988630621.7822
5570,2053,Reference,BI,458401522447.16766
5571,2053,Reference,BJ,258757087386.17728
5572,2053,Reference,BW,815835157528.3649
5573,2053,Reference,CD,2309334727067.016
5574,2053,Reference,CF,162938745979.76538
5575,2053,Reference,CG,622492120004.0779
5576,2053,Reference,CI,766713752956.098
5577,2053,Reference,CM,1175417659909.209
5578,2053,Reference,DJ,84185690632.68672
5579,2053,Reference,DZ,2035166677203.2305
5580,2053,Reference,EG,5036999349016.43
5581,2053,Reference,ER,222429615468.58987
5582,2053,Reference,ET,4207895416484.769
5583,2053,Reference,GA,566933305147.1597
5584,2053,Reference,GH,1080004422599.5206
5585,2053,Reference,GM,63185765546.46434
5586,2053,Reference,GN,355498536562.1851
5587,2053,Reference,GQ,361011899221.5412
5588,2053,Reference,GW,77897258704.82173
5589,2053,Reference,KE,2484199726567.9487
5590,2053,Reference,LR,235388024689.43576
5591,2053,Reference,LS,313550148920.36053
5592,2053,Reference,LY,1526805783664.1414
5593,2053,Reference,MA,2587366990979.146
5594,2053,Reference,ML,2381156672883.3647
5595,2053,Reference,MR,560377504678.2252
5596,2053,Reference,MW,877255341450.7511
5597,2053,Reference,MZ,4395896256290.658
5598,2053,Reference,NE,1361983517131.5469
5599,2053,Reference,NG,12221590249199.213
5600,2053,Reference,NM,958812876982.0901
5601,2053,Reference,RW,660734821897.732
5602,2053,Reference,SD,3500095897523.5303
5603,2053,Reference,SL,314784449367.7879
5604,2053,Reference,SN,472471486694.60944
5605,2053,Reference,SO,953818696694.1249
5606,2053,Reference,SS,363465855302.42053
5607,2053,Reference,SZ,296603269188.3439
5608,2053,Reference,TD,855911929657.5863
5609,2053,Reference,TG,294778439090.1237
5610,2053,Reference,TN,1465649169663.359
5611,2053,Reference,TZ,3169100294759.6196
5612,2053,Reference,UG,1464992635087.0845
5613,2053,Reference,ZA,4301454621505.2627
5614,2053,Reference,ZM,3200358844176.9736
5615,2053,Reference,ZW,1714033950977.4258
5616,2054,1.5deg,AO,2987164385996.2993
5617,2054,1.5deg,BF,709726421997.8894
5618,2054,1.5deg,BI,454541941030.1809
5619,2054,1.5deg,BJ,252242909472.67395
5620,2054,1.5deg,BW,1095264254848.6104
5621,2054,1.5deg,CD,2155036736088.0461
5622,2054,1.5deg,CF,163381293936.94177
5623,2054,1.5deg,CG,608536186427.715
5624,2054,1.5deg,CI,721979844497.5756
5625,2054,1.5deg,CM,1275514053945.7402
5626,2054,1.5deg,DJ,89278217277.24927
5627,2054,1.5deg,DZ,1738159153594.8333
5628,2054,1.5deg,EG,5736762816764.46
5629,2054,1.5deg,ER,229559392597.11957
5630,2054,1.5deg,ET,4466422233793.994
5631,2054,1.5deg,GA,550546972049.4658
5632,2054,1.5deg,GH,1012171476853.3754
5633,2054,1.5deg,GM,62817954042.545715
5634,2054,1.5deg,GN,272664840043.6587
5635,2054,1.5deg,GQ,384641304591.87024
5636,2054,1.5deg,GW,97474978713.98262
5637,2054,1.5deg,KE,2463378332896.1914
5638,2054,1.5deg,LR,235025926406.42404
5639,2054,1.5deg,LS,313078866155.3926
5640,2054,1.5deg,LY,1096960492048.9932
5641,2054,1.5deg,MA,2310652791367.0005
5642,2054,1.5deg,ML,1312935214914.3862
5643,2054,1.5deg,MR,270550688626.31702
5644,2054,1.5deg,MW,964616960019.2446
5645,2054,1.5deg,MZ,4972246270400.585
5646,2054,1.5deg,NE,1480280606265.0757
5647,2054,1.5deg,NG,11398705440544.512
5648,2054,1.5deg,NM,1021682163688.5077
5649,2054,1.5deg,RW,658308698368.043
5650,2054,1.5deg,SD,5336137446223.352
5651,2054,1.5deg,SL,347410311765.8067
5652,2054,1.5deg,SN,418315087082.5167
5653,2054,1.5deg,SO,953297322540.502
5654,2054,1.5deg,SS,389245522758.4751
5655,2054,1.5deg,SZ,641730567766.8121
5656,2054,1.5deg,TD,752325310905.574
5657,2054,1.5deg,TG,293234112260.1593
5658,2054,1.5deg,TN,1473924040353.8699
5659,2054,1.5deg,TZ,3705127454430.3867
5660,2054,1.5deg,UG,1616803812294.5278
5661,2054,1.5deg,ZA,5938701802035.599
5662,2054,1.5deg,ZM,2590778352275.668
5663,2054,1.5deg,ZW,1940342977717.6133
5664,2054,2.0deg,AO,2557323798160.0225
5665,2054,2.0deg,BF,773451496456.4991
5666,2054,2.0deg,BI,431991739296.0548
5667,2054,2.0deg,BJ,385811470154.3082
5668,2054,2.0deg,BW,905495306817.574
5669,2054,2.0deg,CD,2100826188465.4548
5670,2054,2.0deg,CF,152255401219.62714
5671,2054,2.0deg,CG,587123364303.0283
5672,2054,2.0deg,CI,812730658154.9507
5673,2054,2.0deg,CM,1166980065175.4316
5674,2054,2.0deg,DJ,80755643811.52927
5675,2054,2.0deg,DZ,1982682546483.292
5676,2054,2.0deg,EG,6208539425347.862
5677,2054,2.0deg,ER,210841894458.74982
5678,2054,2.0deg,ET,3976272484793.8115
5679,2054,2.0deg,GA,528165479435.24615
5680,2054,2.0deg,GH,1008623869508.9043
5681,2054,2.0deg,GM,60523121281.414314
5682,2054,2.0deg,GN,330996552745.05817
5683,2054,2.0deg,GQ,356064781873.71857
5684,2054,2.0deg,GW,88614034745.83421
5685,2054,2.0deg,KE,2382007306220.6904
5686,2054,2.0deg,LR,176003906275.5124
5687,2054,2.0deg,LS,288971545326.0166
5688,2054,2.0deg,LY,1310151296492.2402
5689,2054,2.0deg,MA,2588263939223.9106
5690,2054,2.0deg,ML,1309627180950.6802
5691,2054,2.0deg,MR,238849963745.61282
5692,2054,2.0deg,MW,925148247170.9663
5693,2054,2.0deg,MZ,4640317679773.86
5694,2054,2.0deg,NE,1341595687704.9893
5695,2054,2.0deg,NG,12333930782173.857
5696,2054,2.0deg,NM,1066059565198.6514
5697,2054,2.0deg,RW,625011274772.2203
5698,2054,2.0deg,SD,5065656996830.375
5699,2054,2.0deg,SL,297367774508.1691
5700,2054,2.0deg,SN,686015231690.3619
5701,2054,2.0deg,SO,917064838430.8616
5702,2054,2.0deg,SS,353746669648.2361
5703,2054,2.0deg,SZ,611327616461.1631
5704,2054,2.0deg,TD,771908310207.1923
5705,2054,2.0deg,TG,387131892958.6181
5706,2054,2.0deg,TN,1493786772401.098
5707,2054,2.0deg,TZ,3354012819336.6807
5708,2054,2.0deg,UG,1537636634071.3262
5709,2054,2.0deg,ZA,7963839195514.175
5710,2054,2.0deg,ZM,2643891293856.2803
5711,2054,2.0deg,ZW,1837936868960.8596
5712,2054,Reference,AO,2030505497414.5142
5713,2054,Reference,BF,855971774604.3289
5714,2054,Reference,BI,483957236408.5905
5715,2054,Reference,BJ,278960348634.17163
5716,2054,Reference,BW,861086122867.3461
5717,2054,Reference,CD,2465063362707.8833
5718,2054,Reference,CF,168404630638.96234
5719,2054,Reference,CG,644134974964.4343
5720,2054,Reference,CI,791553003942.1049
5721,2054,Reference,CM,1212131422437.8252
5722,2054,Reference,DJ,86518603956.21034
5723,2054,Reference,DZ,2102868488952.5173
5724,2054,Reference,EG,5360956796685.963
5725,2054,Reference,ER,232059549127.9121
5726,2054,Reference,ET,4460709081819.094
5727,2054,Reference,GA,584028916193.9913
5728,2054,Reference,GH,1113656617997.917
5729,2054,Reference,GM,64513459250.84068
5730,2054,Reference,GN,362257704511.73737
5731,2054,Reference,GQ,371896640009.19946
5732,2054,Reference,GW,80382673670.27032
5733,2054,Reference,KE,2657997558570.7446
5734,2054,Reference,LR,255062031399.73965
5735,2054,Reference,LS,324292397983.0419
5736,2054,Reference,LY,1602782403789.6567
5737,2054,Reference,MA,2689637085362.6816
5738,2054,Reference,ML,2470265351758.9976
5739,2054,Reference,MR,587116879179.2968
5740,2054,Reference,MW,909602788066.4655
5741,2054,Reference,MZ,4563801658072.974
5742,2054,Reference,NE,1448280802536.0193
5743,2054,Reference,NG,12807108979975.754
5744,2054,Reference,NM,1018453371502.154
5745,2054,Reference,RW,685198956342.011
5746,2054,Reference,SD,3624169942946.056
5747,2054,Reference,SL,324344007584.368
5748,2054,Reference,SN,492929172374.01733
5749,2054,Reference,SO,982348175523.4161
5750,2054,Reference,SS,383559654117.2401
5751,2054,Reference,SZ,311932096502.507
5752,2054,Reference,TD,876216961886.4177
5753,2054,Reference,TG,320608116611.62695
5754,2054,Reference,TN,1509241295263.185
5755,2054,Reference,TZ,3367439859077.273
5756,2054,Reference,UG,1513386879516.1592
5757,2054,Reference,ZA,4425749270895.637
5758,2054,Reference,ZM,3297362071191.4233
5759,2054,Reference,ZW,1749082468575.1536
5760,2055,1.5deg,AO,3360930219616.4683
5761,2055,1.5deg,BF,715604038941.0319
5762,2055,1.5deg,BI,480009520268.6725
5763,2055,1.5deg,BJ,270664282791.8239
5764,2055,1.5deg,BW,1152083498514.8254
5765,2055,1.5deg,CD,2283973659524.8994
5766,2055,1.5deg,CF,170000074884.5113
5767,2055,1.5deg,CG,637461050580.544
5768,2055,1.5deg,CI,728538112471.0404
5769,2055,1.5deg,CM,1313511494722.2278
5770,2055,1.5deg,DJ,92192577129.90193
5771,2055,1.5deg,DZ,1791103299858.6733
5772,2055,1.5deg,EG,5985215352944.013
5773,2055,1.5deg,ER,241855753948.72192
5774,2055,1.5deg,ET,4772761355823.781
5775,2055,1.5deg,GA,578104475524.6611
5776,2055,1.5deg,GH,1040517341928.6787
5777,2055,1.5deg,GM,64307094862.27964
5778,2055,1.5deg,GN,275123321371.63104
5779,2055,1.5deg,GQ,400560776144.4061
5780,2055,1.5deg,GW,102785246455.92307
5781,2055,1.5deg,KE,2533518336507.96
5782,2055,1.5deg,LR,233698232702.0477
5783,2055,1.5deg,LS,326998237969.7723
5784,2055,1.5deg,LY,1123023516845.8574
5785,2055,1.5deg,MA,2372422776551.3984
5786,2055,1.5deg,ML,1353817291742.177
5787,2055,1.5deg,MR,279041381728.18726
5788,2055,1.5deg,MW,999740493471.3822
5789,2055,1.5deg,MZ,5214607547878.22
5790,2055,1.5deg,NE,1483556485736.0913
5791,2055,1.5deg,NG,11653951217703.086
5792,2055,1.5deg,NM,1056974732142.8057
5793,2055,1.5deg,RW,678238107826.0785
5794,2055,1.5deg,SD,5540806524249.911
5795,2055,1.5deg,SL,361652844230.9347
5796,2055,1.5deg,SN,439553959065.73413
5797,2055,1.5deg,SO,995771699070.4585
5798,2055,1.5deg,SS,410291445866.2234
5799,2055,1.5deg,SZ,641730567766.8121
5800,2055,1.5deg,TD,795301664508.9119
5801,2055,1.5deg,TG,292263271889.8693
5802,2055,1.5deg,TN,1507011529688.5713
5803,2055,1.5deg,TZ,3943750222935.115
5804,2055,1.5deg,UG,1670845430794.4592
5805,2055,1.5deg,ZA,6311531795355.8955
5806,2055,1.5deg,ZM,2649083713298.6343
5807,2055,1.5deg,ZW,2085840429611.778
5808,2055,2.0deg,AO,2607208552497.9014
5809,2055,2.0deg,BF,792511373672.0863
5810,2055,2.0deg,BI,456493723113.1817
5811,2055,2.0deg,BJ,404551996738.74426
5812,2055,2.0deg,BW,954286692628.9933
5813,2055,2.0deg,CD,2267824336297.5894
5814,2055,2.0deg,CF,158002971179.5942
5815,2055,2.0deg,CG,613098675756.5964
5816,2055,2.0deg,CI,848304677304.6959
5817,2055,2.0deg,CM,1221601732242.457
5818,2055,2.0deg,DJ,83965950119.52226
5819,2055,2.0deg,DZ,2045411875067.628
5820,2055,2.0deg,EG,6466463452686.577
5821,2055,2.0deg,ER,220779589461.3406
5822,2055,2.0deg,ET,4222697186647.5522
5823,2055,2.0deg,GA,553544219642.1614
5824,2055,2.0deg,GH,1037150240496.4747
5825,2055,2.0deg,GM,61769091607.212006
5826,2055,2.0deg,GN,350187761744.67975
5827,2055,2.0deg,GQ,377619708814.901
5828,2055,2.0deg,GW,92476416431.29265
5829,2055,2.0deg,KE,2421833422191.839
5830,2055,2.0deg,LR,182159577086.71173
5831,2055,2.0deg,LS,300385607400.29144
5832,2055,2.0deg,LY,1344514719020.6597
5833,2055,2.0deg,MA,2662915501267.1587
5834,2055,2.0deg,ML,1329285846140.2598
5835,2055,2.0deg,MR,246258296395.70175
5836,2055,2.0deg,MW,958099190925.0336
5837,2055,2.0deg,MZ,4772444462550.036
5838,2055,2.0deg,NE,1410570114351.4111
5839,2055,2.0deg,NG,12886548133654.402
5840,2055,2.0deg,NM,1075417384838.6411
5841,2055,2.0deg,RW,640695449113.8997
5842,2055,2.0deg,SD,5250264993233.209
5843,2055,2.0deg,SL,310271842489.95337
5844,2055,2.0deg,SN,693840522454.7896
5845,2055,2.0deg,SO,951874480570.1144
5846,2055,2.0deg,SS,372216386177.68475
5847,2055,2.0deg,SZ,627756568825.7554
5848,2055,2.0deg,TD,780008422798.5901
5849,2055,2.0deg,TG,398249680114.54834
5850,2055,2.0deg,TN,1534123158797.437
5851,2055,2.0deg,TZ,3520578029522.0757
5852,2055,2.0deg,UG,1591894142068.3845
5853,2055,2.0deg,ZA,8327746420276.458
5854,2055,2.0deg,ZM,2682307551071.932
5855,2055,2.0deg,ZW,1966667435167.1274
5856,2055,Reference,AO,2088714733593.8496
5857,2055,Reference,BF,895414415692.5
5858,2055,Reference,BI,509332698157.94226
5859,2055,Reference,BJ,297534368764.9436
5860,2055,Reference,BW,913023946097.1437
5861,2055,Reference,CD,2688245869724.084
5862,2055,Reference,CF,174141292394.4775
5863,2055,Reference,CG,679329017107.7611
5864,2055,Reference,CI,817560449418.3948
5865,2055,Reference,CM,1253983430219.3042
5866,2055,Reference,DJ,90307372112.8891
5867,2055,Reference,DZ,2116469716265.7097
5868,2055,Reference,EG,5627695339956.594
5869,2055,Reference,ER,242436715227.1384
5870,2055,Reference,ET,4642828282010.181
5871,2055,Reference,GA,610114444373.2625
5872,2055,Reference,GH,1148132901402.4834
5873,2055,Reference,GM,66040395051.95202
5874,2055,Reference,GN,369258271316.63074
5875,2055,Reference,GQ,378709945053.2197
5876,2055,Reference,GW,82875607205.40703
5877,2055,Reference,KE,2762550809098.1245
5878,2055,Reference,LR,262303997059.9742
5879,2055,Reference,LS,338776329303.511
5880,2055,Reference,LY,1676223180555.0364
5881,2055,Reference,MA,2809978956272.628
5882,2055,Reference,ML,2563216811270.547
5883,2055,Reference,MR,613155693320.0897
5884,2055,Reference,MW,935553165015.6393
5885,2055,Reference,MZ,4710334244073.422
5886,2055,Reference,NE,1529973581446.7312
5887,2055,Reference,NG,13167305974281.959
5888,2055,Reference,NM,1073676015553.774
5889,2055,Reference,RW,697787331010.9053
5890,2055,Reference,SD,3864122278247.5684
5891,2055,Reference,SL,334370924059.59344
5892,2055,Reference,SN,540536169926.0588
5893,2055,Reference,SO,1023340437309.5173
5894,2055,Reference,SS,404196305257.4293
5895,2055,Reference,SZ,329312814087.06995
5896,2055,Reference,TD,897185543190.4718
5897,2055,Reference,TG,345205691800.49835
5898,2055,Reference,TN,1553426985785.7922
5899,2055,Reference,TZ,3537615334115.6274
5900,2055,Reference,UG,1561742136273.176
5901,2055,Reference,ZA,4549992725291.372
5902,2055,Reference,ZM,3414003790194.224
5903,2055,Reference,ZW,1781243975611.9998
5904,2056,1.5deg,AO,3523915516661.8687
5905,2056,1.5deg,BF,725360497836.091
5906,2056,1.5deg,BI,506244120236.331
5907,2056,1.5deg,BJ,290119543303.7104
5908,2056,1.5deg,BW,1209775606205.0305
5909,2056,1.5deg,CD,2424645826153.511
5910,2056,1.5deg,CF,176626497618.46237
5911,2056,1.5deg,CG,656259961944.0911
5912,2056,1.5deg,CI,742568156600.3103
5913,2056,1.5deg,CM,1360115159761.739
5914,2056,1.5deg,DJ,96199201192.4764
5915,2056,1.5deg,DZ,1853273775985.1765
5916,2056,1.5deg,EG,6145996738569.063
5917,2056,1.5deg,ER,254568310976.3502
5918,2056,1.5deg,ET,5049368231125.942
5919,2056,1.5deg,GA,603994816525.7349
5920,2056,1.5deg,GH,1056142196880.6946
5921,2056,1.5deg,GM,65887475069.660576
5922,2056,1.5deg,GN,275693788999.2492
5923,2056,1.5deg,GQ,416462326760.61597
5924,2056,1.5deg,GW,107733922990.41667
5925,2056,1.5deg,KE,2612403226049.306
5926,2056,1.5deg,LR,253734337695.3633
5927,2056,1.5deg,LS,341097065693.77686
5928,2056,1.5deg,LY,1157312059425.6675
5929,2056,1.5deg,MA,2413569137444.1934
5930,2056,1.5deg,ML,1396784034154.377
5931,2056,1.5deg,MR,293494677518.83405
5932,2056,1.5deg,MW,1035829622344.8844
5933,2056,1.5deg,MZ,5543241767018.706
5934,2056,1.5deg,NE,1517518858651.9106
5935,2056,1.5deg,NG,11885237299704.572
5936,2056,1.5deg,NM,1116946734847.7505
5937,2056,1.5deg,RW,698818921247.7211
5938,2056,1.5deg,SD,5789132415028.46
5939,2056,1.5deg,SL,376378174406.74493
5940,2056,1.5deg,SN,456988255621.0379
5941,2056,1.5deg,SO,1034935208151.2183
5942,2056,1.5deg,SS,435591279970.4314
5943,2056,1.5deg,SZ,638833781502.7183
5944,2056,1.5deg,TD,819112122093.2241
5945,2056,1.5deg,TG,277352552840.05994
5946,2056,1.5deg,TN,1548137518671.3713
5947,2056,1.5deg,TZ,4211944351219.1353
5948,2056,1.5deg,UG,1721005255942.275
5949,2056,1.5deg,ZA,6507937633039.449
5950,2056,1.5deg,ZM,2709884786253.591
5951,2056,1.5deg,ZW,2119428570810.0298
5952,2056,2.0deg,AO,2615597815042.6777
5953,2056,2.0deg,BF,809699055869.2465
5954,2056,2.0deg,BI,477736822383.20306
5955,2056,2.0deg,BJ,423604670864.9498
5956,2056,2.0deg,BW,997330650229.1152
5957,2056,2.0deg,CD,2535547689491.3467
5958,2056,2.0deg,CF,163644429246.8785
5959,2056,2.0deg,CG,624754939410.3984
5960,2056,2.0deg,CI,857080468676.8909
5961,2056,2.0deg,CM,1249245058740.7163
5962,2056,2.0deg,DJ,87417655282.8564
5963,2056,2.0deg,DZ,2111359084820.7039
5964,2056,2.0deg,EG,6711622636176.346
5965,2056,2.0deg,ER,232310667666.74643
5966,2056,2.0deg,ET,4420748311151.95
5967,2056,2.0deg,GA,579626834519.187
5968,2056,2.0deg,GH,1072675273890.992
5969,2056,2.0deg,GM,63137532999.275345
5970,2056,2.0deg,GN,356946929694.232
5971,2056,2.0deg,GQ,399477859820.9996
5972,2056,2.0deg,GW,96579689896.52731
5973,2056,2.0deg,KE,2501108781846.8936
5974,2056,2.0deg,LR,189642941602.28748
5975,2056,2.0deg,LS,311522519450.72363
5976,2056,2.0deg,LY,1377700624834.563
5977,2056,2.0deg,MA,2752289967602.7695
5978,2056,2.0deg,ML,1343038718922.144
5979,2056,2.0deg,MR,267431307680.00623
5980,2056,2.0deg,MW,991291533534.4419
5981,2056,2.0deg,MZ,4967455268651.47
5982,2056,2.0deg,NE,1483089116704.9565
5983,2056,2.0deg,NG,13193380382925.586
5984,2056,2.0deg,NM,1091609549905.1595
5985,2056,2.0deg,RW,655013343809.7751
5986,2056,2.0deg,SD,5448803613925.865
5987,2056,2.0deg,SL,323533742394.3406
5988,2056,2.0deg,SN,697200592211.4988
5989,2056,2.0deg,SO,981946747047.9961
5990,2056,2.0deg,SS,394447633617.0271
5991,2056,2.0deg,SZ,643529657905.9415
5992,2056,2.0deg,TD,808109245863.6953
5993,2056,2.0deg,TG,409443235550.2287
5994,2056,2.0deg,TN,1575668019406.349
5995,2056,2.0deg,TZ,3804945881113.953
5996,2056,2.0deg,UG,1640117491173.6128
5997,2056,2.0deg,ZA,8658054018783.865
5998,2056,2.0deg,ZM,2733432530224.368
5999,2056,2.0deg,ZW,2052490485989.0242
6000,2056,Reference,AO,2131497275682.21
6001,2056,Reference,BF,942830440026.8608
6002,2056,Reference,BI,532181093283.07983
6003,2056,Reference,BJ,316606223745.7741
6004,2056,Reference,BW,965915604585.2073
6005,2056,Reference,CD,2911884512297.5938
6006,2056,Reference,CF,180057410059.6175
6007,2056,Reference,CG,708106961142.186
6008,2056,Reference,CI,840753410584.4993
6009,2056,Reference,CM,1281417414556.4553
6010,2056,Reference,DJ,94144718508.68044
6011,2056,Reference,DZ,2178258402647.9614
6012,2056,Reference,EG,5944926609434.227
6013,2056,Reference,ER,253192511064.69858
6014,2056,Reference,ET,4841846224134.943
6015,2056,Reference,GA,635530584005.7544
6016,2056,Reference,GH,1177451999884.5925
6017,2056,Reference,GM,67390644465.3927
6018,2056,Reference,GN,377387830512.72345
6019,2056,Reference,GQ,396277641881.879
6020,2056,Reference,GW,89098542831.13867
6021,2056,Reference,KE,2839588171771.965
6022,2056,Reference,LR,269787361575.54993
6023,2056,Reference,LS,350846272070.56854
6024,2056,Reference,LY,1718311168117.3647
6025,2056,Reference,MA,2911514787641.0713
6026,2056,Reference,ML,2660447530772.5845
6027,2056,Reference,MR,635213226939.3833
6028,2056,Reference,MW,963434732807.5424
6029,2056,Reference,MZ,4884684348547.544
6030,2056,Reference,NE,1603544086805.763
6031,2056,Reference,NG,13528682981716.533
6032,2056,Reference,NM,1130947008686.0186
6033,2056,Reference,RW,726148745522.0114
6034,2056,Reference,SD,4023422162438.3433
6035,2056,Reference,SL,343646788191.32904
6036,2056,Reference,SN,586640535107.5935
6037,2056,Reference,SO,1060511528970.7205
6038,2056,Reference,SS,425647529984.821
6039,2056,Reference,SZ,346934930526.97406
6040,2056,Reference,TD,918587552568.94
6041,2056,Reference,TG,372097637682.2266
6042,2056,Reference,TN,1597618551459.2893
6043,2056,Reference,TZ,3748110090856.3604
6044,2056,Reference,UG,1606824595519.7693
6045,2056,Reference,ZA,4674405617952.46
6046,2056,Reference,ZM,3537076769018.597
6047,2056,Reference,ZW,1814333082909.1091
6048,2057,1.5deg,AO,3644330945921.6445
6049,2057,1.5deg,BF,732852154036.0338
6050,2057,1.5deg,BI,526820438522.7637
6051,2057,1.5deg,BJ,309552715785.2393
6052,2057,1.5deg,BW,1257132042141.3394
6053,2057,1.5deg,CD,2668098696544.3926
6054,2057,1.5deg,CF,183494319207.75458
6055,2057,1.5deg,CG,677000340102.2046
6056,2057,1.5deg,CI,754294797324.9441
6057,2057,1.5deg,CM,1425622701194.8542
6058,2057,1.5deg,DJ,100375102921.834
6059,2057,1.5deg,DZ,1859713322002.3936
6060,2057,1.5deg,EG,6309875089642.87
6061,2057,1.5deg,ER,267956486330.88934
6062,2057,1.5deg,ET,5267652942662.695
6063,2057,1.5deg,GA,630790642306.5095
6064,2057,1.5deg,GH,1072196362227.4553
6065,2057,1.5deg,GM,67478713111.816666
6066,2057,1.5deg,GN,299592275678.02325
6067,2057,1.5deg,GQ,432287969085.40924
6068,2057,1.5deg,GW,112803298952.58086
6069,2057,1.5deg,KE,2694195400176.1147
6070,2057,1.5deg,LR,272201350128.96146
6071,2057,1.5deg,LS,355101385767.3258
6072,2057,1.5deg,LY,1178460491688.5723
6073,2057,1.5deg,MA,2537441241967.125
6074,2057,1.5deg,ML,1450511607128.0388
6075,2057,1.5deg,MR,305231493938.4058
6076,2057,1.5deg,MW,1071435953507.7045
6077,2057,1.5deg,MZ,5864380150797.491
6078,2057,1.5deg,NE,1581164967937.8074
6079,2057,1.5deg,NG,12026603758901.482
6080,2057,1.5deg,NM,1158978214301.0757
6081,2057,1.5deg,RW,717766237128.0378
6082,2057,1.5deg,SD,6013948280718.569
6083,2057,1.5deg,SL,391224204010.2258
6084,2057,1.5deg,SN,480926805977.88513
6085,2057,1.5deg,SO,1072354312989.4634
6086,2057,1.5deg,SS,456950531728.62286
6087,2057,1.5deg,SZ,633523006685.2129
6088,2057,1.5deg,TD,839321537701.8896
6089,2057,1.5deg,TG,285696655114.0274
6090,2057,1.5deg,TN,1595790410245.3586
6091,2057,1.5deg,TZ,4520331388917.457
6092,2057,1.5deg,UG,1775005420335.7837
6093,2057,1.5deg,ZA,6709247882745.684
6094,2057,1.5deg,ZM,2773417478146.0444
6095,2057,1.5deg,ZW,2119224151871.1067
6096,2057,2.0deg,AO,2622032426309.506
6097,2057,2.0deg,BF,826793896142.5781
6098,2057,2.0deg,BI,496260804969.2291
6099,2057,2.0deg,BJ,442813843839.9895
