,Year,Scenario,Country,value
2036,2029,1.5deg,GW,20610128649.31468
2037,2029,1.5deg,KE,400484998298.569
2038,2029,1.5deg,LR,58095222924.66828
2039,2029,1.5deg,LS,18377791448.25843
2040,2029,1.5deg,LY,502540654950.06067
2041,2029,1.5deg,MA,796661550878.5636
2042,2029,1.5deg,ML,268317183915.0665
2043,2029,1.5deg,MR,99772652994.62396
2044,2029,1.5deg,MW,53386522404.43259
2045,2029,1.5deg,MZ,220401681436.84253
2046,2029,1.5deg,NE,156551121838.91785
2047,2029,1.5deg,NG,1944691869925.0132
2048,2029,1.5deg,NM,63486656125.28981
2049,2029,1.5deg,RW,75711453473.54364
2050,2029,1.5deg,SD,427337866136.51794
2051,2029,1.5deg,SL,101391077059.18391
2052,2029,1.5deg,SN,97759059091.37033
2053,2029,1.5deg,SO,168596054613.04083
2054,2029,1.5deg,SS,40723903703.516464
2055,2029,1.5deg,SZ,10451173485.906605
2056,2029,1.5deg,TD,151966367243.66348
2057,2029,1.5deg,TG,30413568430.306915
2058,2029,1.5deg,TN,356698648895.36993
2059,2029,1.5deg,TZ,134621506653.82852
2060,2029,1.5deg,UG,99653487959.4582
2061,2029,1.5deg,ZA,736953206383.639
2062,2029,1.5deg,ZM,281863722872.8909
2063,2029,1.5deg,ZW,168115352184.2641
2064,2029,2.0deg,AO,291135942308.43
2065,2029,2.0deg,BF,142103681171.79404
2066,2029,2.0deg,BI,52666269208.1117
2067,2029,2.0deg,BJ,50728718167.02259
2068,2029,2.0deg,BW,72925424284.37698
2069,2029,2.0deg,CD,136609579440.39719
2070,2029,2.0deg,CF,28871504813.063534
2071,2029,2.0deg,CG,122279031287.8916
2072,2029,2.0deg,CI,98910917158.32611
2073,2029,2.0deg,CM,174539206123.8831
2074,2029,2.0deg,DJ,3909584604.990848
2075,2029,2.0deg,DZ,997933735958.7183
2076,2029,2.0deg,EG,2070243829368.1423
2077,2029,2.0deg,ER,32821251703.54053
2078,2029,2.0deg,ET,600467427421.9404
2079,2029,2.0deg,GA,104111201726.53154
2080,2029,2.0deg,GH,240379329955.50397
2081,2029,2.0deg,GM,22210290325.97444
2082,2029,2.0deg,GN,73251142560.15376
2083,2029,2.0deg,GQ,49223475748.18985
2084,2029,2.0deg,GW,20851527504.65583
2085,2029,2.0deg,KE,407986484663.057
2086,2029,2.0deg,LR,66476953250.77634
2087,2029,2.0deg,LS,19584785724.964195
2088,2029,2.0deg,LY,530131792002.76843
2089,2029,2.0deg,MA,825395494229.8506
2090,2029,2.0deg,ML,384434208031.69617
2091,2029,2.0deg,MR,47882178399.26956
2092,2029,2.0deg,MW,55197013819.491234
2093,2029,2.0deg,MZ,193653552258.51956
2094,2029,2.0deg,NE,195523417759.92575
2095,2029,2.0deg,NG,1746736018594.6858
2096,2029,2.0deg,NM,72980742642.0453
2097,2029,2.0deg,RW,80685760004.21954
2098,2029,2.0deg,SD,447081532926.0784
2099,2029,2.0deg,SL,57711474811.52774
2100,2029,2.0deg,SN,85447717468.97159
2101,2029,2.0deg,SO,172398489124.53348
2102,2029,2.0deg,SS,41398524459.56553
2103,2029,2.0deg,SZ,13180011970.030949
2104,2029,2.0deg,TD,151633947125.82794
2105,2029,2.0deg,TG,31363724399.634533
2106,2029,2.0deg,TN,367250846354.4494
2107,2029,2.0deg,TZ,146549442150.66214
2108,2029,2.0deg,UG,102760935544.51236
2109,2029,2.0deg,ZA,739398936313.1744
2110,2029,2.0deg,ZM,285172685060.95154
2111,2029,2.0deg,ZW,158832107953.73758
2112,2029,Reference,AO,324133481028.84033
2113,2029,Reference,BF,148954542737.34952
2114,2029,Reference,BI,49879418770.88766
2115,2029,Reference,BJ,54739854836.27734
2116,2029,Reference,BW,81942036232.76984
2117,2029,Reference,CD,138880646372.92896
2118,2029,Reference,CF,26818261268.844757
2119,2029,Reference,CG,123635137633.19989
2120,2029,Reference,CI,98004125115.66829
2121,2029,Reference,CM,183192895939.90836
2122,2029,Reference,DJ,3909584604.990848
2123,2029,Reference,DZ,1130663064482.5356
2124,2029,Reference,EG,2324372728578.352
2125,2029,Reference,ER,32642634777.98316
2126,2029,Reference,ET,621562545681.315
2127,2029,Reference,GA,102446443142.67155
2128,2029,Reference,GH,249617194888.8292
2129,2029,Reference,GM,34326171396.474785
2130,2029,Reference,GN,99373371582.09387
2131,2029,Reference,GQ,51437011422.07721
2132,2029,Reference,GW,21455024643.008713
2133,2029,Reference,KE,419751489578.5889
2134,2029,Reference,LR,58618358401.84993
2135,2029,Reference,LS,21999281353.940628
2136,2029,Reference,LY,664532054234.3315
2137,2029,Reference,MA,999471891262.7052
2138,2029,Reference,ML,313941567574.54425
2139,2029,Reference,MR,114280192246.92726
2140,2029,Reference,MW,59421493787.96139
2141,2029,Reference,MZ,178793733052.9394
2142,2029,Reference,NE,159510021105.94666
2143,2029,Reference,NG,1857195573399.7234
2144,2029,Reference,NM,96277012783.59634
2145,2029,Reference,RW,91433855083.90924
2146,2029,Reference,SD,378117981650.97186
2147,2029,Reference,SL,105494857599.9835
2148,2029,Reference,SN,104880325323.93433
2149,2029,Reference,SO,181986753887.9635
2150,2029,Reference,SS,44572948959.77949
2151,2029,Reference,SZ,15237392277.777838
2152,2029,Reference,TD,155279838737.8621
2153,2029,Reference,TG,34866434778.0766
2154,2029,Reference,TN,406381428635.2015
2155,2029,Reference,TZ,150933146408.78555
2156,2029,Reference,UG,101711005898.6134
2157,2029,Reference,ZA,931530908370.4937
2158,2029,Reference,ZM,358077817091.7076
2159,2029,Reference,ZW,201155476507.56512
2160,2030,1.5deg,AO,338362834272.4674
2161,2030,1.5deg,BF,139535930774.5253
2162,2030,1.5deg,BI,53341968750.585266
2163,2030,1.5deg,BJ,60592783364.468185
2164,2030,1.5deg,BW,85668262299.56488
2165,2030,1.5deg,CD,227671826268.3156
2166,2030,1.5deg,CF,29876548971.599144
2167,2030,1.5deg,CG,130383894476.82848
2168,2030,1.5deg,CI,115009138459.8451
2169,2030,1.5deg,CM,194416774611.47302
2170,2030,1.5deg,DJ,3907556302.731193
2171,2030,1.5deg,DZ,867435625248.8646
2172,2030,1.5deg,EG,2406221927222.493
2173,2030,1.5deg,ER,34242944791.226456
2174,2030,1.5deg,ET,635724729091.7817
2175,2030,1.5deg,GA,102830018077.04947
2176,2030,1.5deg,GH,262324812196.43536
2177,2030,1.5deg,GM,35049860886.93333
2178,2030,1.5deg,GN,87060339083.72995
2179,2030,1.5deg,GQ,51012317985.71294
2180,2030,1.5deg,GW,22661511844.14956
2181,2030,1.5deg,KE,445264393901.9782
2182,2030,1.5deg,LR,59875514939.17299
2183,2030,1.5deg,LS,21878074850.70514
2184,2030,1.5deg,LY,497441438074.5203
2185,2030,1.5deg,MA,868131924128.1069
2186,2030,1.5deg,ML,296314380378.99097
2187,2030,1.5deg,MR,100847218661.29373
2188,2030,1.5deg,MW,67855255154.668755
2189,2030,1.5deg,MZ,304958673609.49384
2190,2030,1.5deg,NE,167877057464.6019
2191,2030,1.5deg,NG,2090181287644.7876
2192,2030,1.5deg,NM,77620798137.4464
2193,2030,1.5deg,RW,97503558084.05376
2194,2030,1.5deg,SD,489109229964.20636
2195,2030,1.5deg,SL,105117053671.1739
2196,2030,1.5deg,SN,97612673937.46036
2197,2030,1.5deg,SO,183425575100.49246
2198,2030,1.5deg,SS,44258672472.12258
2199,2030,1.5deg,SZ,14775076253.39265
2200,2030,1.5deg,TD,162827794507.32056
2201,2030,1.5deg,TG,34516334819.97667
2202,2030,1.5deg,TN,483352610193.77704
2203,2030,1.5deg,TZ,142762982238.02585
2204,2030,1.5deg,UG,114007074268.84569
2205,2030,1.5deg,ZA,760871292802.719
2206,2030,1.5deg,ZM,341804879046.75024
2207,2030,1.5deg,ZW,199876670267.56406
2208,2030,2.0deg,AO,312881522253.00696
2209,2030,2.0deg,BF,152656163954.77695
2210,2030,2.0deg,BI,54546476630.64681
2211,2030,2.0deg,BJ,58711257022.66708
2212,2030,2.0deg,BW,90008877785.54002
2213,2030,2.0deg,CD,162315033219.8044
2214,2030,2.0deg,CF,29930135639.369354
2215,2030,2.0deg,CG,132537965734.32431
2216,2030,2.0deg,CI,117186028226.31747
2217,2030,2.0deg,CM,203105730713.75977
2218,2030,2.0deg,DJ,3907556302.731193
2219,2030,2.0deg,DZ,906243235932.9205
2220,2030,2.0deg,EG,2117357723234.3232
2221,2030,2.0deg,ER,35147936425.29429
2222,2030,2.0deg,ET,630094105529.2222
2223,2030,2.0deg,GA,114463872377.05109
2224,2030,2.0deg,GH,264204787291.58417
2225,2030,2.0deg,GM,24066285292.373856
2226,2030,2.0deg,GN,76449821297.70447
2227,2030,2.0deg,GQ,52437143760.735344
2228,2030,2.0deg,GW,23023610127.161285
2229,2030,2.0deg,KE,447584475780.27435
2230,2030,2.0deg,LR,67885587590.982925
2231,2030,2.0deg,LS,23326467982.752052
2232,2030,2.0deg,LY,549896657227.3668
2233,2030,2.0deg,MA,898653611454.9463
2234,2030,2.0deg,ML,413807705061.2062
2235,2030,2.0deg,MR,59301369012.51323
2236,2030,2.0deg,MW,70993440274.10373
2237,2030,2.0deg,MZ,263620722814.7189
2238,2030,2.0deg,NE,211255011349.27185
2239,2030,2.0deg,NG,1898315283145.549
2240,2030,2.0deg,NM,87561296454.42592
2241,2030,2.0deg,RW,103137999153.48251
2242,2030,2.0deg,SD,511511084430.99133
2243,2030,2.0deg,SL,61454184917.15988
2244,2030,2.0deg,SN,97854072792.8015
2245,2030,2.0deg,SO,188449132834.79108
2246,2030,2.0deg,SS,45085217204.25963
2247,2030,2.0deg,SZ,17956235856.78608
2248,2030,2.0deg,TD,162494360238.3552
2249,2030,2.0deg,TG,32690403952.88104
2250,2030,2.0deg,TN,495026736693.046
2251,2030,2.0deg,TZ,158988114101.62097
2252,2030,2.0deg,UG,116629363350.03412
2253,2030,2.0deg,ZA,763317022732.2546
2254,2030,2.0deg,ZM,344532484392.8307
2255,2030,2.0deg,ZW,196569205059.3109
2256,2030,Reference,AO,375691819608.0496
2257,2030,Reference,BF,159509473334.37143
2258,2030,Reference,BI,52699222829.1254
2259,2030,Reference,BJ,64222612186.46399
2260,2030,Reference,BW,94605929266.23256
2261,2030,Reference,CD,154916882208.8087
2262,2030,Reference,CF,28877224533.886734
2263,2030,Reference,CG,134561672098.0129
2264,2030,Reference,CI,119829333155.21643
2265,2030,Reference,CM,211756469538.30576
2266,2030,Reference,DJ,3907556302.731193
2267,2030,Reference,DZ,1057414903874.7571
2268,2030,Reference,EG,2433749985732.2515
2269,2030,Reference,ER,34683934971.84052
2270,2030,Reference,ET,646195549805.3511
2271,2030,Reference,GA,113474813335.66467
2272,2030,Reference,GH,273341151534.11987
2273,2030,Reference,GM,36015456308.297935
2274,2030,Reference,GN,111150496684.961
2275,2030,Reference,GQ,54866992884.58325
2276,2030,Reference,GW,23747806693.184742
2277,2030,Reference,KE,482796730053.48175
2278,2030,Reference,LR,60845696958.53557
2279,2030,Reference,LS,26223254246.84587
2280,2030,Reference,LY,676384838503.2253
2281,2030,Reference,MA,1112531163515.324
2282,2030,Reference,ML,342059463466.1393
2283,2030,Reference,MR,122788101185.51491
2284,2030,Reference,MW,77390509940.64426
2285,2030,Reference,MZ,181489193383.46823
2286,2030,Reference,NE,179259315848.44623
2287,2030,Reference,NG,2022720612948.205
2288,2030,Reference,NM,120162983944.70634
2289,2030,Reference,RW,115036451109.47798
2290,2030,Reference,SD,405369309164.8756
2291,2030,Reference,SL,109824331350.32637
2292,2030,Reference,SN,109320518421.50621
2293,2030,Reference,SO,198961209877.48486
2294,2030,Reference,SS,48763679928.22014
2295,2030,Reference,SZ,20526890466.62849
2296,2030,Reference,TD,173262532234.0832
2297,2030,Reference,TG,36945373612.79519
2298,2030,Reference,TN,534982025733.11957
2299,2030,Reference,TZ,163350521186.01804
2300,2030,Reference,UG,116762007557.30786
2301,2030,Reference,ZA,996187356609.0571
2302,2030,Reference,ZM,419730905549.32776
2303,2030,Reference,ZW,234507084350.7367
2304,2031,1.5deg,AO,381814565904.00635
2305,2031,1.5deg,BF,164516655697.8152
2306,2031,1.5deg,BI,56807587034.75453
2307,2031,1.5deg,BJ,67773090060.5897
2308,2031,1.5deg,BW,109083129903.37924
2309,2031,1.5deg,CD,285016701414.55695
2310,2031,1.5deg,CF,31111449243.767635
2311,2031,1.5deg,CG,150039171257.12558
2312,2031,1.5deg,CI,127496254830.86285
2313,2031,1.5deg,CM,218844981743.25656
2314,2031,1.5deg,DJ,3905020924.9066243
2315,2031,1.5deg,DZ,957221577079.9349
2316,2031,1.5deg,EG,2540506100772.6465
2317,2031,1.5deg,ER,37028999820.10943
2318,2031,1.5deg,ET,640677425445.2317
2319,2031,1.5deg,GA,121292869778.96237
2320,2031,1.5deg,GH,300804517853.4807
2321,2031,1.5deg,GM,36377047515.74475
2322,2031,1.5deg,GN,87056282479.21065
2323,2031,1.5deg,GQ,55840228251.053696
2324,2031,1.5deg,GW,23505900762.278675
2325,2031,1.5deg,KE,489869317039.02246
2326,2031,1.5deg,LR,61511595136.989365
2327,2031,1.5deg,LS,28154445089.57509
2328,2031,1.5deg,LY,511088243635.2048
2329,2031,1.5deg,MA,894310234459.7771
2330,2031,1.5deg,ML,352555749993.3952
2331,2031,1.5deg,MR,111192924019.48093
2332,2031,1.5deg,MW,86307069018.03394
2333,2031,1.5deg,MZ,391669647476.0924
2334,2031,1.5deg,NE,201439767931.68008
2335,2031,1.5deg,NG,2303590480654.51
2336,2031,1.5deg,NM,89759847429.43224
2337,2031,1.5deg,RW,119968251836.68436
2338,2031,1.5deg,SD,584789533682.2102
2339,2031,1.5deg,SL,108722330855.4933
2340,2031,1.5deg,SN,101331922678.28793
2341,2031,1.5deg,SO,201747957041.3376
2342,2031,1.5deg,SS,47874370188.59253
2343,2031,1.5deg,SZ,22840661278.66655
2344,2031,1.5deg,TD,180688774424.74124
2345,2031,1.5deg,TG,35843014373.22318
2346,2031,1.5deg,TN,424683567001.26715
2347,2031,1.5deg,TZ,150593321173.20514
2348,2031,1.5deg,UG,128699342856.93088
2349,2031,1.5deg,ZA,747049486235.8403
2350,2031,1.5deg,ZM,405268965994.9939
2351,2031,1.5deg,ZW,241463901907.78342
2352,2031,2.0deg,AO,383659621643.4419
2353,2031,2.0deg,BF,177582947419.44498
2354,2031,2.0deg,BI,58130114954.289444
2355,2031,2.0deg,BJ,66615760284.81205
2356,2031,2.0deg,BW,120794608301.40277
2357,2031,2.0deg,CD,190546071557.7287
2358,2031,2.0deg,CF,31311420040.85849
2359,2031,2.0deg,CG,152678991216.78302
2360,2031,2.0deg,CI,129431745741.99406
2361,2031,2.0deg,CM,230434855497.70813
2362,2031,2.0deg,DJ,3905020924.9066243
2363,2031,2.0deg,DZ,1030828763528.9441
2364,2031,2.0deg,EG,2321941963679.021
2365,2031,2.0deg,ER,37886905555.28635
2366,2031,2.0deg,ET,652924879942.8063
2367,2031,2.0deg,GA,134342552506.27167
2368,2031,2.0deg,GH,305219985555.03314
2369,2031,2.0deg,GM,31389819544.27806
2370,2031,2.0deg,GN,76445764693.18515
2371,2031,2.0deg,GQ,57803702634.18497
2372,2031,2.0deg,GW,23988698472.96098
2373,2031,2.0deg,KE,503781548637.7365
2374,2031,2.0deg,LR,69411227819.53305
2375,2031,2.0deg,LS,30085635932.304302
2376,2031,2.0deg,LY,572475220435.674
2377,2031,2.0deg,MA,966352393115.9725
2378,2031,2.0deg,ML,470887395195.835
2379,2031,2.0deg,MR,64245988942.487526
2380,2031,2.0deg,MW,91014346697.1864
2381,2031,2.0deg,MZ,353871377758.0966
2382,2031,2.0deg,NE,244847537147.27673
2383,2031,2.0deg,NG,2119398682502.8755
2384,2031,2.0deg,NM,99468802546.9861
2385,2031,2.0deg,RW,126868893891.83832
2386,2031,2.0deg,SD,612990247342.2988
2387,2031,2.0deg,SL,65438800953.69809
2388,2031,2.0deg,SN,101814720388.97023
2389,2031,2.0deg,SO,207800482267.62943
2390,2031,2.0deg,SS,49258706491.20916
2391,2031,2.0deg,SZ,26625318020.412857
2392,2031,2.0deg,TD,180354833080.211
2393,2031,2.0deg,TG,34258482361.468697
2394,2031,2.0deg,TN,463389053514.0824
2395,2031,2.0deg,TZ,168032909014.61426
2396,2031,2.0deg,UG,127784055676.84372
2397,2031,2.0deg,ZA,755247226193.4889
2398,2031,2.0deg,ZM,412703849020.2269
2399,2031,2.0deg,ZW,232030714796.21695
2400,2031,Reference,AO,446245409216.7544
2401,2031,Reference,BF,185620099576.92355
2402,2031,Reference,BI,56546251170.432205
2403,2031,Reference,BJ,73696208008.32646
2404,2031,Reference,BW,124176467681.24632
2405,2031,Reference,CD,196191859540.57028
2406,2031,Reference,CF,31807782645.402637
2407,2031,Reference,CG,156036883466.10233
2408,2031,Reference,CI,138834218620.4453
2409,2031,Reference,CM,245400549743.75763
2410,2031,Reference,DJ,3911105831.6855893
2411,2031,Reference,DZ,1190768550826.6252
2412,2031,Reference,EG,2499684381251.444
2413,2031,Reference,ER,39853901395.291855
2414,2031,Reference,ET,674402020131.217
2415,2031,Reference,GA,135940565000.39731
2416,2031,Reference,GH,318197382711.9452
2417,2031,Reference,GM,36980544654.097626
2418,2031,Reference,GN,111146440080.4417
2419,2031,Reference,GQ,61199812161.245026
2420,2031,Reference,GW,24954293894.32559
2421,2031,Reference,KE,534930672203.0653
2422,2031,Reference,LR,61929963505.311104
2423,2031,Reference,LS,34068717045.43331
2424,2031,Reference,LY,705449786539.3601
2425,2031,Reference,MA,1157488153761.2024
2426,2031,Reference,ML,398300833080.54346
2427,2031,Reference,MR,151390656443.45493
2428,2031,Reference,MW,101153098621.51479
2429,2031,Reference,MZ,182334965277.83582
2430,2031,Reference,NE,212911472308.30457
2431,2031,Reference,NG,2266361835428.3555
2432,2031,Reference,NM,124185686208.53557
2433,2031,Reference,RW,140758001106.9545
2434,2031,Reference,SD,597344727683.0347
2435,2031,Reference,SL,114636602811.35153
2436,2031,Reference,SN,114126062011.36899
2437,2031,Reference,SO,222468855738.81656
2438,2031,Reference,SS,53786430220.32462
2439,2031,Reference,SZ,30520728644.146275
2440,2031,Reference,TD,191123512151.50388
2441,2031,Reference,TG,39014643843.62467
2442,2031,Reference,TN,525746599167.406
2443,2031,Reference,TZ,175902583750.849
2444,2031,Reference,UG,151008624555.85544
2445,2031,Reference,ZA,1166184374709.0676
2446,2031,Reference,ZM,499848835798.3828
2447,2031,Reference,ZW,274808917516.08307
2448,2032,1.5deg,AO,454331802708.9461
2449,2032,1.5deg,BF,189206393771.17395
2450,2032,1.5deg,BI,60303597711.03074
2451,2032,1.5deg,BJ,75162785733.40414
2452,2032,1.5deg,BW,138661186888.08115
2453,2032,1.5deg,CD,318917670275.4483
2454,2032,1.5deg,CF,35057765037.265434
2455,2032,1.5deg,CG,169045494826.3183
2456,2032,1.5deg,CI,148220747614.4065
2457,2032,1.5deg,CM,245327523061.3543
2458,2032,1.5deg,DJ,3908063378.2961073
2459,2032,1.5deg,DZ,997884640196.305
2460,2032,1.5deg,EG,2653843809434.406
2461,2032,1.5deg,ER,42169425046.75562
2462,2032,1.5deg,ET,670900906380.9504
2463,2032,1.5deg,GA,140809451625.1712
2464,2032,1.5deg,GH,336091579966.30566
2465,2032,1.5deg,GM,36858831075.297226
2466,2032,1.5deg,GN,96865065436.61134
2467,2032,1.5deg,GQ,60891467353.70314
2468,2032,1.5deg,GW,24470989108.078377
2469,2032,1.5deg,KE,540117277835.1622
2470,2032,1.5deg,LR,62354969903.98865
2471,2032,1.5deg,LS,34672214183.786194
2472,2032,1.5deg,LY,524887085181.18115
2473,2032,1.5deg,MA,897372432347.2158
2474,2032,1.5deg,ML,408797119607.7994
2475,2032,1.5deg,MR,115045372352.7892
2476,2032,1.5deg,MW,105680276272.86072
2477,2032,1.5deg,MZ,483548269197.2832
2478,2032,1.5deg,NE,235031786654.12006
2479,2032,1.5deg,NG,2523664312221.922
2480,2032,1.5deg,NM,102021541328.61734
2481,2032,1.5deg,RW,143415441862.0677
2482,2032,1.5deg,SD,685787197351.706
2483,2032,1.5deg,SL,112561407610.03738
2484,2032,1.5deg,SN,105289825140.74243
2485,2032,1.5deg,SO,220405700599.68872
2486,2032,1.5deg,SS,51684185729.577736
2487,2032,1.5deg,SZ,31381951805.071194
2488,2032,1.5deg,TD,198670960845.3974
2489,2032,1.5deg,TG,37411599857.375755
2490,2032,1.5deg,TN,448003414215.3786
2491,2032,1.5deg,TZ,163147614947.8282
2492,2032,1.5deg,UG,137877107913.67926
2493,2032,1.5deg,ZA,738067670078.3455
2494,2032,1.5deg,ZM,472233336345.6844
2495,2032,1.5deg,ZW,283608035388.4504
2496,2032,2.0deg,AO,454910626601.4536
2497,2032,2.0deg,BF,199774647263.94345
2498,2032,2.0deg,BI,61802395076.428314
2499,2032,2.0deg,BJ,75296180712.5716
2500,2032,2.0deg,BW,148902798012.10928
2501,2032,2.0deg,CD,231409683530.19537
2502,2032,2.0deg,CF,35893797677.44842
2503,2032,2.0deg,CG,173858494682.34192
2504,2032,2.0deg,CI,130844330098.24553
2505,2032,2.0deg,CM,260120358136.29498
2506,2032,2.0deg,DJ,3908063378.2961073
2507,2032,2.0deg,DZ,1073827242143.4636
2508,2032,2.0deg,EG,2516465522599.418
2509,2032,2.0deg,ER,43558706731.7274
2510,2032,2.0deg,ET,677141738146.6238
2511,2032,2.0deg,GA,155486983394.15225
2512,2032,2.0deg,GH,345602474782.1671
2513,2032,2.0deg,GM,37100229930.63838
2514,2032,2.0deg,GN,76824132296.93321
2515,2032,2.0deg,GQ,63443670241.62399
2516,2032,2.0deg,GW,25074486246.43125
2517,2032,2.0deg,KE,555641118468.3208
2518,2032,2.0deg,LR,70996131605.6023
2519,2032,2.0deg,LS,37206902164.868286
2520,2032,2.0deg,LY,621156196578.4468
2521,2032,2.0deg,MA,1012616402473.9802
2522,2032,2.0deg,ML,528219359727.6764
2523,2032,2.0deg,MR,69048368001.15004
2524,2032,2.0deg,MW,112537185628.35843
2525,2032,2.0deg,MZ,450395451948.865
2526,2032,2.0deg,NE,278440062945.2816
2527,2032,2.0deg,NG,2348148373983.2446
2528,2032,2.0deg,NM,105566872239.04543
2529,2032,2.0deg,RW,151141543681.703
2530,2032,2.0deg,SD,724421845480.1299
2531,2032,2.0deg,SL,69207919515.84793
2532,2032,2.0deg,SN,106134721134.43646
2533,2032,2.0deg,SO,228101567193.1477
2534,2032,2.0deg,SS,53498015698.762375
2535,2032,2.0deg,SZ,35770612760.7353
2536,2032,2.0deg,TD,198337526576.43204
2537,2032,2.0deg,TG,36177083648.779305
2538,2032,2.0deg,TN,479514823421.144
2539,2032,2.0deg,TZ,180587202789.23734
2540,2032,2.0deg,UG,151877481039.80185
2541,2032,2.0deg,ZA,747793387029.2782
2542,2032,2.0deg,ZM,484858294760.75214
2543,2032,2.0deg,ZW,270025705576.22278
2544,2032,Reference,AO,517297000463.90955
2545,2032,Reference,BF,209788571641.00812
2546,2032,Reference,BI,60510285400.082535
2547,2032,Reference,BJ,83893493320.64746
2548,2032,Reference,BW,153754524665.94818
2549,2032,Reference,CD,250335450585.82095
2550,2032,Reference,CF,37264434516.66371
2551,2032,Reference,CG,178186703939.39264
2552,2032,Reference,CI,166751404048.59
2553,2032,Reference,CM,282187029579.4464
2554,2032,Reference,DJ,3908063378.2961073
2555,2032,Reference,DZ,1269880425374.3535
2556,2032,Reference,EG,2616689259541.7153
2557,2032,Reference,ER,46418162653.40968
2558,2032,Reference,ET,703407065775.3837
2559,2032,Reference,GA,159082016207.6035
2560,2032,Reference,GH,363812104087.5201
2561,2032,Reference,GM,37583027641.32068
2562,2032,Reference,GN,122864808701.3546
2563,2032,Reference,GQ,67719129556.94066
2564,2032,Reference,GW,26160781095.46644
2565,2032,Reference,KE,589904490175.3259
2566,2032,Reference,LR,63014737127.65155
2567,2032,Reference,LS,42396977554.70306
2568,2032,Reference,LY,734725894147.0756
2569,2032,Reference,MA,1199416058990.9104
2570,2032,Reference,ML,454542202694.94763
2571,2032,Reference,MR,160168210632.8538
2572,2032,Reference,MW,126847385220.67943
2573,2032,Reference,MZ,238298154934.3441
2574,2032,Reference,NE,246563628768.16284
2575,2032,Reference,NG,2520335527255.089
2576,2032,Reference,NM,128593252220.33054
2577,2032,Reference,RW,167656896295.67197
2578,2032,Reference,SD,726982820616.55
2579,2032,Reference,SL,119803373270.27196
2580,2032,Reference,SN,119290958750.52924
2581,2032,Reference,SO,246330803633.10272
2582,2032,Reference,SS,58893763341.21864
2583,2032,Reference,SZ,41128946580.326935
2584,2032,Reference,TD,208984999144.4894
2585,2032,Reference,TG,41095699004.55125
2586,2032,Reference,TN,503841239500.12964
2587,2032,Reference,TZ,190306445668.74792
2588,2032,Reference,UG,192382741694.41937
2589,2032,Reference,ZA,1338702921147.9158
2590,2032,Reference,ZM,583349027739.9421
2591,2032,Reference,ZW,329988589185.1722
2592,2033,1.5deg,AO,548252356918.1245
2593,2033,1.5deg,BF,212307269956.0594
2594,2033,1.5deg,BI,63564582459.490074
2595,2033,1.5deg,BJ,82609668152.15761
2596,2033,1.5deg,BW,168235484587.93893
2597,2033,1.5deg,CD,344306681672.73645
2598,2033,1.5deg,CF,39640649749.42028
2599,2033,1.5deg,CG,188468815924.00787
2600,2033,1.5deg,CI,170708514888.7587
2601,2033,1.5deg,CM,270455138430.7354
2602,2033,1.5deg,DJ,3905528000.471538
2603,2033,1.5deg,DZ,1002222050534.0251
2604,2033,1.5deg,EG,2742370043931.0347
2605,2033,1.5deg,ER,47358457398.987465
2606,2033,1.5deg,ET,687811935804.8887
2607,2033,1.5deg,GA,161291628892.74466
2608,2033,1.5deg,GH,374072458255.0563
2609,2033,1.5deg,GM,37340614634.8497
2610,2033,1.5deg,GN,106644470153.03491
2611,2033,1.5deg,GQ,66198075198.74823
2612,2033,1.5deg,GW,25436584529.44298
2613,2033,1.5deg,KE,595232224296.1671
2614,2033,1.5deg,LR,63319044098.65852
2615,2033,1.5deg,LS,41672780988.6796
2616,2033,1.5deg,LY,538728618062.5344
2617,2033,1.5deg,MA,940882605003.6973
2618,2033,1.5deg,ML,465037982146.6387
2619,2033,1.5deg,MR,119121266063.83226
2620,2033,1.5deg,MW,126509314513.99416
2621,2033,1.5deg,MZ,581823960585.0146
2622,2033,1.5deg,NE,268657379992.3308
2623,2033,1.5deg,NG,2749981675974.3135
2624,2033,1.5deg,NM,109248627269.19928
2625,2033,1.5deg,RW,163700062248.90472
2626,2033,1.5deg,SD,792215828190.813
2627,2033,1.5deg,SL,116648975429.47418
2628,2033,1.5deg,SN,109368427030.86752
2629,2033,1.5deg,SO,240103288386.85413
2630,2033,1.5deg,SS,55651802561.771286
2631,2033,1.5deg,SZ,40293446975.16895
2632,2033,1.5deg,TD,224221764986.0143
2633,2033,1.5deg,TG,38979678265.96342
2634,2033,1.5deg,TN,470259466415.32007
2635,2033,1.5deg,TZ,199110505480.99142
2636,2033,1.5deg,UG,163311754633.88034
2637,2033,1.5deg,ZA,731181100217.4645
2638,2033,1.5deg,ZM,542939896029.72754
2639,2033,1.5deg,ZW,328652714418.0552
2640,2033,2.0deg,AO,525570054866.4776
2641,2033,2.0deg,BF,222804587143.3196
2642,2033,2.0deg,BI,65092758065.86475
2643,2033,2.0deg,BJ,83268209154.29187
2644,2033,2.0deg,BW,180578535939.79474
2645,2033,2.0deg,CD,271401569024.13678
2646,2033,2.0deg,CF,40868158913.5921
2647,2033,2.0deg,CG,195454405478.1019
2648,2033,2.0deg,CI,132316969069.18436
2649,2033,2.0deg,CM,295265213510.6351
2650,2033,2.0deg,DJ,3905528000.471538
2651,2033,2.0deg,DZ,1089838778980.4526
2652,2033,2.0deg,EG,2672326774214.7334
2653,2033,2.0deg,ER,49298869811.88243
