,Year,Scenario,Country,Wind (Onshore),Wind (Offshore),Solar CSP,Solar PV,Hydro,Oil,Gas CCS,Gas,Nuclear,Geothermal,Coal,Coal CCS,Biomass,BECCS,Hydrogen
130,2015,Reference,SD,0.0,0.0,0.0,844895993.694032,69362026946.9591,773797312.0583814,0.0,0.0,0.0,0.0,0.0,0.0,2425535666.6347356,0.0,0.0
131,2015,Reference,SL,0.0,0.0,0.0,0.0,146891204.8855551,34988213.9790487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2015,Reference,SN,0.0,0.0,0.0,844895993.694032,3554767158.230433,801179392.5637239,0.0,0.0,0.0,0.0,285705648.1483032,0.0,0.0,0.0,0.0
133,2015,Reference,SO,0.0,215992054.708744,0.0,120699427.67057599,0.0,65919823.43878741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2015,Reference,SS,0.0,0.0,0.0,0.0,0.0,100400961.85292237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2015,Reference,SZ,0.0,0.0,0.0,0.0,2350259278.1688814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446809201.748504,0.0,0.0
136,2015,Reference,TD,0.0,0.0,0.0,0.0,0.0,52228783.18611618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2015,Reference,TG,0.0,0.0,0.0,120699427.67057599,2908445856.7339907,18761795.901808724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2015,Reference,TN,0.0,14212277199.835356,0.0,1931190842.7292159,2115233350.3519933,1303691277.3932495,0.0,114679341351.25995,0.0,0.0,0.0,0.0,99290933.72188976,0.0,0.0
139,2015,Reference,TZ,0.0,0.0,0.0,603497138.35288,24765857143.70459,327063739.3693683,0.0,8581241037.124951,0.0,0.0,240594230.01962373,0.0,546100135.4703938,0.0,0.0
140,2015,Reference,UG,0.0,0.0,0.0,1448393132.046912,29701401627.859238,25353778.245687466,0.0,0.0,0.0,0.0,0.0,0.0,617022230.9860293,0.0,0.0
141,2015,Reference,ZA,0.0,44451164859.05952,14561708530.17095,98732131834.53116,99151563297.74968,684044937.0686479,0.0,8823820289.057812,4089827696.7595396,0.0,270239950299.85425,0.0,2425535666.6347356,0.0,0.0
