,tech,tech_specific,Year,Capex_declinefactor,Opex_declinefactor
484,Nuclear,Nuclear,2040,0.15555555555555556,0.2839506172839506
485,Nuclear,Nuclear,2041,0.15555555555555556,0.2839506172839506
486,Nuclear,Nuclear,2042,0.15555555555555556,0.2839506172839506
487,Nuclear,Nuclear,2043,0.15555555555555556,0.2839506172839506
488,Nuclear,Nuclear,2044,0.15555555555555556,0.2839506172839506
489,Nuclear,Nuclear,2045,0.15555555555555556,0.2839506172839506
490,Nuclear,Nuclear,2046,0.15555555555555556,0.2839506172839506
491,Nuclear,Nuclear,2047,0.15555555555555556,0.2839506172839506
492,Nuclear,Nuclear,2048,0.15555555555555556,0.2839506172839506
493,Nuclear,Nuclear,2049,0.15555555555555556,0.2839506172839506
494,Nuclear,Nuclear,2050,0.16666666666666666,0.3271604938271605
495,Nuclear,Nuclear,2051,0.16666666666666666,0.3271604938271605
496,Nuclear,Nuclear,2052,0.16666666666666666,0.3271604938271605
497,Nuclear,Nuclear,2053,0.16666666666666666,0.3271604938271605
498,Nuclear,Nuclear,2054,0.16666666666666666,0.3271604938271605
499,Nuclear,Nuclear,2055,0.16666666666666666,0.3271604938271605
500,Nuclear,Nuclear,2056,0.16666666666666666,0.3271604938271605
501,Nuclear,Nuclear,2057,0.16666666666666666,0.3271604938271605
502,Nuclear,Nuclear,2058,0.16666666666666666,0.3271604938271605
503,Nuclear,Nuclear,2059,0.16666666666666666,0.3271604938271605
504,Nuclear,Nuclear,2060,0.16666666666666666,0.3271604938271605
505,Nuclear,Nuclear,2061,0.16666666666666666,0.3271604938271605
506,Nuclear,Nuclear,2062,0.16666666666666666,0.3271604938271605
507,Nuclear,Nuclear,2063,0.16666666666666666,0.3271604938271605
508,Nuclear,Nuclear,2064,0.16666666666666666,0.3271604938271605
509,Nuclear,Nuclear,2065,0.16666666666666666,0.3271604938271605
510,Power to Heat,Power to Heat (PtH),2015,0.003030302978004329,0.003030302956176456
511,Power to Heat,Power to Heat (PtH),2016,0.04655238089617342,0.04655238089617342
512,Power to Heat,Power to Heat (PtH),2017,0.08824588739662431,0.08824588739662431
513,Power to Heat,Power to Heat (PtH),2018,0.12813506490783766,0.12813506487873383
514,Power to Heat,Power to Heat (PtH),2019,0.16624415581463836,0.16624415580008645
515,Power to Heat,Power to Heat (PtH),2020,0.20259740256005898,0.20259740256005898
516,Power to Heat,Power to Heat (PtH),2021,0.237219047601684,0.23721904757258017
517,Power to Heat,Power to Heat (PtH),2022,0.27013333331706235,0.2701333332952345
518,Power to Heat,Power to Heat (PtH),2023,0.3013645021346747,0.30136450214195065
519,Power to Heat,Power to Heat (PtH),2024,0.3309367965266574,0.3309367965121055
520,Power to Heat,Power to Heat (PtH),2025,0.4,0.4000000000000001
521,Power to Heat,Power to Heat (PtH),2026,0.4,0.4000000000000001
522,Power to Heat,Power to Heat (PtH),2027,0.4,0.4000000000000001
523,Power to Heat,Power to Heat (PtH),2028,0.4,0.4000000000000001
524,Power to Heat,Power to Heat (PtH),2029,0.4,0.4000000000000001
525,Power to Heat,Power to Heat (PtH),2030,0.4,0.4000000000000001
526,Power to Heat,Power to Heat (PtH),2031,0.4,0.4000000000000001
527,Power to Heat,Power to Heat (PtH),2032,0.4,0.4000000000000001
528,Power to Heat,Power to Heat (PtH),2033,0.4,0.4000000000000001
529,Power to Heat,Power to Heat (PtH),2034,0.4,0.4000000000000001
530,Power to Heat,Power to Heat (PtH),2035,0.6,0.6
531,Power to Heat,Power to Heat (PtH),2036,0.6,0.6
532,Power to Heat,Power to Heat (PtH),2037,0.6,0.6
533,Power to Heat,Power to Heat (PtH),2038,0.6,0.6
534,Power to Heat,Power to Heat (PtH),2039,0.6,0.6
535,Power to Heat,Power to Heat (PtH),2040,0.6,0.6
536,Power to Heat,Power to Heat (PtH),2041,0.6,0.6
537,Power to Heat,Power to Heat (PtH),2042,0.6,0.6
538,Power to Heat,Power to Heat (PtH),2043,0.6,0.6
539,Power to Heat,Power to Heat (PtH),2044,0.6,0.6
540,Power to Heat,Power to Heat (PtH),2045,0.6,0.6
541,Power to Heat,Power to Heat (PtH),2046,0.6,0.6
542,Power to Heat,Power to Heat (PtH),2047,0.6,0.6
543,Power to Heat,Power to Heat (PtH),2048,0.6,0.6
544,Power to Heat,Power to Heat (PtH),2049,0.6,0.6
545,Power to Heat,Power to Heat (PtH),2050,0.6,0.6
546,Power to Heat,Power to Heat (PtH),2051,0.6,0.6
547,Power to Heat,Power to Heat (PtH),2052,0.6,0.6
548,Power to Heat,Power to Heat (PtH),2053,0.6,0.6
549,Power to Heat,Power to Heat (PtH),2054,0.6,0.6
550,Power to Heat,Power to Heat (PtH),2055,0.6,0.6
551,Power to Heat,Power to Heat (PtH),2056,0.6,0.6
552,Power to Heat,Power to Heat (PtH),2057,0.6,0.6
553,Power to Heat,Power to Heat (PtH),2058,0.6,0.6
554,Power to Heat,Power to Heat (PtH),2059,0.6,0.6
555,Power to Heat,Power to Heat (PtH),2060,0.6,0.6
556,Power to Heat,Power to Heat (PtH),2061,0.6,0.6
557,Power to Heat,Power to Heat (PtH),2062,0.6,0.6
558,Power to Heat,Power to Heat (PtH),2063,0.6,0.6
559,Power to Heat,Power to Heat (PtH),2064,0.6,0.6
560,Power to Heat,Power to Heat (PtH),2065,0.6,0.6
561,Solar CSP,Solar CSP,2015,0.007329593616304919,0.007936507667182013
562,Solar CSP,Solar CSP,2016,0.05257824348518625,0.05339531344361603
563,Solar CSP,Solar CSP,2017,0.09459679544670507,0.09558276616735384
564,Solar CSP,Solar CSP,2018,0.1335198264569044,0.13463643213617615
565,Solar CSP,Solar CSP,2019,0.16948191326810047,0.1706938773568254
566,Solar CSP,Solar CSP,2020,0.20261763283633627,0.2038926679524593
567,Solar CSP,Solar CSP,2021,0.23306156211765483,0.2343703701335471
568,Solar CSP,Solar CSP,2022,0.26094827774795704,0.2622645500814542
569,Solar CSP,Solar CSP,2023,0.2864123568870127,0.2877127738611307
570,Solar CSP,Solar CSP,2024,0.3095883761125151,0.31085260753752664
571,Solar CSP,Solar CSP,2025,0.3306109126715455,0.33182161732111126
572,Solar CSP,Solar CSP,2026,0.34961454299627803,0.35075736948056147
573,Solar CSP,Solar CSP,2027,0.36673384433379397,0.3677974299353082
574,Solar CSP,Solar CSP,2028,0.38210339334909804,0.38307936492492445
575,Solar CSP,Solar CSP,2029,0.39585776705644093,0.3967407405434642
576,Solar CSP,Solar CSP,2030,0.408131542179035,0.4089191230305005
577,Solar CSP,Solar CSP,2031,0.419059295731131,0.4197520784800872
578,Solar CSP,Solar CSP,2032,0.4287756044359412,0.4293771729862783
579,Solar CSP,Solar CSP,2033,0.437415045365924,0.43793197264312766
580,Solar CSP,Solar CSP,2034,0.44511219518608414,0.44555404369020835
581,Solar CSP,Solar CSP,2035,0.45200163102708757,0.4523809522797819
582,Solar CSP,Solar CSP,2036,0.45821792946662754,0.4585502644185908
583,Solar CSP,Solar CSP,2037,0.4638956676062662,0.4641995463753119
584,Solar CSP,Solar CSP,2038,0.46916942214011215,0.4694663642148953
585,Solar CSP,Solar CSP,2039,0.4741737701406237,0.4744882840604987
586,Solar CSP,Solar CSP,2040,0.4790432883310132,0.47940287209348753
587,Solar CSP,Solar CSP,2041,0.48391255366732366,0.484347694524331
588,Solar CSP,Solar CSP,2042,0.48891614298918284,0.4894603173597716
589,Solar CSP,Solar CSP,2043,0.4941886331944261,0.4948783067520708
590,Solar CSP,Solar CSP,2044,0.49986460112268105,0.500739228882594
591,Solar CSP,Solar CSP,2045,0.5060786236717831,0.5071806499036029
592,Solar CSP,Solar CSP,2046,0.5129652777686715,0.5143401359382551
593,Solar CSP,Solar CSP,2047,0.5206591401365586,0.5223552530806046
594,Solar CSP,Solar CSP,2048,0.5292947878187988,0.5313635674538091
595,Solar CSP,Solar CSP,2049,0.5390067975968122,0.5415026453265455
596,Solar CSP,Solar CSP,2050,0.5499297463975381,0.5529100527637638
597,Solar CSP,Solar CSP,2051,0.5445418035779481,0.5476190476190476
598,Solar CSP,Solar CSP,2052,0.5445418035779481,0.5476190476190476
599,Solar CSP,Solar CSP,2053,0.5445418035779481,0.5476190476190476
600,Solar CSP,Solar CSP,2054,0.5445418035779481,0.5476190476190476
601,Solar CSP,Solar CSP,2055,0.5445418035779481,0.5476190476190476
602,Solar CSP,Solar CSP,2056,0.5445418035779481,0.5476190476190476
603,Solar CSP,Solar CSP,2057,0.5445418035779481,0.5476190476190476
604,Solar CSP,Solar CSP,2058,0.5445418035779481,0.5476190476190476
605,Solar CSP,Solar CSP,2059,0.5445418035779481,0.5476190476190476
606,Solar CSP,Solar CSP,2060,0.5445418035779481,0.5476190476190476
607,Solar CSP,Solar CSP,2061,0.5445418035779481,0.5476190476190476
608,Solar CSP,Solar CSP,2062,0.5445418035779481,0.5476190476190476
609,Solar CSP,Solar CSP,2063,0.5445418035779481,0.5476190476190476
610,Solar CSP,Solar CSP,2064,0.5445418035779481,0.5476190476190476
611,Solar CSP,Solar CSP,2065,0.5445418035779481,0.5476190476190476
612,Solar PV,Solar PV (rooftop),2015,0.013952894776593894,0.0031194294497254305
613,Solar PV,Solar PV (rooftop),2016,0.08082964218920097,0.031022408838907722
614,Solar PV,Solar PV (rooftop),2017,0.1426821578061208,0.05766488402878167
615,Solar PV,Solar PV (rooftop),2018,0.19971904810518026,0.08309141827339772
616,Solar PV,Solar PV (rooftop),2019,0.2521489189239219,0.10734657488501398
617,Solar PV,Solar PV (rooftop),2020,0.3001803765655495,0.1304749171322328
618,Solar PV,Solar PV (rooftop),2021,0.3440220272168517,0.1525210083127604
619,Solar PV,Solar PV (rooftop),2022,0.3838824772974476,0.17352941165154334
620,Solar PV,Solar PV (rooftop),2023,0.4199703325284645,0.19354469050449552
621,Solar PV,Solar PV (rooftop),2024,0.45249419938772917,0.2126114081038395
622,Solar PV,Solar PV (rooftop),2025,0.4816626842948608,0.2307741277400055
623,Solar PV,Solar PV (rooftop),2026,0.5076843928545713,0.24807741268887185
624,Solar PV,Solar PV (rooftop),2027,0.5307679316611029,0.2645658262408688
625,Solar PV,Solar PV (rooftop),2028,0.5511219068430364,0.2802839316864265
626,Solar PV,Solar PV (rooftop),2029,0.5689549244125374,0.2952762922432157
627,Solar PV,Solar PV (rooftop),2030,0.5844755907310173,0.30958747126715025
628,Solar PV,Solar PV (rooftop),2031,0.5978925119270571,0.3232620320195565
629,Solar PV,Solar PV (rooftop),2032,0.6094142942456529,0.336344537739933
630,Solar PV,Solar PV (rooftop),2033,0.6192495435825549,0.34887955174053786
631,Solar PV,Solar PV (rooftop),2034,0.6276068664737977,0.3609116373118013
632,Solar PV,Solar PV (rooftop),2035,0.6346948689897545,0.37248535771504976
633,Solar PV,Solar PV (rooftop),2036,0.6407221572007984,0.38364527621888556
634,Solar PV,Solar PV (rooftop),2037,0.6458973375847563,0.39443595612829085
635,Solar PV,Solar PV (rooftop),2038,0.6504290159791708,0.40490196071914397
636,Solar PV,Solar PV (rooftop),2039,0.654525798629038,0.41508785324549535
637,Solar PV,Solar PV (rooftop),2040,0.6583962919539772,0.42503819701232715
638,Solar PV,Solar PV (rooftop),2041,0.6622491019079462,0.4347975553100696
639,Solar PV,Solar PV (rooftop),2042,0.6662928346777335,0.4444104913927731
640,Solar PV,Solar PV (rooftop),2043,0.6707360966247506,0.45392156855086796
641,Solar PV,Solar PV (rooftop),2044,0.6757874938775785,0.4633753500529565
642,Solar PV,Solar PV (rooftop),2045,0.681655632390175,0.4728163992112968
643,Solar PV,Solar PV (rooftop),2046,0.6885491186403669,0.4822892792581115
644,Solar PV,Solar PV (rooftop),2047,0.6966765586985275,0.4918385535129346
645,Solar PV,Solar PV (rooftop),2048,0.7062465586932376,0.5015087852443685
646,Solar PV,Solar PV (rooftop),2049,0.7174677247530781,0.5113445377355674
647,Solar PV,Solar PV (rooftop),2050,0.7305486634722911,0.5213903742405819
648,Solar PV,Solar PV (rooftop),2051,0.7214162387742089,0.5196078431372544
649,Solar PV,Solar PV (rooftop),2052,0.7214162387742089,0.5196078431372544
650,Solar PV,Solar PV (rooftop),2053,0.7214162387742089,0.5196078431372544
651,Solar PV,Solar PV (rooftop),2054,0.7214162387742089,0.5196078431372544
652,Solar PV,Solar PV (rooftop),2055,0.7214162387742089,0.5196078431372544
653,Solar PV,Solar PV (rooftop),2056,0.7214162387742089,0.5196078431372544
654,Solar PV,Solar PV (rooftop),2057,0.7214162387742089,0.5196078431372544
655,Solar PV,Solar PV (rooftop),2058,0.7214162387742089,0.5196078431372544
656,Solar PV,Solar PV (rooftop),2059,0.7214162387742089,0.5196078431372544
657,Solar PV,Solar PV (rooftop),2060,0.7214162387742089,0.5196078431372544
658,Solar PV,Solar PV (rooftop),2061,0.7214162387742089,0.5196078431372544
659,Solar PV,Solar PV (rooftop),2062,0.7214162387742089,0.5196078431372544
660,Solar PV,Solar PV (rooftop),2063,0.7214162387742089,0.5196078431372544
661,Solar PV,Solar PV (rooftop),2064,0.7214162387742089,0.5196078431372544
662,Solar PV,Solar PV (rooftop),2065,0.7214162387742089,0.5196078431372544
663,Solar PV,Solar PV (utility),2015,0.031897232111077756,0.02163250948069617
664,Solar PV,Solar PV (utility),2016,0.11350492661586031,0.08700577990384772
665,Solar PV,Solar PV (utility),2017,0.18810491892509162,0.14721857680706307
666,Solar PV,Solar PV (utility),2018,0.2560126773896627,0.20249791018432006
667,Solar PV,Solar PV (utility),2019,0.31754366925451905,0.2530707900878042
668,Solar PV,Solar PV (utility),2020,0.373013362463098,0.299164226569701
669,Solar PV,Solar PV (utility),2021,0.4227372247260064,0.34100522950757295
670,Solar PV,Solar PV (utility),2022,0.4670307237538509,0.3788208089536056
671,Solar PV,Solar PV (utility),2023,0.5062093271990307,0.4128379747271538
672,Solar PV,Solar PV (utility),2024,0.5405885027139448,0.4432837371714413
673,Solar PV,Solar PV (utility),2025,0.5704837183584459,0.47038510598940775
674,Solar PV,Solar PV (utility),2026,0.5962104414938949,0.4943690911750309
675,Solar PV,Solar PV (utility),2027,0.6180841399473138,0.515462702664081
676,Solar PV,Solar PV (utility),2028,0.6364202814875171,0.5338929507415742
677,Solar PV,Solar PV (utility),2029,0.651534333883319,0.5498868451104499
678,Solar PV,Solar PV (utility),2030,0.6637417647289112,0.5636713957064785
679,Solar PV,Solar PV (utility),2031,0.6733580417349003,0.5754736128728837
680,Solar PV,Solar PV (utility),2032,0.6806986328447238,0.585520506312605
681,Solar PV,Solar PV (utility),2033,0.6860790055361576,0.5940390859614126
682,Solar PV,Solar PV (utility),2034,0.6898146275780164,0.6012563618714921
683,Solar PV,Solar PV (utility),2035,0.6922209667391144,0.6073993442114443
684,Solar PV,Solar PV (utility),2036,0.6936134907300584,0.6126950427424163
685,Solar PV,Solar PV (utility),2037,0.6943076673196629,0.6173704675165936
686,Solar PV,Solar PV (utility),2038,0.6946189641021192,0.6216526284115389
687,Solar PV,Solar PV (utility),2039,0.6948628489626572,0.6257685357122682
688,Solar PV,Solar PV (utility),2040,0.6953547894954681,0.6299451991799287
689,Solar PV,Solar PV (utility),2041,0.6964102533529513,0.6344096286338754
690,Solar PV,Solar PV (utility),2042,0.6983447084203362,0.639388834417332
691,Solar PV,Solar PV (utility),2043,0.7014736224082299,0.6451098264660686
692,Solar PV,Solar PV (utility),2044,0.7061124630272388,0.6517996144248173
693,Solar PV,Solar PV (utility),2045,0.7125766978715546,0.659685208578594
694,Solar PV,Solar PV (utility),2046,0.721181794826407,0.6689936188049614
695,Solar PV,Solar PV (utility),2047,0.7322432214277796,0.6799518552725203
696,Solar PV,Solar PV (utility),2048,0.74607644561911,0.6927869276260026
697,Solar PV,Solar PV (utility),2049,0.7629969349945895,0.707725846034009
698,Solar PV,Solar PV (utility),2050,0.783320157090202,0.7249956206069328
699,Solar PV,Solar PV (utility),2051,0.7643478260869565,0.7109826589595376
700,Solar PV,Solar PV (utility),2052,0.7643478260869565,0.7109826589595376
701,Solar PV,Solar PV (utility),2053,0.7643478260869565,0.7109826589595376
702,Solar PV,Solar PV (utility),2054,0.7643478260869565,0.7109826589595376
703,Solar PV,Solar PV (utility),2055,0.7643478260869565,0.7109826589595376
704,Solar PV,Solar PV (utility),2056,0.7643478260869565,0.7109826589595376
705,Solar PV,Solar PV (utility),2057,0.7643478260869565,0.7109826589595376
706,Solar PV,Solar PV (utility),2058,0.7643478260869565,0.7109826589595376
707,Solar PV,Solar PV (utility),2059,0.7643478260869565,0.7109826589595376
708,Solar PV,Solar PV (utility),2060,0.7643478260869565,0.7109826589595376
709,Solar PV,Solar PV (utility),2061,0.7643478260869565,0.7109826589595376
710,Solar PV,Solar PV (utility),2062,0.7643478260869565,0.7109826589595376
711,Solar PV,Solar PV (utility),2063,0.7643478260869565,0.7109826589595376
712,Solar PV,Solar PV (utility),2064,0.7643478260869565,0.7109826589595376
713,Solar PV,Solar PV (utility),2065,0.7643478260869565,0.7109826589595376
714,Steam Turbine,Steam Turbine (ST),2015,0.002392344547843095,0.0023923445696709678
715,Steam Turbine,Steam Turbine (ST),2016,0.0054987469120533206,0.005498746926605236
716,Steam Turbine,Steam Turbine (ST),2017,0.009047505176567938,0.009047505183843896
717,Steam Turbine,Steam Turbine (ST),2018,0.013013898424105719,0.013013898416829761
718,Steam Turbine,Steam Turbine (ST),2019,0.01737320577376522,0.01737320578104118
719,Steam Turbine,Steam Turbine (ST),2020,0.02210070633009309,0.022100706351920962
720,Steam Turbine,Steam Turbine (ST),2021,0.027171679226739798,0.02717167924856767
721,Steam Turbine,Steam Turbine (ST),2022,0.0325614035318722,0.03256140353914816
722,Steam Turbine,Steam Turbine (ST),2023,0.038245158379140776,0.03824515838641673
723,Steam Turbine,Steam Turbine (ST),2024,0.04419822285126429,0.04419822285854025
724,Steam Turbine,Steam Turbine (ST),2025,0.05039587606006535,0.05039587608189322
725,Steam Turbine,Steam Turbine (ST),2026,0.05681339713919442,0.056813397161022294
726,Steam Turbine,Steam Turbine (ST),2027,0.0634260651859222,0.06342606519319816
727,Steam Turbine,Steam Turbine (ST),2028,0.0702091592902434,0.07020915929751936
728,Steam Turbine,Steam Turbine (ST),2029,0.07713795854215277,0.07713795856398065
729,Steam Turbine,Steam Turbine (ST),2030,0.08418774208985269,0.08418774211168056
730,Steam Turbine,Steam Turbine (ST),2031,0.09133378903061384,0.09133378905244172
731,Steam Turbine,Steam Turbine (ST),2032,0.09855137846898288,0.09855137849081075
732,Steam Turbine,Steam Turbine (ST),2033,0.10581578950223047,0.10581578950950643
733,Steam Turbine,Steam Turbine (ST),2034,0.11310230122762732,0.11310230123490328
734,Steam Turbine,Steam Turbine (ST),2035,0.12038619277154794,0.12038619279337581
735,Steam Turbine,Steam Turbine (ST),2036,0.12764274323853897,0.12764274326036684
736,Steam Turbine,Steam Turbine (ST),2037,0.13484723174769897,0.13484723176225089
737,Steam Turbine,Steam Turbine (ST),2038,0.14197493737447076,0.1419749373817467
738,Steam Turbine,Steam Turbine (ST),2039,0.14900113923067693,0.14900113923795288
739,Steam Turbine,Steam Turbine (ST),2040,0.155901116442692,0.15590111646451987
740,Steam Turbine,Steam Turbine (ST),2041,0.16265014812961454,0.1626501481514424
741,Steam Turbine,Steam Turbine (ST),2042,0.16922351336688735,0.16922351338871522
742,Steam Turbine,Steam Turbine (ST),2043,0.17559649125905707,0.17559649126633303
743,Steam Turbine,Steam Turbine (ST),2044,0.18174436091794632,0.1817443609397742
744,Steam Turbine,Steam Turbine (ST),2045,0.1876424014699296,0.18764240149175748
745,Steam Turbine,Steam Turbine (ST),2046,0.19326589202682953,0.1932658920486574
746,Steam Turbine,Steam Turbine (ST),2047,0.1985901116640889,0.19859011168591678
747,Steam Turbine,Steam Turbine (ST),2048,0.2035903395153582,0.20359033952263417
748,Steam Turbine,Steam Turbine (ST),2049,0.2082418546488043,0.20824185465608025
749,Steam Turbine,Steam Turbine (ST),2050,0.2125199362199055,0.21251993624173338
750,Steam Turbine,Steam Turbine (ST),2051,0.21052631578947367,0.21052631578947364
751,Steam Turbine,Steam Turbine (ST),2052,0.21052631578947367,0.21052631578947364
752,Steam Turbine,Steam Turbine (ST),2053,0.21052631578947367,0.21052631578947364
753,Steam Turbine,Steam Turbine (ST),2054,0.21052631578947367,0.21052631578947364
754,Steam Turbine,Steam Turbine (ST),2055,0.21052631578947367,0.21052631578947364
755,Steam Turbine,Steam Turbine (ST),2056,0.21052631578947367,0.21052631578947364
756,Steam Turbine,Steam Turbine (ST),2057,0.21052631578947367,0.21052631578947364
757,Steam Turbine,Steam Turbine (ST),2058,0.21052631578947367,0.21052631578947364
758,Steam Turbine,Steam Turbine (ST),2059,0.21052631578947367,0.21052631578947364
759,Steam Turbine,Steam Turbine (ST),2060,0.21052631578947367,0.21052631578947364
760,Steam Turbine,Steam Turbine (ST),2061,0.21052631578947367,0.21052631578947364
761,Steam Turbine,Steam Turbine (ST),2062,0.21052631578947367,0.21052631578947364
762,Steam Turbine,Steam Turbine (ST),2063,0.21052631578947367,0.21052631578947364
763,Steam Turbine,Steam Turbine (ST),2064,0.21052631578947367,0.21052631578947364
764,Steam Turbine,Steam Turbine (ST),2065,0.21052631578947367,0.21052631578947364
765,Storage,Storage Adiabatic Compressed Air Energy,2015,-0.010822510857906309,-0.012516469112597406
766,Storage,Storage Adiabatic Compressed Air Energy,2016,-0.003962993218010524,-0.003987577696534572
767,Storage,Storage Adiabatic Compressed Air Energy,2017,0.0028682250958809163,0.004321852022258099
768,Storage,Storage Adiabatic Compressed Air Energy,2018,0.009675992575466807,0.012427630314050475
769,Storage,Storage Adiabatic Compressed Air Energy,2019,0.016465157702441502,0.02034556746002636
770,Storage,Storage Adiabatic Compressed Air Energy,2020,0.023240568964865815,0.02809147373045562
771,Storage,Storage Adiabatic Compressed Air Energy,2021,0.03000707484261511,0.035681159413798014
772,Storage,Storage Adiabatic Compressed Air Energy,2022,0.03676952382647869,0.04313043477668543
773,Storage,Storage Adiabatic Compressed Air Energy,2023,0.04353276439724141,0.05045511010757764
774,Storage,Storage Adiabatic Compressed Air Energy,2024,0.05030164503841661,0.05767099567310652
775,Storage,Storage Adiabatic Compressed Air Energy,2025,0.05708101424170309,0.06479390175445587
776,Storage,Storage Adiabatic Compressed Air Energy,2026,0.06387572048606671,0.07183963862553355
777,Storage,Storage Adiabatic Compressed Air Energy,2027,0.07069061226047779,0.0788240165602474
778,Storage,Storage Adiabatic Compressed Air Energy,2028,0.07753053804481169,0.08576284583978122
779,Storage,Storage Adiabatic Compressed Air Energy,2029,0.08440034632985771,0.09267193675259477
780,Storage,Storage Adiabatic Compressed Air Energy,2030,0.09130488559640071,0.09956709955804399
781,Storage,Storage Adiabatic Compressed Air Energy,2031,0.09824900432977302,0.10646414453731268
782,Storage,Storage Adiabatic Compressed Air Energy,2032,0.10523755101621646,0.11337888197158463
783,Storage,Storage Adiabatic Compressed Air Energy,2033,0.11227537414197286,0.12032712212749175
784,Storage,Storage Adiabatic Compressed Air Energy,2034,0.11936732219055557,0.12732467529713176
785,Storage,Storage Adiabatic Compressed Air Energy,2035,0.12651824364638742,0.13438735174349858
786,Storage,Storage Adiabatic Compressed Air Energy,2036,0.13373298699571023,0.14153096175505198
787,Storage,Storage Adiabatic Compressed Air Energy,2037,0.14101640072112787,0.14877131560569978
788,Storage,Storage Adiabatic Compressed Air Energy,2038,0.14837333330979163,0.1561242235620739
789,Storage,Storage Adiabatic Compressed Air Energy,2039,0.1558086332424864,0.16360549591263407
790,Storage,Storage Adiabatic Compressed Air Energy,2040,0.16332714901272993,0.1712309429240122
791,Storage,Storage Adiabatic Compressed Air Energy,2041,0.17093372909766913,0.17901637487739208
792,Storage,Storage Adiabatic Compressed Air Energy,2042,0.1786332219871838,0.1869776020575955
793,Storage,Storage Adiabatic Compressed Air Energy,2043,0.18643047616114927,0.19513043473125435
794,Storage,Storage Adiabatic Compressed Air Energy,2044,0.19433034011035488,0.2034906831831904
795,Storage,Storage Adiabatic Compressed Air Energy,2045,0.2023376623137665,0.21207415768367355
796,Storage,Storage Adiabatic Compressed Air Energy,2046,0.21045729126217338,0.22089666851024958
797,Storage,Storage Adiabatic Compressed Air Energy,2047,0.21869407543636044,0.22997402594046434
798,Storage,Storage Adiabatic Compressed Air Energy,2048,0.22705286332347896,0.23932204025186365
799,Storage,Storage Adiabatic Compressed Air Energy,2049,0.2355385034070423,0.24895652172563132
800,Storage,Storage Adiabatic Compressed Air Energy,2050,0.24415584417238279,0.2588932806283992
801,Storage,Storage Adiabatic Compressed Air Energy,2051,0.24857142857142855,0.2608695652173913
802,Storage,Storage Adiabatic Compressed Air Energy,2052,0.24857142857142855,0.2608695652173913
803,Storage,Storage Adiabatic Compressed Air Energy,2053,0.24857142857142855,0.2608695652173913
804,Storage,Storage Adiabatic Compressed Air Energy,2054,0.24857142857142855,0.2608695652173913
805,Storage,Storage Adiabatic Compressed Air Energy,2055,0.24857142857142855,0.2608695652173913
806,Storage,Storage Adiabatic Compressed Air Energy,2056,0.24857142857142855,0.2608695652173913
807,Storage,Storage Adiabatic Compressed Air Energy,2057,0.24857142857142855,0.2608695652173913
808,Storage,Storage Adiabatic Compressed Air Energy,2058,0.24857142857142855,0.2608695652173913
809,Storage,Storage Adiabatic Compressed Air Energy,2059,0.24857142857142855,0.2608695652173913
810,Storage,Storage Adiabatic Compressed Air Energy,2060,0.24857142857142855,0.2608695652173913
811,Storage,Storage Adiabatic Compressed Air Energy,2061,0.24857142857142855,0.2608695652173913
812,Storage,Storage Adiabatic Compressed Air Energy,2062,0.24857142857142855,0.2608695652173913
813,Storage,Storage Adiabatic Compressed Air Energy,2063,0.24857142857142855,0.2608695652173913
814,Storage,Storage Adiabatic Compressed Air Energy,2064,0.24857142857142855,0.2608695652173913
815,Storage,Storage Adiabatic Compressed Air Energy,2065,0.24857142857142855,0.2608695652173913
816,Storage,Storage Battery (prosumer),2015,-0.01762089875410311,0.03183123283088207
817,Storage,Storage Battery (prosumer),2016,0.05259487946750596,0.149006761261262
818,Storage,Storage Battery (prosumer),2017,0.11857800124562345,0.25556915206834674
819,Storage,Storage Battery (prosumer),2018,0.18046648026211187,0.35199660377111286
820,Storage,Storage Battery (prosumer),2019,0.23839833011152223,0.4387673137243837
821,Storage,Storage Battery (prosumer),2020,0.29251156459213234,0.5163594806799665
822,Storage,Storage Battery (prosumer),2021,0.34294419712387025,0.5852513021090999
823,Storage,Storage Battery (prosumer),2022,0.38983424147590995,0.6459209761815146
824,Storage,Storage Battery (prosumer),2023,0.4333197113010101,0.698846701416187
825,Storage,Storage Battery (prosumer),2024,0.4735386202519294,0.7445066749351099
826,Storage,Storage Battery (prosumer),2025,0.5106289819232188,0.7833790952572599
827,Storage,Storage Battery (prosumer),2026,0.5447288099967409,0.8159421609016135
828,Storage,Storage Battery (prosumer),2027,0.5759761180961505,0.8426740686409175
829,Storage,Storage Battery (prosumer),2028,0.6045089198451024,0.8640530179254711
830,Storage,Storage Battery (prosumer),2029,0.6304652289545629,0.8805572056444362
831,Storage,Storage Battery (prosumer),2030,0.6539830589899793,0.8926648304332048
832,Storage,Storage Battery (prosumer),2031,0.6752004236332141,0.9008540902286768
833,Storage,Storage Battery (prosumer),2032,0.6942553365661297,0.9056031826185063
834,Storage,Storage Battery (prosumer),2033,0.711285811412381,0.907390306587331
835,Storage,Storage Battery (prosumer),2034,0.7264298617956229,0.9066936590243131
836,Storage,Storage Battery (prosumer),2035,0.7398255012813024,0.9039914386812598
837,Storage,Storage Battery (prosumer),2036,0.7516107436968014,0.8997618434950709
838,Storage,Storage Battery (prosumer),2037,0.7619236024911515,0.894483071169816
839,Storage,Storage Battery (prosumer),2038,0.7709020915499423,0.8886333203408867
840,Storage,Storage Battery (prosumer),2039,0.7786842242639977,0.8826907881302759
