Year,Scenario,Country,tech,Aluminium,Bentonite,Carbon Fiber,Cast Iron,Cement,Ceramics,Concrete,Copper,Epoxy,EVA ,Fibre Glass,Glass,Lubricant,Non-Ferrous Metal,Paint,Plastic,PVC,Resin,Sand,Silicon,Steel,Stainless Steel
2040,Scenario 1,Uganda,Hydro,0.0,0.0,0.0,930044500.0,2412050666.666666,0.0,25342240000.0,291448850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5678154020.000001,0.0,10365840100.0,0.0,2340142933.3333344,0.0
2040,Scenario 1,Uganda,Geothermal,6033300000.0,3537156000.0,0.0,135660000.0,6381303600.0,0.0,11985204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17028899999.999998,0.0
2040,Scenario 1,Uganda,Gas CCS,9792000.0,248685.71428571426,0.0,2331428.5714285714,313344000.0,0.0,558346057.1428571,544.0,0.0,0.0,0.0,0.0,746057.142857143,0.0,0.0,0.0,0.0,0.0,1756342857.142857,0.0,1749690514.2857144,0.0
2040,Scenario 1,Uganda,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Scenario 1,Uganda,Gas,13405714.285714285,0.0,0.0,24085600000.000004,0.0,0.0,1041702200.0000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26932080000.0,0.0
2040,Scenario 1,Uganda,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Scenario 1,Uganda,Wind (Offshore),17605479.45205479,0.0,0.0,540683835.6164384,0.0,421749.0410958904,5075299.791780822,457742465.7534247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113457534.24657534,0.0,0.0,0.0,0.0,12167342465.753424,0.0
2040,Scenario 1,Uganda,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Scenario 1,Uganda,Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Scenario 1,Uganda,BECCS,,,,,,,,,,,,,,,,,,,,,,
2040,Scenario 1,Uganda,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2040,Scenario 1,Uganda,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
2020,Baseline,UK,Wind (Onshore),215665452.27896917,0.0,191714169.81676614,14907984793.285334,0.0,0.0,314520344124.59546,1529089358.2323153,1586187968.7007775,0.0,5139602312.995603,0.0,46936200816.3866,0.0,64424273.86796477,444215759.3315312,0.0,617537838.060185,0.0,0.0,88151110472.82133,0.0
2020,Baseline,UK,Solar CSP,0.0,0.0,0.0,0.0,0.0,11188065542.32286,7512779608.7326355,0.0,0.0,0.0,0.0,13190050563.059002,0.0,2977365782.438076,0.0,1696778349.1313765,0.0,0.0,0.0,0.0,70645740070.7529,173733028451.94196
2020,Baseline,UK,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Hydro,0.0,0.0,0.0,4187187355.085001,10859381514.85333,0.0,114094225467.20001,1312142525.8405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25563824862.970608,0.0,46668427791.953,0.0,10535643078.954672,0.0
2020,Baseline,UK,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Gas,137639214.0086559,0.0,0.0,247291787835.55182,0.0,0.0,10695369823.887617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276517180943.3897,0.0
2020,Baseline,UK,Coal,291277622.46575356,0.0,0.0,0.0,0.0,0.0,83238182112.3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29034404034.24659,0.0
2020,Baseline,UK,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Baseline,UK,Nuclear,4917316.6552644,0.0,0.0,0.0,0.0,0.0,30109366881.871197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535531460.02784,0.0
2020,Baseline,UK,BECCS,,,,,,,,,,,,,,,,,,,,,,
2020,Baseline,UK,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2020,Baseline,UK,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
2050,Consumer Transformation,UK,Wind (Onshore),731020623.3741914,0.0,649835244.579804,50532174818.35473,0.0,0.0,1066099626046.8181,5183008423.63908,5376550140.114203,0.0,17421219982.334015,0.0,159095165299.023,0.0,218372819.31679046,1505715810.6117406,0.0,2093209137.418848,0.0,0.0,298797415385.81616,0.0
2050,Consumer Transformation,UK,Solar CSP,0.0,0.0,0.0,0.0,0.0,102523715087.00404,68844616006.53458,0.0,0.0,0.0,0.0,120869240602.38173,0.0,27283590718.49879,0.0,15548712990.112211,0.0,0.0,0.0,0.0,647374088015.9927,1592031745151.1099
2050,Consumer Transformation,UK,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Hydro,0.0,0.0,0.0,22902966150.156578,59398356499.209724,0.0,624069563218.904,7177122326.998398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139828330058.8687,0.0,255265726455.27786,0.0,57627580603.57486,0.0
2050,Consumer Transformation,UK,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Coal,480205708.78538835,0.0,0.0,0.0,0.0,0.0,137228016010.59366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47866658792.38967,0.0
2050,Consumer Transformation,UK,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Consumer Transformation,UK,Nuclear,359055.98213913996,0.0,0.0,0.0,0.0,0.0,2198546291.66172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112122483.69150399,0.0
2050,Consumer Transformation,UK,BECCS,,,,,,,,,,,,,,,,,,,,,,
2050,Consumer Transformation,UK,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2050,Consumer Transformation,UK,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
2050,System Transformation,UK,Wind (Onshore),311365479.13651633,0.0,276785983.6217165,21523298141.033966,0.0,0.0,454086533618.099,2207612001.076081,2290047718.1493235,0.0,7420264673.11509,0.0,67763809648.7422,0.0,93012092.05716218,641333376.684465,0.0,891565908.218895,0.0,0.0,127267545444.79509,0.0
2050,System Transformation,UK,Solar CSP,0.0,0.0,0.0,0.0,0.0,101901809871.20998,68427007010.045616,0.0,0.0,0.0,0.0,120136052080.13692,0.0,27118089425.856148,0.0,15454395049.143826,0.0,0.0,0.0,0.0,643447139781.963,1582374537107.3027
2050,System Transformation,UK,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Hydro,0.0,0.0,0.0,15071882955.509624,39088608481.37798,0.0,410684945839.08,4723089007.803262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92017610762.49197,0.0,167984143471.3373,0.0,37923304089.60322,0.0
2050,System Transformation,UK,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Gas,88627.59183673469,0.0,0.0,159234240.0,0.0,0.0,6886880.880000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178052832.0,0.0
2050,System Transformation,UK,Coal,412766737.82648367,0.0,0.0,0.0,0.0,0.0,117956033155.79898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41144376751.293724,0.0
2050,System Transformation,UK,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,System Transformation,UK,Nuclear,263223.16089293,0.0,0.0,0.0,0.0,0.0,1611749512.74414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82196749.344248,0.0
2050,System Transformation,UK,BECCS,,,,,,,,,,,,,,,,,,,,,,
2050,System Transformation,UK,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2050,System Transformation,UK,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
2050,Leading the Way,UK,Wind (Onshore),674128869.5331972,0.0,599261751.0425193,46599503209.794174,0.0,0.0,983130314982.6826,4779640269.629372,4958119582.4737425,0.0,16065411777.813057,0.0,146713567992.36096,0.0,201377932.59965417,1388533325.5863252,0.0,1930304924.9028141,0.0,0.0,275543476357.4042,0.0
2050,Leading the Way,UK,Solar CSP,0.0,0.0,0.0,0.0,0.0,104775159264.50986,70356459483.22678,0.0,0.0,0.0,0.0,123523556706.34702,0.0,27882744596.335613,0.0,15890166275.331047,0.0,0.0,0.0,0.0,661590570708.7517,1626993125549.617
2050,Leading the Way,UK,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Hydro,0.0,0.0,0.0,22540036461.62765,58457106056.71012,0.0,614180303866.448,7063390736.356646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137612553641.82858,0.0,251220682246.2818,0.0,56714390593.948616,0.0
2050,Leading the Way,UK,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Gas,14953.040816326527,0.0,0.0,26865629.999999996,0.0,0.0,1161938.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30040658.999999996,0.0
2050,Leading the Way,UK,Coal,162041701.91780823,0.0,0.0,0.0,0.0,0.0,46306532509.58904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16152233748.858448,0.0
2050,Leading the Way,UK,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Leading the Way,UK,Nuclear,377093.427965,0.0,0.0,0.0,0.0,0.0,2308991909.0699997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117755040.52399999,0.0
2050,Leading the Way,UK,BECCS,,,,,,,,,,,,,,,,,,,,,,
2050,Leading the Way,UK,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2050,Leading the Way,UK,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
2050,Steady Progression,UK,Wind (Onshore),405549835.1520138,0.0,360510453.31508815,28033839965.916367,0.0,0.0,591442311987.4116,2875388387.9448123,2982759929.4606066,0.0,9664806526.759289,0.0,88261556510.79964,0.0,121147144.20344424,835329099.1447164,0.0,1161253996.775918,0.0,0.0,165764465021.85464,0.0
2050,Steady Progression,UK,Solar CSP,0.0,0.0,0.0,0.0,0.0,82092831883.6458,55125289628.08722,0.0,0.0,0.0,0.0,96782468722.0395,0.0,21846528133.858433,0.0,12450171947.252653,0.0,0.0,0.0,0.0,518365649627.752,1274772322649.5154
2050,Steady Progression,UK,Solar PV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Hydro,0.0,0.0,0.0,9663766620.649227,25062773576.799862,0.0,263322338882.15204,3028342910.7495427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58999709460.54864,0.0,107707813500.71663,0.0,24315605507.79543,0.0
2050,Steady Progression,UK,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Gas,74012038.88963264,0.0,0.0,132974963205.04001,0.0,0.0,5751167158.61798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148690186129.272,0.0
2050,Steady Progression,UK,Coal,293234127.9269408,0.0,0.0,0.0,0.0,0.0,83797291172.96808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29229427495.2816,0.0
2050,Steady Progression,UK,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,Steady Progression,UK,Nuclear,1561387.1735246002,0.0,0.0,0.0,0.0,0.0,9560575929.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487574686.42256004,0.0
2050,Steady Progression,UK,BECCS,,,,,,,,,,,,,,,,,,,,,,
2050,Steady Progression,UK,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
2050,Steady Progression,UK,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Wind (Onshore),,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Solar CSP,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Solar PV,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Hydro,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Geothermal,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Gas CCS,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Oil,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Gas,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Coal,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Wind (Offshore),,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Biomass,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Nuclear,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,BECCS,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,Baseline,Kenya,Coal CCS,,,,,,,,,,,,,,,,,,,,,,
