r,t,f,y,UseByTechnologyAnnual
REGION,CGNGCCP01N,CGWAT1,2028.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2029.0,0.0017
REGION,CGNGCCP01N,CGWAT1,2030.0,0.0001
REGION,CGNGCCP01N,CGWAT1,2034.0,0.0015
REGION,CGNGCCP01N,CGWAT1,2035.0,0.001
REGION,CGNGCCP01N,CGWAT1,2036.0,0.0009
REGION,CGNGCCP01N,CGWAT1,2037.0,0.0009
REGION,CGNGCCP01N,CGWAT1,2038.0,0.0043
REGION,CGNGCCP01N,CGWAT1,2039.0,0.0048
REGION,CGNGCCP01N,CGWAT1,2040.0,0.0043
REGION,CGNGCCP01N,CGWAT1,2041.0,0.0042
REGION,CGNGCCP01N,CGWAT1,2042.0,0.0042
REGION,CGNGCCP01N,CGWAT1,2043.0,0.0041
REGION,CGNGCCP01N,CGWAT1,2044.0,0.004
REGION,CGNGCCP01N,CGWAT1,2045.0,0.004
REGION,CGNGCCP01N,CGWAT1,2046.0,0.004
REGION,CGNGCCP01N,CGWAT1,2047.0,0.0039
REGION,CGNGCCP01N,CGWAT1,2048.0,0.0039
REGION,CGNGCCP01N,CGWAT1,2049.0,0.0037
REGION,CGNGCCP01N,CGWAT1,2050.0,0.0028
REGION,CGNGCCP01N,CGWAT1,2051.0,0.0021
REGION,CGNGCCP01N,CGWAT1,2052.0,0.0031
REGION,CGNGCCP01N,CGWAT1,2053.0,0.003
REGION,CGNGCCP01N,CGWAT1,2054.0,0.003
REGION,CGNGCCP01N,CGWAT1,2055.0,0.0029
REGION,CGNGCCP01N,CGWAT1,2056.0,0.0029
REGION,CGNGCCP01N,CGWAT1,2057.0,0.0029
REGION,CGNGCCP01N,CGWAT1,2058.0,0.0044
REGION,CGNGCCP01N,CGWAT1,2059.0,0.0048
REGION,CGNGCCP01N,CGWAT1,2060.0,0.006
REGION,CGNGCCP01N,CGWAT1,2061.0,0.0068
REGION,CGNGCCP01N,CGWAT1,2062.0,0.0077
REGION,CGNGCCP01N,CGWAT1,2063.0,0.0104
REGION,CGNGCCP01N,CGWAT1,2064.0,0.0109
REGION,CGNGCCP01N,CGWAT1,2065.0,0.0113
REGION,CGNGCCP01N,CGWAT1,2066.0,0.0117
REGION,CGNGCCP01N,CGWAT1,2067.0,0.0121
REGION,CGNGCCP01N,CGWAT1,2068.0,0.0125
REGION,CGNGCCP01N,CGWAT1,2069.0,0.013
REGION,CGNGCCP01N,CGWAT1,2070.0,0.0141
REGION,CGNGCCP01O,CGGASF,2070.0,0.0
REGION,CGNGCCP01O,CGWAT1,2070.0,0.0
REGION,CGNGCCP02N,CGGASF,2070.0,0.0
REGION,CGNGCCP02N,CGWAT1,2070.0,0.0
REGION,CGNGCCP02O,CGGASF,2070.0,0.0
REGION,CGNGCCP02O,CGWAT1,2070.0,0.0
REGION,CGNGCCP03N,CGGASF,2070.0,0.0
REGION,CGNGCCP03N,CGWAT1,2070.0,0.0
REGION,CGNGCCP03O,CGGASF,2070.0,0.0
REGION,CGNGCCP03O,CGWAT1,2070.0,0.0
REGION,CGNGCCP04N,CGGASF,2070.0,0.0
REGION,CGNGCCP04N,CGWAT1,2070.0,0.0
REGION,CGNGCCP04O,CGGASF,2070.0,0.0
REGION,CGNGCCP04O,CGWAT1,2070.0,0.0
REGION,CGNGGCP01N,CGGASF,2070.0,0.0
REGION,CGNGGCP01N,CGWAT1,2070.0,0.0
REGION,CGNGGCP01O,CGGASF,2015.0,4.4931
REGION,CGNGGCP01O,CGGASF,2016.0,4.4931
REGION,CGNGGCP01O,CGGASF,2017.0,10.8684
REGION,CGNGGCP01O,CGGASF,2018.0,20.8777
REGION,CGNGGCP01O,CGGASF,2019.0,20.2545
REGION,CGNGGCP01O,CGGASF,2020.0,21.6978
REGION,CGNGGCP01O,CGGASF,2021.0,21.3422
REGION,CGNGGCP01O,CGGASF,2022.0,4.0438
REGION,CGNGGCP01O,CGGASF,2023.0,3.8191
REGION,CGNGGCP01O,CGGASF,2024.0,3.5945
REGION,CGNGGCP01O,CGGASF,2025.0,3.3698
REGION,CGNGGCP01O,CGGASF,2026.0,3.1452
REGION,CGNGGCP01O,CGGASF,2027.0,2.9205
REGION,CGNGGCP01O,CGGASF,2028.0,2.6959
REGION,CGNGGCP01O,CGGASF,2029.0,2.4712
REGION,CGNGGCP01O,CGGASF,2030.0,2.2465
REGION,CGNGGCP01O,CGGASF,2031.0,2.0219
REGION,CGNGGCP01O,CGGASF,2032.0,1.7972
REGION,CGNGGCP01O,CGGASF,2033.0,1.5726
REGION,CGNGGCP01O,CGGASF,2034.0,1.3479
REGION,CGNGGCP01O,CGGASF,2035.0,1.1233
REGION,CGNGGCP01O,CGGASF,2036.0,0.8986
REGION,CGNGGCP01O,CGGASF,2037.0,0.674
REGION,CGNGGCP01O,CGGASF,2038.0,0.4493
REGION,CGNGGCP01O,CGGASF,2039.0,0.2328
REGION,CGNGGCP01O,CGGASF,2070.0,0.0
REGION,CGNGGCP01O,CGWAT1,2015.0,0.1741
REGION,CGNGGCP01O,CGWAT1,2016.0,0.1741
REGION,CGNGGCP01O,CGWAT1,2017.0,0.421
REGION,CGNGGCP01O,CGWAT1,2018.0,0.8088
REGION,CGNGGCP01O,CGWAT1,2019.0,0.7846
REGION,CGNGGCP01O,CGWAT1,2020.0,0.8405
REGION,CGNGGCP01O,CGWAT1,2021.0,0.8268
REGION,CGNGGCP01O,CGWAT1,2022.0,0.1567
REGION,CGNGGCP01O,CGWAT1,2023.0,0.1479
REGION,CGNGGCP01O,CGWAT1,2024.0,0.1392
REGION,CGNGGCP01O,CGWAT1,2025.0,0.1305
REGION,CGNGGCP01O,CGWAT1,2026.0,0.1218
REGION,CGNGGCP01O,CGWAT1,2027.0,0.1131
REGION,CGNGGCP01O,CGWAT1,2028.0,0.1044
REGION,CGNGGCP01O,CGWAT1,2029.0,0.0957
REGION,CGNGGCP01O,CGWAT1,2030.0,0.087
REGION,CGNGGCP01O,CGWAT1,2031.0,0.0783
REGION,CGNGGCP01O,CGWAT1,2032.0,0.0696
REGION,CGNGGCP01O,CGWAT1,2033.0,0.0609
REGION,CGNGGCP01O,CGWAT1,2034.0,0.0522
REGION,CGNGGCP01O,CGWAT1,2035.0,0.0435
REGION,CGNGGCP01O,CGWAT1,2036.0,0.0348
REGION,CGNGGCP01O,CGWAT1,2037.0,0.0261
REGION,CGNGGCP01O,CGWAT1,2038.0,0.0174
REGION,CGNGGCP01O,CGWAT1,2039.0,0.009
REGION,CGNGGCP01O,CGWAT1,2070.0,0.0
REGION,CGNGGCP02N,CGGASF,2070.0,0.0
REGION,CGNGGCP02N,CGWAT1,2070.0,0.0
REGION,CGNGGCP02O,CGGASF,2070.0,0.0
REGION,CGNGGCP02O,CGWAT1,2070.0,0.0
REGION,CGNGGCP03N,CGGASF,2070.0,0.0
REGION,CGNGGCP03N,CGWAT1,2070.0,0.0
REGION,CGNGGCP03O,CGGASF,2070.0,0.0
REGION,CGNGGCP03O,CGWAT1,2070.0,0.0
REGION,CGNGGCP04N,CGGASF,2070.0,0.0
REGION,CGNGGCP04N,CGWAT1,2070.0,0.0
REGION,CGNGGCP04O,CGGASF,2070.0,0.0
REGION,CGNGGCP04O,CGWAT1,2070.0,0.0
REGION,CGNPCHA00X,CGBIOM,2070.0,0.0
REGION,CGNULWP04N,CGURAN,2070.0,0.0
REGION,CGNULWP04N,CGWAT1,2070.0,0.0
REGION,CGNULWP04O,CGURAN,2070.0,0.0
REGION,CGNULWP04O,CGWAT1,2070.0,0.0
REGION,CGSOC1P00X,CGSOLA,2070.0,0.0
REGION,CGSOC1P00X,CGWAT1,2070.0,0.0
REGION,CGSOC2P00X,CGSOLA,2070.0,0.0
REGION,CGSOC2P00X,CGWAT1,2070.0,0.0
REGION,CGSOU1P03X,CGSOLA,2070.0,0.0
REGION,CGSOU1P03X,CGWAT1,2070.0,0.0
REGION,CGSOV1F01X,CGSOLA,2015.0,0.0041
REGION,CGSOV1F01X,CGSOLA,2016.0,0.0041
REGION,CGSOV1F01X,CGSOLA,2017.0,0.0041
REGION,CGSOV1F01X,CGSOLA,2018.0,0.0041
REGION,CGSOV1F01X,CGSOLA,2019.0,0.0041
REGION,CGSOV1F01X,CGSOLA,2020.0,0.0039
REGION,CGSOV1F01X,CGSOLA,2021.0,0.0037
REGION,CGSOV1F01X,CGSOLA,2022.0,0.0035
REGION,CGSOV1F01X,CGSOLA,2023.0,0.0033
REGION,CGSOV1F01X,CGSOLA,2024.0,0.0031
REGION,CGSOV1F01X,CGSOLA,2025.0,0.0029
REGION,CGSOV1F01X,CGSOLA,2026.0,0.0027
REGION,CGSOV1F01X,CGSOLA,2027.0,0.0024
REGION,CGSOV1F01X,CGSOLA,2028.0,0.0022
REGION,CGSOV1F01X,CGSOLA,2029.0,0.002
REGION,CGSOV1F01X,CGSOLA,2030.0,0.0018
REGION,CGSOV1F01X,CGSOLA,2031.0,0.0016
REGION,CGSOV1F01X,CGSOLA,2032.0,0.0014
REGION,CGSOV1F01X,CGSOLA,2033.0,0.0012
REGION,CGSOV1F01X,CGSOLA,2034.0,0.001
REGION,CGSOV1F01X,CGSOLA,2035.0,0.0008
REGION,CGSOV1F01X,CGSOLA,2036.0,0.0006
REGION,CGSOV1F01X,CGSOLA,2037.0,0.0004
REGION,CGSOV1F01X,CGSOLA,2038.0,0.0002
REGION,CGSOV1F01X,CGSOLA,2051.0,0.31
REGION,CGSOV1F01X,CGSOLA,2052.0,1.6123
REGION,CGSOV1F01X,CGSOLA,2053.0,2.9481
REGION,CGSOV1F01X,CGSOLA,2054.0,3.8353
REGION,CGSOV1F01X,CGSOLA,2055.0,3.8619
REGION,CGSOV1F01X,CGSOLA,2056.0,4.2387
REGION,CGSOV1F01X,CGSOLA,2057.0,4.6892
REGION,CGSOV1F01X,CGSOLA,2058.0,6.7283
REGION,CGSOV1F01X,CGSOLA,2059.0,8.7674
REGION,CGSOV1F01X,CGSOLA,2060.0,10.8065
REGION,CGSOV1F01X,CGSOLA,2061.0,12.8456
REGION,CGSOV1F01X,CGSOLA,2062.0,14.8847
REGION,CGSOV1F01X,CGSOLA,2063.0,16.9238
REGION,CGSOV1F01X,CGSOLA,2064.0,18.9629
REGION,CGSOV1F01X,CGSOLA,2065.0,21.002
REGION,CGSOV1F01X,CGSOLA,2066.0,23.0411
REGION,CGSOV1F01X,CGSOLA,2067.0,25.0802
REGION,CGSOV1F01X,CGSOLA,2068.0,27.1193
REGION,CGSOV1F01X,CGSOLA,2069.0,29.1584
REGION,CGSOV1F01X,CGSOLA,2070.0,31.1975
REGION,CGSOV1F01X,CGWAT1,2015.0,0.0
REGION,CGSOV1F01X,CGWAT1,2016.0,0.0
REGION,CGSOV1F01X,CGWAT1,2017.0,0.0
REGION,CGSOV1F01X,CGWAT1,2018.0,0.0
REGION,CGSOV1F01X,CGWAT1,2019.0,0.0
REGION,CGSOV1F01X,CGWAT1,2020.0,0.0
REGION,CGSOV1F01X,CGWAT1,2021.0,0.0
REGION,CGSOV1F01X,CGWAT1,2022.0,0.0
REGION,CGSOV1F01X,CGWAT1,2023.0,0.0
REGION,CGSOV1F01X,CGWAT1,2024.0,0.0
REGION,CGSOV1F01X,CGWAT1,2025.0,0.0
REGION,CGSOV1F01X,CGWAT1,2026.0,0.0
REGION,CGSOV1F01X,CGWAT1,2027.0,0.0
REGION,CGSOV1F01X,CGWAT1,2028.0,0.0
REGION,CGSOV1F01X,CGWAT1,2029.0,0.0
REGION,CGSOV1F01X,CGWAT1,2030.0,0.0
REGION,CGSOV1F01X,CGWAT1,2031.0,0.0
REGION,CGSOV1F01X,CGWAT1,2032.0,0.0
REGION,CGSOV1F01X,CGWAT1,2033.0,0.0
REGION,CGSOV1F01X,CGWAT1,2034.0,0.0
REGION,CGSOV1F01X,CGWAT1,2035.0,0.0
REGION,CGSOV1F01X,CGWAT1,2036.0,0.0
REGION,CGSOV1F01X,CGWAT1,2037.0,0.0
REGION,CGSOV1F01X,CGWAT1,2038.0,0.0
REGION,CGSOV1F01X,CGWAT1,2051.0,0.002
REGION,CGSOV1F01X,CGWAT1,2052.0,0.0103
REGION,CGSOV1F01X,CGWAT1,2053.0,0.0188
REGION,CGSOV1F01X,CGWAT1,2054.0,0.0245
REGION,CGSOV1F01X,CGWAT1,2055.0,0.0247
REGION,CGSOV1F01X,CGWAT1,2056.0,0.0271
REGION,CGSOV1F01X,CGWAT1,2057.0,0.03
REGION,CGSOV1F01X,CGWAT1,2058.0,0.043
REGION,CGSOV1F01X,CGWAT1,2059.0,0.056
REGION,CGSOV1F01X,CGWAT1,2060.0,0.069
REGION,CGSOV1F01X,CGWAT1,2061.0,0.0821
REGION,CGSOV1F01X,CGWAT1,2062.0,0.0951
REGION,CGSOV1F01X,CGWAT1,2063.0,0.1081
REGION,CGSOV1F01X,CGWAT1,2064.0,0.1212
REGION,CGSOV1F01X,CGWAT1,2065.0,0.1342
REGION,CGSOV1F01X,CGWAT1,2066.0,0.1472
REGION,CGSOV1F01X,CGWAT1,2067.0,0.1602
REGION,CGSOV1F01X,CGWAT1,2068.0,0.1733
REGION,CGSOV1F01X,CGWAT1,2069.0,0.1863
REGION,CGSOV1F01X,CGWAT1,2070.0,0.1993
REGION,CGSOV2F01X,CGSOLA,2020.0,0.7232
REGION,CGSOV2F01X,CGSOLA,2021.0,1.4464
REGION,CGSOV2F01X,CGSOLA,2022.0,2.1695
REGION,CGSOV2F01X,CGSOLA,2023.0,2.8927
REGION,CGSOV2F01X,CGSOLA,2024.0,3.5819
REGION,CGSOV2F01X,CGSOLA,2025.0,4.3051
REGION,CGSOV2F01X,CGSOLA,2026.0,4.6172
REGION,CGSOV2F01X,CGSOLA,2027.0,4.9886
REGION,CGSOV2F01X,CGSOLA,2028.0,5.6165
REGION,CGSOV2F01X,CGSOLA,2029.0,6.3397
REGION,CGSOV2F01X,CGSOLA,2030.0,7.0629
REGION,CGSOV2F01X,CGSOLA,2031.0,8.8709
REGION,CGSOV2F01X,CGSOLA,2032.0,10.6788
REGION,CGSOV2F01X,CGSOLA,2033.0,12.4868
REGION,CGSOV2F01X,CGSOLA,2034.0,14.2078
REGION,CGSOV2F01X,CGSOLA,2035.0,14.2078
REGION,CGSOV2F01X,CGSOLA,2036.0,15.001
REGION,CGSOV2F01X,CGSOLA,2037.0,15.8479
REGION,CGSOV2F01X,CGSOLA,2038.0,17.6065
REGION,CGSOV2F01X,CGSOLA,2039.0,19.4144
REGION,CGSOV2F01X,CGSOLA,2040.0,20.4992
REGION,CGSOV2F01X,CGSOLA,2041.0,21.584
REGION,CGSOV2F01X,CGSOLA,2042.0,22.6687
REGION,CGSOV2F01X,CGSOLA,2043.0,23.7535
REGION,CGSOV2F01X,CGSOLA,2044.0,24.8722
REGION,CGSOV2F01X,CGSOLA,2045.0,25.957
REGION,CGSOV2F01X,CGSOLA,2046.0,27.4529
REGION,CGSOV2F01X,CGSOLA,2047.0,28.8894
REGION,CGSOV2F01X,CGSOLA,2048.0,30.0695
REGION,CGSOV2F01X,CGSOLA,2049.0,31.1542
REGION,CGSOV2F01X,CGSOLA,2050.0,32.239
REGION,CGSOV2F01X,CGSOLA,2051.0,32.239
REGION,CGSOV2F01X,CGSOLA,2052.0,32.239
REGION,CGSOV2F01X,CGSOLA,2053.0,32.239
REGION,CGSOV2F01X,CGSOLA,2054.0,32.3259
REGION,CGSOV2F01X,CGSOLA,2055.0,34.1338
REGION,CGSOV2F01X,CGSOLA,2056.0,35.1486
REGION,CGSOV2F01X,CGSOLA,2057.0,36.1097
REGION,CGSOV2F01X,CGSOLA,2058.0,36.159
REGION,CGSOV2F01X,CGSOLA,2059.0,36.159
REGION,CGSOV2F01X,CGSOLA,2060.0,36.159
REGION,CGSOV2F01X,CGSOLA,2061.0,36.159
REGION,CGSOV2F01X,CGSOLA,2062.0,36.159
REGION,CGSOV2F01X,CGSOLA,2063.0,36.159
REGION,CGSOV2F01X,CGSOLA,2064.0,36.159
REGION,CGSOV2F01X,CGSOLA,2065.0,36.159
REGION,CGSOV2F01X,CGSOLA,2066.0,36.159
REGION,CGSOV2F01X,CGSOLA,2067.0,36.159
REGION,CGSOV2F01X,CGSOLA,2068.0,36.159
REGION,CGSOV2F01X,CGSOLA,2069.0,36.159
REGION,CGSOV2F01X,CGSOLA,2070.0,36.159
REGION,CGSOV2F01X,CGWAT1,2020.0,0.0046
REGION,CGSOV2F01X,CGWAT1,2021.0,0.0092
REGION,CGSOV2F01X,CGWAT1,2022.0,0.0139
REGION,CGSOV2F01X,CGWAT1,2023.0,0.0185
REGION,CGSOV2F01X,CGWAT1,2024.0,0.0229
REGION,CGSOV2F01X,CGWAT1,2025.0,0.0275
REGION,CGSOV2F01X,CGWAT1,2026.0,0.0295
REGION,CGSOV2F01X,CGWAT1,2027.0,0.0319
REGION,CGSOV2F01X,CGWAT1,2028.0,0.0359
REGION,CGSOV2F01X,CGWAT1,2029.0,0.0405
REGION,CGSOV2F01X,CGWAT1,2030.0,0.0451
REGION,CGSOV2F01X,CGWAT1,2031.0,0.0567
REGION,CGSOV2F01X,CGWAT1,2032.0,0.0682
REGION,CGSOV2F01X,CGWAT1,2033.0,0.0798
REGION,CGSOV2F01X,CGWAT1,2034.0,0.0908
REGION,CGSOV2F01X,CGWAT1,2035.0,0.0908
REGION,CGSOV2F01X,CGWAT1,2036.0,0.0958
REGION,CGSOV2F01X,CGWAT1,2037.0,0.1013
REGION,CGSOV2F01X,CGWAT1,2038.0,0.1125
REGION,CGSOV2F01X,CGWAT1,2039.0,0.124
REGION,CGSOV2F01X,CGWAT1,2040.0,0.131
REGION,CGSOV2F01X,CGWAT1,2041.0,0.1379
REGION,CGSOV2F01X,CGWAT1,2042.0,0.1448
REGION,CGSOV2F01X,CGWAT1,2043.0,0.1518
REGION,CGSOV2F01X,CGWAT1,2044.0,0.1589
REGION,CGSOV2F01X,CGWAT1,2045.0,0.1658
REGION,CGSOV2F01X,CGWAT1,2046.0,0.1754
REGION,CGSOV2F01X,CGWAT1,2047.0,0.1846
REGION,CGSOV2F01X,CGWAT1,2048.0,0.1921
REGION,CGSOV2F01X,CGWAT1,2049.0,0.199
REGION,CGSOV2F01X,CGWAT1,2050.0,0.206
REGION,CGSOV2F01X,CGWAT1,2051.0,0.206
REGION,CGSOV2F01X,CGWAT1,2052.0,0.206
REGION,CGSOV2F01X,CGWAT1,2053.0,0.206
REGION,CGSOV2F01X,CGWAT1,2054.0,0.2065
REGION,CGSOV2F01X,CGWAT1,2055.0,0.2181
REGION,CGSOV2F01X,CGWAT1,2056.0,0.2246
REGION,CGSOV2F01X,CGWAT1,2057.0,0.2307
REGION,CGSOV2F01X,CGWAT1,2058.0,0.231
REGION,CGSOV2F01X,CGWAT1,2059.0,0.231
REGION,CGSOV2F01X,CGWAT1,2060.0,0.231
REGION,CGSOV2F01X,CGWAT1,2061.0,0.231
REGION,CGSOV2F01X,CGWAT1,2062.0,0.231
REGION,CGSOV2F01X,CGWAT1,2063.0,0.231
REGION,CGSOV2F01X,CGWAT1,2064.0,0.231
REGION,CGSOV2F01X,CGWAT1,2065.0,0.231
REGION,CGSOV2F01X,CGWAT1,2066.0,0.231
REGION,CGSOV2F01X,CGWAT1,2067.0,0.231
REGION,CGSOV2F01X,CGWAT1,2068.0,0.231
REGION,CGSOV2F01X,CGWAT1,2069.0,0.231
REGION,CGSOV2F01X,CGWAT1,2070.0,0.231
REGION,CGUR00X00X,CGWAT1,2070.0,0.0
REGION,CGWINDP00X,CGWAT1,2070.0,0.0
REGION,CGWINDP00X,CGWIND,2070.0,0.0
REGION,CGWINDP01X,CGWAT1,2070.0,0.0
REGION,CGWINDP01X,CGWIND,2070.0,0.0
REGION,CIBIOFUELX,CIETHA,2070.0,0.0
REGION,CIBIOFUELX,CILFOI,2070.0,0.0
REGION,CIBIOFUELX,CIWAT1,2070.0,0.0
REGION,CIBMCHC01N,CIBIOM,2070.0,0.0
REGION,CIBMCHC01N,CIWAT1,2070.0,0.0
REGION,CIBMCHC02N,CIBIOM,2070.0,0.0
REGION,CIBMCHC02N,CIWAT1,2070.0,0.0
REGION,CIBMCHC03N,CIBIOM,2070.0,0.0
REGION,CIBMCHC03N,CIWAT1,2070.0,0.0
REGION,CIBMCHC04N,CIBIOM,2070.0,0.0
REGION,CIBMCHC04N,CIWAT1,2070.0,0.0
REGION,CIBMCHP01N,CIBIOM,2070.0,0.0
REGION,CIBMCHP01N,CIWAT1,2070.0,0.0
REGION,CIBMCHP01O,CIBIOM,2070.0,0.0
REGION,CIBMCHP01O,CIWAT1,2070.0,0.0
REGION,CIBMCHP02N,CIBIOM,2070.0,0.0
REGION,CIBMCHP02N,CIWAT1,2070.0,0.0
REGION,CIBMCHP02O,CIBIOM,2070.0,0.0
REGION,CIBMCHP02O,CIWAT1,2070.0,0.0
REGION,CIBMCHP03N,CIBIOM,2070.0,0.0
REGION,CIBMCHP03N,CIWAT1,2070.0,0.0
REGION,CIBMCHP03O,CIBIOM,2070.0,0.0
REGION,CIBMCHP03O,CIWAT1,2070.0,0.0
REGION,CIBMCHP04N,CIBIOM,2070.0,0.0
REGION,CIBMCHP04N,CIWAT1,2070.0,0.0
REGION,CIBMCHP04O,CIBIOM,2070.0,0.0
REGION,CIBMCHP04O,CIWAT1,2070.0,0.0
REGION,CICO00P00X,CICOAL,2070.0,0.0
REGION,CICO00X00X,CIWAT1,2070.0,0.0
REGION,CICOSCC01N,CICOAL,2070.0,0.0
REGION,CICOSCC01N,CIWAT1,2070.0,0.0
REGION,CICOSCC02N,CICOAL,2070.0,0.0
REGION,CICOSCC02N,CIWAT1,2070.0,0.0
REGION,CICOSCC03N,CICOAL,2070.0,0.0
REGION,CICOSCC03N,CIWAT1,2070.0,0.0
REGION,CICOSCC04N,CICOAL,2070.0,0.0
REGION,CICOSCC04N,CIWAT1,2070.0,0.0
REGION,CICOSCP01N,CICOAL,2070.0,0.0
REGION,CICOSCP01N,CIWAT1,2070.0,0.0
REGION,CICOSCP01O,CICOAL,2070.0,0.0
REGION,CICOSCP01O,CIWAT1,2070.0,0.0
REGION,CICOSCP02N,CICOAL,2070.0,0.0
REGION,CICOSCP02N,CIWAT1,2070.0,0.0
REGION,CICOSCP02O,CICOAL,2070.0,0.0
REGION,CICOSCP02O,CIWAT1,2070.0,0.0
REGION,CICOSCP03N,CICOAL,2070.0,0.0
REGION,CICOSCP03N,CIWAT1,2070.0,0.0
REGION,CICOSCP03O,CICOAL,2070.0,0.0
REGION,CICOSCP03O,CIWAT1,2070.0,0.0
REGION,CICOSCP04N,CICOAL,2032.0,2.6919
REGION,CICOSCP04N,CICOAL,2033.0,6.7888
REGION,CICOSCP04N,CICOAL,2034.0,13.875
REGION,CICOSCP04N,CICOAL,2035.0,22.3614
REGION,CICOSCP04N,CICOAL,2036.0,33.0281
REGION,CICOSCP04N,CICOAL,2037.0,40.7731
REGION,CICOSCP04N,CICOAL,2038.0,54.1641
REGION,CICOSCP04N,CICOAL,2039.0,66.4602
REGION,CICOSCP04N,CICOAL,2040.0,80.6344
REGION,CICOSCP04N,CICOAL,2041.0,89.5534
REGION,CICOSCP04N,CICOAL,2042.0,99.2909
REGION,CICOSCP04N,CICOAL,2043.0,118.113
REGION,CICOSCP04N,CICOAL,2044.0,133.8455
REGION,CICOSCP04N,CICOAL,2045.0,168.8471
REGION,CICOSCP04N,CICOAL,2046.0,188.2045
REGION,CICOSCP04N,CICOAL,2047.0,204.7819
REGION,CICOSCP04N,CICOAL,2048.0,221.7054
REGION,CICOSCP04N,CICOAL,2049.0,240.2426
REGION,CICOSCP04N,CICOAL,2050.0,290.9658
REGION,CICOSCP04N,CICOAL,2051.0,303.1191
REGION,CICOSCP04N,CICOAL,2052.0,317.8668
REGION,CICOSCP04N,CICOAL,2053.0,331.5868
REGION,CICOSCP04N,CICOAL,2054.0,366.3718
REGION,CICOSCP04N,CICOAL,2055.0,378.9402
REGION,CICOSCP04N,CICOAL,2056.0,392.2937
REGION,CICOSCP04N,CICOAL,2057.0,402.572
REGION,CICOSCP04N,CICOAL,2058.0,419.1565
REGION,CICOSCP04N,CICOAL,2059.0,444.0513
REGION,CICOSCP04N,CICOAL,2060.0,476.5546
REGION,CICOSCP04N,CICOAL,2061.0,498.0614
REGION,CICOSCP04N,CICOAL,2062.0,514.6543
REGION,CICOSCP04N,CICOAL,2063.0,527.5895
REGION,CICOSCP04N,CICOAL,2064.0,540.6738
REGION,CICOSCP04N,CICOAL,2065.0,554.9836
REGION,CICOSCP04N,CICOAL,2066.0,562.8529
REGION,CICOSCP04N,CICOAL,2067.0,565.5203
REGION,CICOSCP04N,CICOAL,2068.0,552.1292
REGION,CICOSCP04N,CICOAL,2069.0,568.4909
REGION,CICOSCP04N,CICOAL,2070.0,583.9253
REGION,CICOSCP04N,CIWAT1,2032.0,29.9047
REGION,CICOSCP04N,CIWAT1,2033.0,75.4165
REGION,CICOSCP04N,CIWAT1,2034.0,154.1361
REGION,CICOSCP04N,CIWAT1,2035.0,248.4121
REGION,CICOSCP04N,CIWAT1,2036.0,366.9075
REGION,CICOSCP04N,CIWAT1,2037.0,452.946
REGION,CICOSCP04N,CIWAT1,2038.0,601.7064
REGION,CICOSCP04N,CIWAT1,2039.0,738.3031
REGION,CICOSCP04N,CIWAT1,2040.0,895.7629
REGION,CICOSCP04N,CIWAT1,2041.0,994.8435
REGION,CICOSCP04N,CIWAT1,2042.0,1103.0171
REGION,CICOSCP04N,CIWAT1,2043.0,1312.1108
REGION,CICOSCP04N,CIWAT1,2044.0,1486.8825
REGION,CICOSCP04N,CIWAT1,2045.0,1875.7125
REGION,CICOSCP04N,CIWAT1,2046.0,2090.753
REGION,CICOSCP04N,CIWAT1,2047.0,2274.9106
REGION,CICOSCP04N,CIWAT1,2048.0,2462.9134
REGION,CICOSCP04N,CIWAT1,2049.0,2668.8419
REGION,CICOSCP04N,CIWAT1,2050.0,3232.3232
REGION,CICOSCP04N,CIWAT1,2051.0,3367.3331
REGION,CICOSCP04N,CIWAT1,2052.0,3531.1642
REGION,CICOSCP04N,CIWAT1,2053.0,3683.579
REGION,CICOSCP04N,CIWAT1,2054.0,4070.004
REGION,CICOSCP04N,CIWAT1,2055.0,4209.6257
REGION,CICOSCP04N,CIWAT1,2056.0,4357.969
REGION,CICOSCP04N,CIWAT1,2057.0,4472.1502
REGION,CICOSCP04N,CIWAT1,2058.0,4656.3858
REGION,CICOSCP04N,CIWAT1,2059.0,4932.9407
REGION,CICOSCP04N,CIWAT1,2060.0,5294.018
REGION,CICOSCP04N,CIWAT1,2061.0,5532.9361
REGION,CICOSCP04N,CIWAT1,2062.0,5717.2663
REGION,CICOSCP04N,CIWAT1,2063.0,5860.9624
REGION,CICOSCP04N,CIWAT1,2064.0,6006.3155
REGION,CICOSCP04N,CIWAT1,2065.0,6165.2822
REGION,CICOSCP04N,CIWAT1,2066.0,6252.7013
REGION,CICOSCP04N,CIWAT1,2067.0,6282.333
REGION,CICOSCP04N,CIWAT1,2068.0,6133.5727
REGION,CICOSCP04N,CIWAT1,2069.0,6315.3342
REGION,CICOSCP04N,CIWAT1,2070.0,6486.7933
REGION,CICOSCP04O,CICOAL,2070.0,0.0
REGION,CICOSCP04O,CIWAT1,2070.0,0.0
REGION,CICR00E00X,CICRU1,2015.0,57.0282
REGION,CICR00E00X,CICRU1,2016.0,63.0806
REGION,CICR00E00X,CICRU1,2017.0,79.6846
REGION,CICR00E00X,CICRU1,2018.0,62.7959
REGION,CICR00E00X,CICRU1,2019.0,62.7959
REGION,CICR00E00X,CICRU1,2070.0,0.0
REGION,CICR00P00X,CICRU1,2070.0,0.0
REGION,CICR00X00X,CIWAT1,2015.0,11.7371
