r,t,y,TotalCapacityAnnual
REGION,CIHYDMS02X,2047,0.4
REGION,CIHYDMS02X,2048,0.4
REGION,CIHYDMS02X,2049,0.4
REGION,CIHYDMS02X,2050,0.4
REGION,CIHYDMS02X,2051,0.4
REGION,CIHYDMS02X,2052,0.4
REGION,CIHYDMS02X,2053,0.4
REGION,CIHYDMS02X,2054,0.4
REGION,CIHYDMS02X,2055,0.4
REGION,CIHYDMS02X,2056,0.4
REGION,CIHYDMS02X,2057,0.4
REGION,CIHYDMS02X,2058,0.4
REGION,CIHYDMS02X,2059,0.4
REGION,CIHYDMS02X,2060,0.4
REGION,CIHYDMS02X,2061,0.4
REGION,CIHYDMS02X,2062,0.4
REGION,CIHYDMS02X,2063,0.4
REGION,CIHYDMS02X,2064,0.4
REGION,CIHYDMS02X,2065,0.4
REGION,CIHYDMS02X,2066,0.4
REGION,CIHYDMS02X,2067,0.4
REGION,CIHYDMS02X,2068,0.4
REGION,CIHYDMS02X,2069,0.4
REGION,CIHYDMS02X,2070,0.4
REGION,CIHYDMS03X,2015,0.5302
REGION,CIHYDMS03X,2016,0.5302
REGION,CIHYDMS03X,2017,0.5302
REGION,CIHYDMS03X,2018,0.5302
REGION,CIHYDMS03X,2019,0.5302
REGION,CIHYDMS03X,2020,0.5302
REGION,CIHYDMS03X,2021,0.5302
REGION,CIHYDMS03X,2022,0.5302
REGION,CIHYDMS03X,2023,1.5
REGION,CIHYDMS03X,2024,1.5
REGION,CIHYDMS03X,2025,1.5
REGION,CIHYDMS03X,2026,1.5
REGION,CIHYDMS03X,2027,1.5
REGION,CIHYDMS03X,2028,1.5
REGION,CIHYDMS03X,2029,1.5
REGION,CIHYDMS03X,2030,1.5
REGION,CIHYDMS03X,2031,1.5
REGION,CIHYDMS03X,2032,1.5
REGION,CIHYDMS03X,2033,1.5
REGION,CIHYDMS03X,2034,1.5
REGION,CIHYDMS03X,2035,1.5
REGION,CIHYDMS03X,2036,1.5
REGION,CIHYDMS03X,2037,1.5
REGION,CIHYDMS03X,2038,1.5
REGION,CIHYDMS03X,2039,1.5
REGION,CIHYDMS03X,2040,1.5
REGION,CIHYDMS03X,2041,1.5
REGION,CIHYDMS03X,2042,1.5
REGION,CIHYDMS03X,2043,1.5
REGION,CIHYDMS03X,2044,1.5
REGION,CIHYDMS03X,2045,1.5
REGION,CIHYDMS03X,2046,1.5
REGION,CIHYDMS03X,2047,1.5
REGION,CIHYDMS03X,2048,1.5
REGION,CIHYDMS03X,2049,1.5
REGION,CIHYDMS03X,2050,1.5
REGION,CIHYDMS03X,2051,1.5
REGION,CIHYDMS03X,2052,1.5
REGION,CIHYDMS03X,2053,1.5
REGION,CIHYDMS03X,2054,1.5
REGION,CIHYDMS03X,2055,1.5
REGION,CIHYDMS03X,2056,1.5
REGION,CIHYDMS03X,2057,1.5
REGION,CIHYDMS03X,2058,1.5
REGION,CIHYDMS03X,2059,1.5
REGION,CIHYDMS03X,2060,1.5
REGION,CIHYDMS03X,2061,1.5
REGION,CIHYDMS03X,2062,1.5
REGION,CIHYDMS03X,2063,1.5
REGION,CIHYDMS03X,2064,1.5
REGION,CIHYDMS03X,2065,1.5
REGION,CIHYDMS03X,2066,1.5
REGION,CIHYDMS03X,2067,1.5
REGION,CIHYDMS03X,2068,1.5
REGION,CIHYDMS03X,2069,1.5
REGION,CIHYDMS03X,2070,1.5
REGION,CILF00E00X,2015,90.408599240485
REGION,CILF00E00X,2016,159.746750551165
REGION,CILF00E00X,2017,159.746750551165
REGION,CILF00E00X,2018,159.746750551165
REGION,CILF00E00X,2019,170.810943288163
REGION,CILF00E00X,2020,170.810943288163
REGION,CILF00E00X,2021,170.810943288163
REGION,CILF00E00X,2022,170.810943288163
REGION,CILF00E00X,2023,170.810943288163
REGION,CILF00E00X,2024,170.810943288163
REGION,CILF00E00X,2025,170.810943288163
REGION,CILF00E00X,2026,170.810943288163
REGION,CILF00E00X,2027,171.626247737241
REGION,CILF00E00X,2028,171.626247737241
REGION,CILF00E00X,2029,171.626247737241
REGION,CILF00E00X,2030,171.626247737241
REGION,CILF00E00X,2031,176.678878295186
REGION,CILF00E00X,2032,176.678878295186
REGION,CILF00E00X,2033,176.678878295186
REGION,CILF00E00X,2034,176.678878295186
REGION,CILF00E00X,2035,176.678878295186
REGION,CILF00E00X,2036,176.678878295186
REGION,CILF00E00X,2037,212.153366773654
REGION,CILF00E00X,2038,212.153366773654
REGION,CILF00E00X,2039,254.114202824118
REGION,CILF00E00X,2040,254.114202824118
REGION,CILF00E00X,2041,254.114202824118
REGION,CILF00E00X,2042,311.698303688006
REGION,CILF00E00X,2043,311.698303688006
REGION,CILF00E00X,2044,311.698303688006
REGION,CILF00E00X,2045,311.698303688006
REGION,CILF00E00X,2046,311.698303688006
REGION,CILF00E00X,2047,311.698303688006
REGION,CILF00E00X,2048,311.698303688006
REGION,CILF00E00X,2049,311.698303688006
REGION,CILF00E00X,2050,311.698303688006
REGION,CILF00E00X,2051,311.698303688006
REGION,CILF00E00X,2052,311.698303688006
REGION,CILF00E00X,2053,311.698303688006
REGION,CILF00E00X,2054,311.698303688006
REGION,CILF00E00X,2055,311.698303688006
REGION,CILF00E00X,2056,311.698303688006
REGION,CILF00E00X,2057,311.698303688006
REGION,CILF00E00X,2058,311.698303688006
REGION,CILF00E00X,2059,311.698303688006
REGION,CILF00E00X,2060,311.698303688006
REGION,CILF00E00X,2061,311.698303688006
REGION,CILF00E00X,2062,311.698303688006
REGION,CILF00E00X,2063,311.698303688006
REGION,CILF00E00X,2064,311.698303688006
REGION,CILF00E00X,2065,311.698303688006
REGION,CILF00E00X,2066,311.698303688006
REGION,CILF00E00X,2067,311.698303688006
REGION,CILF00E00X,2068,311.698303688006
REGION,CILF00E00X,2069,311.698303688006
REGION,CILF00E00X,2070,999999999.0
REGION,CILF00I00X,2020,109.308343147716
REGION,CILF00I00X,2021,109.308343147716
REGION,CILF00I00X,2022,109.308343147716
REGION,CILF00I00X,2023,109.308343147716
REGION,CILF00I00X,2024,109.308343147716
REGION,CILF00I00X,2025,109.308343147716
REGION,CILF00I00X,2026,109.308343147716
REGION,CILF00I00X,2027,109.308343147716
REGION,CILF00I00X,2028,118.487623361598
REGION,CILF00I00X,2029,136.6314344089
REGION,CILF00I00X,2030,177.55431568461
REGION,CILF00I00X,2031,189.732257933198
REGION,CILF00I00X,2032,201.698030269095
REGION,CILF00I00X,2033,371.161531970266
REGION,CILF00I00X,2034,432.506401274383
REGION,CILF00I00X,2035,432.506401274383
REGION,CILF00I00X,2036,432.506401274383
REGION,CILF00I00X,2037,432.506401274383
REGION,CILF00I00X,2038,452.500237948709
REGION,CILF00I00X,2039,452.500237948709
REGION,CILF00I00X,2040,452.500237948709
REGION,CILF00I00X,2041,452.500237948709
REGION,CILF00I00X,2042,452.500237948709
REGION,CILF00I00X,2043,452.500237948709
REGION,CILF00I00X,2044,452.500237948709
REGION,CILF00I00X,2045,452.500237948709
REGION,CILF00I00X,2046,452.500237948709
REGION,CILF00I00X,2047,452.500237948709
REGION,CILF00I00X,2048,452.500237948709
REGION,CILF00I00X,2049,452.500237948709
REGION,CILF00I00X,2050,452.500237948709
REGION,CILF00I00X,2051,461.545981359441
REGION,CILF00I00X,2052,511.618652307298
REGION,CILF00I00X,2053,511.618652307298
REGION,CILF00I00X,2054,511.618652307298
REGION,CILF00I00X,2055,511.618652307298
REGION,CILF00I00X,2056,511.618652307298
REGION,CILF00I00X,2057,662.177571719924
REGION,CILF00I00X,2058,662.177571719924
REGION,CILF00I00X,2059,662.177571719924
REGION,CILF00I00X,2060,662.177571719924
REGION,CILF00I00X,2061,662.177571719924
REGION,CILF00I00X,2062,662.177571719924
REGION,CILF00I00X,2063,662.177571719924
REGION,CILF00I00X,2064,662.177571719924
REGION,CILF00I00X,2065,662.177571719924
REGION,CILF00I00X,2066,662.177571719924
REGION,CILF00I00X,2067,662.177571719924
REGION,CILF00I00X,2068,662.177571719924
REGION,CILF00I00X,2069,662.177571719924
REGION,CILF00I00X,2070,999999999.0
REGION,CILF00P00X,2015,89.751881721516
REGION,CILF00P00X,2016,112.061939822396
REGION,CILF00P00X,2017,176.606450911651
REGION,CILF00P00X,2018,176.606450911651
REGION,CILF00P00X,2019,178.895092957451
REGION,CILF00P00X,2020,178.895092957451
REGION,CILF00P00X,2021,178.895092957451
REGION,CILF00P00X,2022,178.895092957451
REGION,CILF00P00X,2023,178.895092957451
REGION,CILF00P00X,2024,178.895092957451
REGION,CILF00P00X,2025,178.895092957451
REGION,CILF00P00X,2026,178.895092957451
REGION,CILF00P00X,2027,178.895092957451
REGION,CILF00P00X,2028,226.583911938799
REGION,CILF00P00X,2029,226.583911938799
REGION,CILF00P00X,2030,226.583911938799
REGION,CILF00P00X,2031,243.780402221798
REGION,CILF00P00X,2032,243.780402221798
REGION,CILF00P00X,2033,356.961750355837
REGION,CILF00P00X,2034,356.961750355837
REGION,CILF00P00X,2035,432.506401274383
REGION,CILF00P00X,2036,432.506401274383
REGION,CILF00P00X,2037,432.506401274383
REGION,CILF00P00X,2038,450.962914095088
REGION,CILF00P00X,2039,451.731576021898
REGION,CILF00P00X,2040,451.731576021898
REGION,CILF00P00X,2041,452.500237948709
REGION,CILF00P00X,2042,452.500237948709
REGION,CILF00P00X,2043,452.500237948709
REGION,CILF00P00X,2044,452.500237948709
REGION,CILF00P00X,2045,452.500237948709
REGION,CILF00P00X,2046,452.500237948709
REGION,CILF00P00X,2047,452.500237948709
REGION,CILF00P00X,2048,452.500237948709
REGION,CILF00P00X,2049,452.500237948709
REGION,CILF00P00X,2050,452.500237948709
REGION,CILF00P00X,2051,461.545981359441
REGION,CILF00P00X,2052,494.734729340263
REGION,CILF00P00X,2053,494.734729340263
REGION,CILF00P00X,2054,494.734729340263
REGION,CILF00P00X,2055,494.734729340263
REGION,CILF00P00X,2056,511.618652307298
REGION,CILF00P00X,2057,662.177571719924
REGION,CILF00P00X,2058,662.177571719924
REGION,CILF00P00X,2059,662.177571719924
REGION,CILF00P00X,2060,662.177571719924
REGION,CILF00P00X,2061,662.177571719924
REGION,CILF00P00X,2062,662.177571719924
REGION,CILF00P00X,2063,662.177571719924
REGION,CILF00P00X,2064,662.177571719924
REGION,CILF00P00X,2065,662.177571719924
REGION,CILF00P00X,2066,662.177571719924
REGION,CILF00P00X,2067,662.177571719924
REGION,CILF00P00X,2068,662.177571719924
REGION,CILF00P00X,2069,662.177571719924
REGION,CILF00P00X,2070,999999999.0
REGION,CILFRCFURX,2016,0.068471743243272
REGION,CILFRCFURX,2017,0.068471743243272
REGION,CILFRCFURX,2018,0.068471743243272
REGION,CILFRCFURX,2019,0.068471743243272
REGION,CILFRCFURX,2020,0.068471743243272
REGION,CILFRCFURX,2021,0.068471743243272
REGION,CILFRCFURX,2022,0.068471743243272
REGION,CILFRCFURX,2023,0.068471743243272
REGION,CILFRCFURX,2024,0.068471743243272
REGION,CILFRCFURX,2025,0.068471743243272
REGION,CILFRCFURX,2070,0.0
REGION,CILFRCP01N,2070,0.0
REGION,CILFRCP01O,2015,0.200738
REGION,CILFRCP01O,2016,0.200738
REGION,CILFRCP01O,2017,0.200738
REGION,CILFRCP01O,2018,0.200738
REGION,CILFRCP01O,2019,0.200738
REGION,CILFRCP01O,2020,0.200738
REGION,CILFRCP01O,2021,0.1907011
REGION,CILFRCP01O,2022,0.1806642
REGION,CILFRCP01O,2023,0.1706273
REGION,CILFRCP01O,2024,0.1605904
REGION,CILFRCP01O,2025,0.1505535
REGION,CILFRCP01O,2026,0.1405166
REGION,CILFRCP01O,2027,0.1304797
REGION,CILFRCP01O,2028,0.1204428
REGION,CILFRCP01O,2029,0.1104059
REGION,CILFRCP01O,2030,0.100369
REGION,CILFRCP01O,2031,0.0903321
REGION,CILFRCP01O,2032,0.0802952
REGION,CILFRCP01O,2033,0.0702583
REGION,CILFRCP01O,2034,0.0602214
REGION,CILFRCP01O,2035,0.0501845
REGION,CILFRCP01O,2036,0.0401476
REGION,CILFRCP01O,2037,0.0301107
REGION,CILFRCP01O,2038,0.0200738
REGION,CILFRCP01O,2039,0.0100369
REGION,CILFRCP01O,2070,0.0
REGION,CILFRCP02N,2070,0.0
REGION,CILFRCP02O,2070,0.0
REGION,CILFRCP03N,2070,0.0
REGION,CILFRCP03O,2070,0.0
REGION,CILFRCP04N,2070,0.0
REGION,CILFRCP04O,2070,0.0
REGION,CING00ELGX,2070,0.0
REGION,CING00ILGX,2029,35.1488155585721
REGION,CING00ILGX,2030,76.1344638651643
REGION,CING00ILGX,2031,76.3675102065465
REGION,CING00ILGX,2032,76.6754915299518
REGION,CING00ILGX,2033,77.059998568413
REGION,CING00ILGX,2034,77.5230718147848
REGION,CING00ILGX,2035,79.1674799370426
REGION,CING00ILGX,2036,80.0484320763006
REGION,CING00ILGX,2037,81.020417981126
REGION,CING00ILGX,2038,82.0876909204299
REGION,CING00ILGX,2039,83.2546839490507
REGION,CING00ILGX,2040,84.5260081690474
REGION,CING00ILGX,2041,87.0701219825132
REGION,CING00ILGX,2042,89.7443398903059
REGION,CING00ILGX,2043,92.5548593920248
REGION,CING00ILGX,2044,95.5081816977137
REGION,CING00ILGX,2045,95.5081816977137
REGION,CING00ILGX,2046,95.5081816977137
REGION,CING00ILGX,2047,95.5081816977137
REGION,CING00ILGX,2048,97.4443195502052
REGION,CING00ILGX,2049,100.614179165686
REGION,CING00ILGX,2050,100.614179165686
REGION,CING00ILGX,2051,100.614179165686
REGION,CING00ILGX,2052,100.614179165686
REGION,CING00ILGX,2053,100.614179165686
REGION,CING00ILGX,2054,98.0275976230671
REGION,CING00ILGX,2055,101.171026679045
REGION,CING00ILGX,2056,104.414655169264
REGION,CING00ILGX,2057,107.761613726768
REGION,CING00ILGX,2058,111.215180672826
REGION,CING00ILGX,2059,114.778758705222
REGION,CING00ILGX,2060,118.455821749211
REGION,CING00ILGX,2061,121.240742887399
REGION,CING00ILGX,2062,124.090363092898
REGION,CING00ILGX,2063,127.006179265177
REGION,CING00ILGX,2064,129.98970166089
REGION,CING00ILGX,2065,133.042486962054
REGION,CING00ILGX,2066,136.166111301155
REGION,CING00ILGX,2067,139.362184972173
REGION,CING00ILGX,2068,142.632403164857
REGION,CING00ILGX,2069,145.978481452671
REGION,CING00ILGX,2070,149.402192416224
REGION,CING00P00X,2015,18.8043158397187
REGION,CING00P00X,2016,18.8043158397187
REGION,CING00P00X,2017,20.3348024531428
REGION,CING00P00X,2018,20.3348024531428
REGION,CING00P00X,2019,20.3348024531428
REGION,CING00P00X,2020,20.3348024531428
REGION,CING00P00X,2021,22.712261330496
REGION,CING00P00X,2022,24.9920450787428
REGION,CING00P00X,2023,50.4435908358813
REGION,CING00P00X,2024,50.4435908358813
REGION,CING00P00X,2025,50.4435908358813
REGION,CING00P00X,2026,50.4435908358813
REGION,CING00P00X,2027,50.4435908358813
REGION,CING00P00X,2028,50.4435908358813
REGION,CING00P00X,2029,50.4435908358813
REGION,CING00P00X,2030,50.4435908358813
REGION,CING00P00X,2031,50.4435908358813
REGION,CING00P00X,2032,50.4435908358813
REGION,CING00P00X,2033,50.9749926385971
REGION,CING00P00X,2034,50.9749926385971
REGION,CING00P00X,2035,53.6793781529967
REGION,CING00P00X,2036,60.2415176180974
REGION,CING00P00X,2037,60.2415176180974
REGION,CING00P00X,2038,60.2415176180974
REGION,CING00P00X,2039,60.2415176180974
REGION,CING00P00X,2040,60.2415176180974
REGION,CING00P00X,2041,69.1815066522714
REGION,CING00P00X,2042,70.9066118338495
REGION,CING00P00X,2043,70.9066118338495
REGION,CING00P00X,2044,74.4687121128194
REGION,CING00P00X,2045,74.4687121128194
REGION,CING00P00X,2046,74.4687121128194
REGION,CING00P00X,2047,74.4687121128194
REGION,CING00P00X,2048,85.4260283867648
REGION,CING00P00X,2049,92.0273011614593
REGION,CING00P00X,2050,98.0988246865434
REGION,CING00P00X,2051,98.0988246865434
REGION,CING00P00X,2052,98.0988246865434
REGION,CING00P00X,2053,98.0988246865437
REGION,CING00P00X,2054,98.6417510120685
REGION,CING00P00X,2055,98.6417510120685
REGION,CING00P00X,2056,101.804288790033
REGION,CING00P00X,2057,105.067573383598
REGION,CING00P00X,2058,108.434801156006
REGION,CING00P00X,2059,111.909289737592
REGION,CING00P00X,2060,115.494426205482
REGION,CING00P00X,2061,118.209724315215
REGION,CING00P00X,2062,120.988104015579
REGION,CING00P00X,2063,123.83102478355
REGION,CING00P00X,2064,126.739959119368
REGION,CING00P00X,2065,129.716424788003
REGION,CING00P00X,2066,132.761958518628
REGION,CING00P00X,2067,135.878130347871
REGION,CING00P00X,2068,139.066593085739
REGION,CING00P00X,2069,142.329019416352
REGION,CING00P00X,2070,999999999.0
REGION,CING00X00X,2015,57.9654749918236
REGION,CING00X00X,2016,57.9654749918236
REGION,CING00X00X,2017,97.1123652051769
REGION,CING00X00X,2018,97.1123652051769
REGION,CING00X00X,2019,97.1123652051769
REGION,CING00X00X,2020,97.1123652051769
REGION,CING00X00X,2021,131.410576170363
REGION,CING00X00X,2022,132.795805248659
REGION,CING00X00X,2023,132.795805248659
REGION,CING00X00X,2024,132.795805248659
REGION,CING00X00X,2025,132.795805248659
REGION,CING00X00X,2026,132.795805248659
REGION,CING00X00X,2027,132.795805248659
REGION,CING00X00X,2028,132.795805248659
REGION,CING00X00X,2029,132.795805248659
REGION,CING00X00X,2030,132.795805248659
REGION,CING00X00X,2031,132.795805248659
REGION,CING00X00X,2032,132.795805248659
REGION,CING00X00X,2033,132.795805248659
REGION,CING00X00X,2034,132.795805248659
REGION,CING00X00X,2035,132.795805248659
REGION,CING00X00X,2036,132.795805248659
REGION,CING00X00X,2037,132.795805248659
REGION,CING00X00X,2038,132.795805248659
REGION,CING00X00X,2039,132.795805248659
REGION,CING00X00X,2040,999999999.0
REGION,CING00X00X,2041,999999999.0
REGION,CING00X00X,2042,999999999.0
REGION,CING00X00X,2043,999999999.0
REGION,CING00X00X,2044,999999999.0
REGION,CING00X00X,2045,999999999.0
REGION,CING00X00X,2046,999999999.0
REGION,CING00X00X,2047,999999999.0
REGION,CING00X00X,2048,999999999.0
REGION,CING00X00X,2049,999999999.0
REGION,CING00X00X,2050,999999941.034525
REGION,CING00X00X,2051,999999941.034525
REGION,CING00X00X,2052,999999901.887635
REGION,CING00X00X,2053,999999901.887635
REGION,CING00X00X,2054,999999901.887635
REGION,CING00X00X,2055,999999999.0
REGION,CING00X00X,2056,999999999.0
REGION,CING00X00X,2057,999999997.614771
REGION,CING00X00X,2058,999999997.614771
REGION,CING00X00X,2059,999999997.614771
REGION,CING00X00X,2060,999999997.614771
REGION,CING00X00X,2061,999999997.614771
REGION,CING00X00X,2062,999999997.614771
REGION,CING00X00X,2063,999999997.614771
REGION,CING00X00X,2064,999999997.614771
REGION,CING00X00X,2065,999999997.614771
REGION,CING00X00X,2066,999999997.614771
REGION,CING00X00X,2067,999999997.614771
REGION,CING00X00X,2068,999999997.614771
REGION,CING00X00X,2069,999999997.614771
REGION,CING00X00X,2070,999999999.0
REGION,CINGCCC01N,2070,0.0
REGION,CINGCCC02N,2070,0.0
REGION,CINGCCC03N,2070,0.0
REGION,CINGCCC04N,2070,0.0
REGION,CINGCCP01N,2015,0.258
REGION,CINGCCP01N,2016,0.258
REGION,CINGCCP01N,2017,0.258
REGION,CINGCCP01N,2018,0.258
REGION,CINGCCP01N,2019,0.258
REGION,CINGCCP01N,2020,0.68046673028889
REGION,CINGCCP01N,2021,0.68046673028889
REGION,CINGCCP01N,2022,0.68046673028889
REGION,CINGCCP01N,2023,0.68046673028889
REGION,CINGCCP01N,2024,0.68046673028889
REGION,CINGCCP01N,2025,0.68046673028889
REGION,CINGCCP01N,2026,0.68046673028889
REGION,CINGCCP01N,2027,0.68046673028889
REGION,CINGCCP01N,2028,0.68046673028889
REGION,CINGCCP01N,2029,0.68046673028889
REGION,CINGCCP01N,2030,0.68046673028889
REGION,CINGCCP01N,2031,0.68046673028889
REGION,CINGCCP01N,2032,0.68046673028889
REGION,CINGCCP01N,2033,0.68046673028889
REGION,CINGCCP01N,2034,0.68046673028889
REGION,CINGCCP01N,2035,0.68046673028889
REGION,CINGCCP01N,2036,0.68046673028889
REGION,CINGCCP01N,2037,0.68046673028889
REGION,CINGCCP01N,2038,0.68046673028889
REGION,CINGCCP01N,2039,0.68046673028889
REGION,CINGCCP01N,2040,0.68046673028889
REGION,CINGCCP01N,2041,0.68046673028889
REGION,CINGCCP01N,2042,0.68046673028889
REGION,CINGCCP01N,2043,0.68046673028889
REGION,CINGCCP01N,2044,0.68046673028889
REGION,CINGCCP01N,2045,0.42246673028889
REGION,CINGCCP01N,2046,0.42246673028889
REGION,CINGCCP01N,2047,0.42246673028889
REGION,CINGCCP01N,2048,0.42246673028889
REGION,CINGCCP01N,2049,0.42246673028889
REGION,CINGCCP01N,2070,0.0
REGION,CINGCCP01O,2015,0.29
REGION,CINGCCP01O,2016,0.29
REGION,CINGCCP01O,2017,0.29
REGION,CINGCCP01O,2018,0.29
REGION,CINGCCP01O,2019,0.29
REGION,CINGCCP01O,2020,0.29
REGION,CINGCCP01O,2021,0.2755
REGION,CINGCCP01O,2022,0.261
REGION,CINGCCP01O,2023,0.2465
REGION,CINGCCP01O,2024,0.232
REGION,CINGCCP01O,2025,0.2175
REGION,CINGCCP01O,2026,0.203
REGION,CINGCCP01O,2027,0.1885
REGION,CINGCCP01O,2028,0.174
REGION,CINGCCP01O,2029,0.1595
REGION,CINGCCP01O,2030,0.145
REGION,CINGCCP01O,2031,0.1305
REGION,CINGCCP01O,2032,0.116
REGION,CINGCCP01O,2033,0.1015
REGION,CINGCCP01O,2034,0.087
REGION,CINGCCP01O,2035,0.0725
REGION,CINGCCP01O,2036,0.058
REGION,CINGCCP01O,2037,0.0435
REGION,CINGCCP01O,2038,0.029
REGION,CINGCCP01O,2039,0.0145
REGION,CINGCCP01O,2070,0.0
REGION,CINGCCP02N,2070,0.0
REGION,CINGCCP02O,2070,0.0
REGION,CINGCCP03N,2070,0.0
REGION,CINGCCP03O,2070,0.0
REGION,CINGCCP04N,2070,0.0
REGION,CINGCCP04O,2070,0.0
REGION,CINGGCP01N,2070,0.0
REGION,CINGGCP01O,2015,0.529
REGION,CINGGCP01O,2016,0.529
REGION,CINGGCP01O,2017,0.529
REGION,CINGGCP01O,2018,0.529
REGION,CINGGCP01O,2019,0.529
REGION,CINGGCP01O,2020,0.529
REGION,CINGGCP01O,2021,0.50255
REGION,CINGGCP01O,2022,0.4761
REGION,CINGGCP01O,2023,0.44965
REGION,CINGGCP01O,2024,0.4232
REGION,CINGGCP01O,2025,0.39675
REGION,CINGGCP01O,2026,0.3703
REGION,CINGGCP01O,2027,0.34385
REGION,CINGGCP01O,2028,0.3174
REGION,CINGGCP01O,2029,0.29095
REGION,CINGGCP01O,2030,0.2645
REGION,CINGGCP01O,2031,0.23805
REGION,CINGGCP01O,2032,0.2116
REGION,CINGGCP01O,2033,0.18515
REGION,CINGGCP01O,2034,0.1587
REGION,CINGGCP01O,2035,0.13225
REGION,CINGGCP01O,2036,0.1058
REGION,CINGGCP01O,2037,0.07935
REGION,CINGGCP01O,2038,0.0529
REGION,CINGGCP01O,2039,0.0264500000000001
REGION,CINGGCP01O,2070,0.0
REGION,CINGGCP02N,2016,0.25
REGION,CINGGCP02N,2017,0.61
REGION,CINGGCP02N,2018,0.61
REGION,CINGGCP02N,2019,0.61
REGION,CINGGCP02N,2020,0.61
REGION,CINGGCP02N,2021,0.61
REGION,CINGGCP02N,2022,0.61
REGION,CINGGCP02N,2023,0.61
REGION,CINGGCP02N,2024,0.61
REGION,CINGGCP02N,2025,0.61
REGION,CINGGCP02N,2026,0.61
REGION,CINGGCP02N,2027,0.61
REGION,CINGGCP02N,2028,0.61
REGION,CINGGCP02N,2029,0.61
REGION,CINGGCP02N,2030,0.61
REGION,CINGGCP02N,2031,0.61
REGION,CINGGCP02N,2032,0.61
REGION,CINGGCP02N,2033,0.61
REGION,CINGGCP02N,2034,0.61
REGION,CINGGCP02N,2035,0.61
REGION,CINGGCP02N,2036,0.61
REGION,CINGGCP02N,2037,0.61
REGION,CINGGCP02N,2038,0.61
REGION,CINGGCP02N,2039,0.61
REGION,CINGGCP02N,2040,0.61
REGION,CINGGCP02N,2041,0.36
REGION,CINGGCP02N,2070,0.0
REGION,CINGGCP02O,2015,0.048
REGION,CINGGCP02O,2016,0.048
REGION,CINGGCP02O,2017,0.048
REGION,CINGGCP02O,2018,0.048
REGION,CINGGCP02O,2019,0.048
REGION,CINGGCP02O,2020,0.048
REGION,CINGGCP02O,2021,0.0456
REGION,CINGGCP02O,2022,0.0432
REGION,CINGGCP02O,2023,0.0408
REGION,CINGGCP02O,2024,0.0384
REGION,CINGGCP02O,2025,0.036
REGION,CINGGCP02O,2026,0.0336
REGION,CINGGCP02O,2027,0.0312
REGION,CINGGCP02O,2028,0.0288
REGION,CINGGCP02O,2029,0.0264
REGION,CINGGCP02O,2030,0.024
REGION,CINGGCP02O,2031,0.0216
REGION,CINGGCP02O,2032,0.0192
REGION,CINGGCP02O,2033,0.0168
REGION,CINGGCP02O,2034,0.0144
REGION,CINGGCP02O,2035,0.012
REGION,CINGGCP02O,2036,0.00959999999999999
REGION,CINGGCP02O,2037,0.0072
REGION,CINGGCP02O,2038,0.0048
REGION,CINGGCP02O,2039,0.00240000000000001
REGION,CINGGCP02O,2070,0.0
REGION,CINGGCP03N,2070,0.0
REGION,CINGGCP03O,2070,0.0
REGION,CINGGCP04N,2070,0.0
REGION,CINGGCP04O,2070,0.0
REGION,CINPCHA00X,2070,0.0
REGION,CINULWP04N,2070,0.0
REGION,CINULWP04O,2070,0.0
REGION,CISOC1P00X,2070,0.0
REGION,CISOC2P00X,2070,0.0
REGION,CISOLAR00X,2015,0.0531012524835165
REGION,CISOLAR00X,2016,0.0531012524835165
REGION,CISOLAR00X,2017,0.0531012524835165
REGION,CISOLAR00X,2018,0.0531012524835165
REGION,CISOLAR00X,2019,0.0531012524835165
REGION,CISOLAR00X,2020,0.0531012524835165
REGION,CISOLAR00X,2021,0.19620761957928
REGION,CISOLAR00X,2022,1.99626623330567
REGION,CISOLAR00X,2023,1.99626623330567
REGION,CISOLAR00X,2024,1.99626623330567
REGION,CISOLAR00X,2025,1.99626623330567
REGION,CISOLAR00X,2026,1.99626623330567
REGION,CISOLAR00X,2027,1.99626623330567
REGION,CISOLAR00X,2028,1.99626623330567
REGION,CISOLAR00X,2029,1.99626623330567
REGION,CISOLAR00X,2030,6.97524737560119
REGION,CISOLAR00X,2031,6.97524737560119
REGION,CISOLAR00X,2032,11.4573710904722
REGION,CISOLAR00X,2033,16.3018178226324
REGION,CISOLAR00X,2034,19.551748619922
REGION,CISOLAR00X,2035,26.098428365454
REGION,CISOLAR00X,2036,32.7918825138023
REGION,CISOLAR00X,2037,39.6766837120535
REGION,CISOLAR00X,2038,42.7599837684024
REGION,CISOLAR00X,2039,46.0824352896951
REGION,CISOLAR00X,2040,48.4656339398818
REGION,CISOLAR00X,2041,59.129603541391
REGION,CISOLAR00X,2042,59.129603541391
REGION,CISOLAR00X,2043,59.129603541391
REGION,CISOLAR00X,2044,62.6779846809541
REGION,CISOLAR00X,2045,70.4878018538304
REGION,CISOLAR00X,2046,70.4878018538304
REGION,CISOLAR00X,2047,74.7790368637262
REGION,CISOLAR00X,2048,79.3308699478009
REGION,CISOLAR00X,2049,86.2177951961532
REGION,CISOLAR00X,2050,90.0898984419966
REGION,CISOLAR00X,2051,94.9935480996662
REGION,CISOLAR00X,2052,106.051086408148
REGION,CISOLAR00X,2053,106.051086408148
REGION,CISOLAR00X,2054,106.051086408148
REGION,CISOLAR00X,2055,106.051086408148
REGION,CISOLAR00X,2056,109.105220663363
