r,t,y,TotalCapacityAnnual
REGION,UGEL00T00X,2026,1.83783805603734
REGION,UGEL00T00X,2027,1.9607588055364
REGION,UGEL00T00X,2028,2.09904920156374
REGION,UGEL00T00X,2029,2.24205133595471
REGION,UGEL00T00X,2030,2.39587530774905
REGION,UGEL00T00X,2031,2.54163166027779
REGION,UGEL00T00X,2032,2.65889005907538
REGION,UGEL00T00X,2033,2.73546947696956
REGION,UGEL00T00X,2034,2.83086403284381
REGION,UGEL00T00X,2035,2.98984021182881
REGION,UGEL00T00X,2036,3.14474928713983
REGION,UGEL00T00X,2037,3.32437051097946
REGION,UGEL00T00X,2038,3.52797403160295
REGION,UGEL00T00X,2039,3.76056617172975
REGION,UGEL00T00X,2040,4.02455044703974
REGION,UGEL00T00X,2041,4.16977726229745
REGION,UGEL00T00X,2042,4.33828653824093
REGION,UGEL00T00X,2043,4.5315840073813
REGION,UGEL00T00X,2044,4.75127129810296
REGION,UGEL00T00X,2045,4.99905244467566
REGION,UGEL00T00X,2046,5.27966623668693
REGION,UGEL00T00X,2047,5.5922732909657
REGION,UGEL00T00X,2048,5.93892483614408
REGION,UGEL00T00X,2049,6.32179404315999
REGION,UGEL00T00X,2050,6.74319650482037
REGION,UGEL00T00X,2051,6.9975416699589
REGION,UGEL00T00X,2052,7.31928726568993
REGION,UGEL00T00X,2053,7.71584378746616
REGION,UGEL00T00X,2054,8.13094911486733
REGION,UGEL00T00X,2055,8.56531978620811
REGION,UGEL00T00X,2056,9.01972780461443
REGION,UGEL00T00X,2057,9.49498972762218
REGION,UGEL00T00X,2058,9.99194390483035
REGION,UGEL00T00X,2059,10.5114657891588
REGION,UGEL00T00X,2060,11.0544722172455
REGION,UGEL00T00X,2061,11.5184188947881
REGION,UGEL00T00X,2062,11.9962043012398
REGION,UGEL00T00X,2063,12.4882714120757
REGION,UGEL00T00X,2064,12.9950817623039
REGION,UGEL00T00X,2065,13.5171066747932
REGION,UGEL00T00X,2066,14.0548145401214
REGION,UGEL00T00X,2067,14.6086837583374
REGION,UGEL00T00X,2068,15.1792152392288
REGION,UGEL00T00X,2069,15.7669262680341
REGION,UGEL00T00X,2070,16.3723407703448
REGION,UGEL00TDTX,2015,0.42856484
REGION,UGEL00TDTX,2016,0.42856484
REGION,UGEL00TDTX,2017,0.611614486730573
REGION,UGEL00TDTX,2018,0.717136046361438
REGION,UGEL00TDTX,2019,0.99192892622433
REGION,UGEL00TDTX,2020,1.18071151546702
REGION,UGEL00TDTX,2021,1.25899187132619
REGION,UGEL00TDTX,2022,1.34411464859706
REGION,UGEL00TDTX,2023,1.43403262268243
REGION,UGEL00TDTX,2024,1.53254320985041
REGION,UGEL00TDTX,2025,1.63759845807482
REGION,UGEL00TDTX,2026,1.74594615323547
REGION,UGEL00TDTX,2027,1.86272086525958
REGION,UGEL00TDTX,2028,1.99409674148556
REGION,UGEL00TDTX,2029,2.12994876915697
REGION,UGEL00TDTX,2030,2.27608154236159
REGION,UGEL00TDTX,2031,2.4145500772639
REGION,UGEL00TDTX,2032,2.52594555612161
REGION,UGEL00TDTX,2033,2.59869600312108
REGION,UGEL00TDTX,2034,2.68932083120162
REGION,UGEL00TDTX,2035,2.84034820123737
REGION,UGEL00TDTX,2036,2.98751182278284
REGION,UGEL00TDTX,2037,3.15815198543049
REGION,UGEL00TDTX,2038,3.3515753300228
REGION,UGEL00TDTX,2039,3.57253786314327
REGION,UGEL00TDTX,2040,3.82332292468776
REGION,UGEL00TDTX,2041,3.96128839918258
REGION,UGEL00TDTX,2042,4.12137221132888
REGION,UGEL00TDTX,2043,4.30500480701223
REGION,UGEL00TDTX,2044,4.51370773319782
REGION,UGEL00TDTX,2045,4.74909982244187
REGION,UGEL00TDTX,2046,5.01568292485259
REGION,UGEL00TDTX,2047,5.31265962641742
REGION,UGEL00TDTX,2048,5.64197859433688
REGION,UGEL00TDTX,2049,6.00570434100199
REGION,UGEL00TDTX,2050,6.40603667957935
REGION,UGEL00TDTX,2051,6.64766458646095
REGION,UGEL00TDTX,2052,6.95332290240544
REGION,UGEL00TDTX,2053,7.33005159809286
REGION,UGEL00TDTX,2054,7.72440165912396
REGION,UGEL00TDTX,2055,8.1370537968977
REGION,UGEL00TDTX,2056,8.5687414143837
REGION,UGEL00TDTX,2057,9.02024024124107
REGION,UGEL00TDTX,2058,9.49234670958883
REGION,UGEL00TDTX,2059,9.98589249970085
REGION,UGEL00TDTX,2060,10.5017486063833
REGION,UGEL00TDTX,2061,10.9424979500487
REGION,UGEL00TDTX,2062,11.3963940861778
REGION,UGEL00TDTX,2063,11.8638578414719
REGION,UGEL00TDTX,2064,12.3453276741887
REGION,UGEL00TDTX,2065,12.8412513410535
REGION,UGEL00TDTX,2066,13.3520738131153
REGION,UGEL00TDTX,2067,13.8782495704206
REGION,UGEL00TDTX,2068,14.4202544772673
REGION,UGEL00TDTX,2069,14.9785799546324
REGION,UGEL00TDTX,2070,15.5537237318275
REGION,UGELKEBP00,2015,0.445
REGION,UGELKEBP00,2016,0.445
REGION,UGELKEBP00,2017,0.445
REGION,UGELKEBP00,2018,0.445
REGION,UGELKEBP00,2019,0.445
REGION,UGELKEBP00,2020,0.445
REGION,UGELKEBP00,2021,0.445
REGION,UGELKEBP00,2022,0.445
REGION,UGELKEBP00,2023,0.445
REGION,UGELKEBP00,2024,0.445
REGION,UGELKEBP00,2025,0.445
REGION,UGELKEBP00,2026,0.445
REGION,UGELKEBP00,2027,0.445
REGION,UGELKEBP00,2028,0.445
REGION,UGELKEBP00,2029,0.445
REGION,UGELKEBP00,2030,0.445
REGION,UGELKEBP00,2031,0.445
REGION,UGELKEBP00,2032,0.445
REGION,UGELKEBP00,2033,0.445
REGION,UGELKEBP00,2034,0.445
REGION,UGELKEBP00,2035,0.445
REGION,UGELKEBP00,2036,0.445
REGION,UGELKEBP00,2037,0.445
REGION,UGELKEBP00,2038,0.445
REGION,UGELKEBP00,2039,0.445
REGION,UGELKEBP00,2040,0.445
REGION,UGELKEBP00,2041,0.445
REGION,UGELKEBP00,2042,0.445
REGION,UGELKEBP00,2043,0.445
REGION,UGELKEBP00,2044,0.445
REGION,UGELKEBP00,2045,0.445
REGION,UGELKEBP00,2046,0.445
REGION,UGELKEBP00,2047,0.445
REGION,UGELKEBP00,2048,0.445
REGION,UGELKEBP00,2049,0.445
REGION,UGELKEBP00,2050,0.445
REGION,UGELKEBP00,2051,0.445
REGION,UGELKEBP00,2052,0.445
REGION,UGELKEBP00,2053,0.445
REGION,UGELKEBP00,2054,0.445
REGION,UGELKEBP00,2055,0.445
REGION,UGELKEBP00,2056,0.445
REGION,UGELKEBP00,2057,0.445
REGION,UGELKEBP00,2058,0.445
REGION,UGELKEBP00,2059,0.445
REGION,UGELKEBP00,2060,0.445
REGION,UGELKEBP00,2061,0.445
REGION,UGELKEBP00,2062,0.445
REGION,UGELKEBP00,2063,0.445
REGION,UGELKEBP00,2064,0.445
REGION,UGELKEBP00,2065,0.445
REGION,UGELKEBP00,2066,0.445
REGION,UGELKEBP00,2067,0.445
REGION,UGELKEBP00,2068,0.445
REGION,UGELKEBP00,2069,0.445
REGION,UGELKEBP00,2070,0.445
REGION,UGELRWBP00,2015,0.445
REGION,UGELRWBP00,2016,0.445
REGION,UGELRWBP00,2017,0.445
REGION,UGELRWBP00,2018,0.445
REGION,UGELRWBP00,2019,0.445
REGION,UGELRWBP00,2020,0.445
REGION,UGELRWBP00,2021,0.445
REGION,UGELRWBP00,2022,0.445
REGION,UGELRWBP00,2023,0.445
REGION,UGELRWBP00,2024,0.445
REGION,UGELRWBP00,2025,0.445
REGION,UGELRWBP00,2026,0.445
REGION,UGELRWBP00,2027,0.445
REGION,UGELRWBP00,2028,0.445
REGION,UGELRWBP00,2029,0.445
REGION,UGELRWBP00,2030,0.445
REGION,UGELRWBP00,2031,0.445
REGION,UGELRWBP00,2032,0.445
REGION,UGELRWBP00,2033,0.445
REGION,UGELRWBP00,2034,0.445
REGION,UGELRWBP00,2035,0.445
REGION,UGELRWBP00,2036,0.445
REGION,UGELRWBP00,2037,0.445
REGION,UGELRWBP00,2038,0.445
REGION,UGELRWBP00,2039,0.445
REGION,UGELRWBP00,2040,0.445
REGION,UGELRWBP00,2041,0.445
REGION,UGELRWBP00,2042,0.445
REGION,UGELRWBP00,2043,0.445
REGION,UGELRWBP00,2044,0.445
REGION,UGELRWBP00,2045,0.445
REGION,UGELRWBP00,2046,0.445
REGION,UGELRWBP00,2047,0.445
REGION,UGELRWBP00,2048,0.445
REGION,UGELRWBP00,2049,0.445
REGION,UGELRWBP00,2050,0.445
REGION,UGELRWBP00,2051,0.445
REGION,UGELRWBP00,2052,0.445
REGION,UGELRWBP00,2053,0.445
REGION,UGELRWBP00,2054,0.445
REGION,UGELRWBP00,2055,0.445
REGION,UGELRWBP00,2056,0.445
REGION,UGELRWBP00,2057,0.445
REGION,UGELRWBP00,2058,0.445
REGION,UGELRWBP00,2059,0.445
REGION,UGELRWBP00,2060,0.445
REGION,UGELRWBP00,2061,0.445
REGION,UGELRWBP00,2062,0.445
REGION,UGELRWBP00,2063,0.445
REGION,UGELRWBP00,2064,0.445
REGION,UGELRWBP00,2065,0.445
REGION,UGELRWBP00,2066,0.445
REGION,UGELRWBP00,2067,0.445
REGION,UGELRWBP00,2068,0.445
REGION,UGELRWBP00,2069,0.445
REGION,UGELRWBP00,2070,0.445
REGION,UGELTZBP00,2015,0.07
REGION,UGELTZBP00,2016,0.07
REGION,UGELTZBP00,2017,0.07
REGION,UGELTZBP00,2018,0.07
REGION,UGELTZBP00,2019,0.07
REGION,UGELTZBP00,2020,0.07
REGION,UGELTZBP00,2021,0.07
REGION,UGELTZBP00,2022,0.07
REGION,UGELTZBP00,2023,0.07
REGION,UGELTZBP00,2024,0.07
REGION,UGELTZBP00,2025,0.07
REGION,UGELTZBP00,2026,0.07
REGION,UGELTZBP00,2027,0.07
REGION,UGELTZBP00,2028,0.07
REGION,UGELTZBP00,2029,0.07
REGION,UGELTZBP00,2030,0.07
REGION,UGELTZBP00,2031,0.07
REGION,UGELTZBP00,2032,0.07
REGION,UGELTZBP00,2033,0.07
REGION,UGELTZBP00,2034,0.07
REGION,UGELTZBP00,2035,0.07
REGION,UGELTZBP00,2036,0.07
REGION,UGELTZBP00,2037,0.07
REGION,UGELTZBP00,2038,0.07
REGION,UGELTZBP00,2039,0.07
REGION,UGELTZBP00,2040,0.189547312391888
REGION,UGELTZBP00,2041,0.230140980547597
REGION,UGELTZBP00,2042,0.430140980547597
REGION,UGELTZBP00,2043,0.630140980547597
REGION,UGELTZBP00,2044,0.830140980547597
REGION,UGELTZBP00,2045,1.0301409805476
REGION,UGELTZBP00,2046,1.2301409805476
REGION,UGELTZBP00,2047,1.4301409805476
REGION,UGELTZBP00,2048,1.6301409805476
REGION,UGELTZBP00,2049,1.8301409805476
REGION,UGELTZBP00,2050,2.0301409805476
REGION,UGELTZBP00,2051,2.2301409805476
REGION,UGELTZBP00,2052,2.4301409805476
REGION,UGELTZBP00,2053,2.6301409805476
REGION,UGELTZBP00,2054,2.8301409805476
REGION,UGELTZBP00,2055,3.0301409805476
REGION,UGELTZBP00,2056,3.2301409805476
REGION,UGELTZBP00,2057,3.4301409805476
REGION,UGELTZBP00,2058,3.6301409805476
REGION,UGELTZBP00,2059,3.8301409805476
REGION,UGELTZBP00,2060,3.8301409805476
REGION,UGELTZBP00,2061,4.0301409805476
REGION,UGELTZBP00,2062,4.2301409805476
REGION,UGELTZBP00,2063,4.4301409805476
REGION,UGELTZBP00,2064,4.6301409805476
REGION,UGELTZBP00,2065,4.8301409805476
REGION,UGELTZBP00,2066,5.0301409805476
REGION,UGELTZBP00,2067,5.2301409805476
REGION,UGELTZBP00,2068,5.4301409805476
REGION,UGELTZBP00,2069,5.6301409805476
REGION,UGELTZBP00,2070,5.8301409805476
REGION,UGETHANOLX,2070,999999999.0
REGION,UGFW00P00X,2015,999999999.0
REGION,UGFW00P00X,2016,999999999.0
REGION,UGFW00P00X,2017,999999999.0
REGION,UGFW00P00X,2018,999999999.0
REGION,UGFW00P00X,2019,999999999.0
REGION,UGFW00P00X,2020,999999999.0
REGION,UGFW00P00X,2021,999999999.0
REGION,UGFW00P00X,2022,999999999.0
REGION,UGFW00P00X,2023,999999999.0
REGION,UGFW00P00X,2024,999999999.0
REGION,UGFW00P00X,2025,999999999.0
REGION,UGFW00P00X,2026,999999999.0
REGION,UGFW00P00X,2027,999999999.0
REGION,UGFW00P00X,2028,999999999.0
REGION,UGFW00P00X,2029,999999999.0
REGION,UGFW00P00X,2030,999999999.0
REGION,UGFW00P00X,2031,999999999.0
REGION,UGFW00P00X,2032,999999999.0
REGION,UGFW00P00X,2033,999999999.0
REGION,UGFW00P00X,2034,999999999.0
REGION,UGFW00P00X,2035,999999999.0
REGION,UGFW00P00X,2036,999999999.0
REGION,UGFW00P00X,2037,999999999.0
REGION,UGFW00P00X,2038,999999999.0
REGION,UGFW00P00X,2039,999999999.0
REGION,UGFW00P00X,2040,999999999.0
REGION,UGFW00P00X,2041,999999999.0
REGION,UGFW00P00X,2042,999999999.0
REGION,UGFW00P00X,2043,999999999.0
REGION,UGFW00P00X,2044,999999999.0
REGION,UGFW00P00X,2045,999999999.0
REGION,UGFW00P00X,2046,999999999.0
REGION,UGFW00P00X,2047,999999999.0
REGION,UGFW00P00X,2048,999999999.0
REGION,UGFW00P00X,2049,999999999.0
REGION,UGFW00P00X,2050,999999999.0
REGION,UGFW00P00X,2051,999999999.0
REGION,UGFW00P00X,2052,999999999.0
REGION,UGFW00P00X,2053,999999999.0
REGION,UGFW00P00X,2054,999999999.0
REGION,UGFW00P00X,2055,999999999.0
REGION,UGFW00P00X,2056,999999999.0
REGION,UGFW00P00X,2057,999999999.0
REGION,UGFW00P00X,2058,999999999.0
REGION,UGFW00P00X,2059,999999999.0
REGION,UGFW00P00X,2060,999999999.0
REGION,UGFW00P00X,2061,999999999.0
REGION,UGFW00P00X,2062,999999999.0
REGION,UGFW00P00X,2063,999999999.0
REGION,UGFW00P00X,2064,999999999.0
REGION,UGFW00P00X,2065,999999999.0
REGION,UGFW00P00X,2066,999999999.0
REGION,UGFW00P00X,2067,999999999.0
REGION,UGFW00P00X,2068,999999999.0
REGION,UGFW00P00X,2069,999999999.0
REGION,UGFW00P00X,2070,999999999.0
REGION,UGGOCVP02N,2028,0.0499999999999999
REGION,UGGOCVP02N,2029,0.15
REGION,UGGOCVP02N,2030,0.25
REGION,UGGOCVP02N,2031,0.35
REGION,UGGOCVP02N,2032,0.45
REGION,UGGOCVP02N,2033,0.45
REGION,UGGOCVP02N,2034,0.45
REGION,UGGOCVP02N,2035,0.45
REGION,UGGOCVP02N,2036,0.45
REGION,UGGOCVP02N,2037,0.45
REGION,UGGOCVP02N,2038,0.45
REGION,UGGOCVP02N,2039,0.45
REGION,UGGOCVP02N,2040,0.45
REGION,UGGOCVP02N,2041,0.45
REGION,UGGOCVP02N,2042,0.45
REGION,UGGOCVP02N,2043,0.45
REGION,UGGOCVP02N,2044,0.45
REGION,UGGOCVP02N,2045,0.45
REGION,UGGOCVP02N,2046,0.45
REGION,UGGOCVP02N,2047,0.45
REGION,UGGOCVP02N,2048,0.45
REGION,UGGOCVP02N,2049,0.45
REGION,UGGOCVP02N,2050,0.45
REGION,UGGOCVP02N,2051,0.45
REGION,UGGOCVP02N,2052,0.45
REGION,UGGOCVP02N,2053,0.45
REGION,UGGOCVP02N,2054,0.45
REGION,UGGOCVP02N,2055,0.45
REGION,UGGOCVP02N,2056,0.45
REGION,UGGOCVP02N,2057,0.45
REGION,UGGOCVP02N,2058,0.45
REGION,UGGOCVP02N,2059,0.45
REGION,UGGOCVP02N,2060,0.45
REGION,UGGOCVP02N,2061,0.45
REGION,UGGOCVP02N,2062,0.45
REGION,UGGOCVP02N,2063,0.45
REGION,UGGOCVP02N,2064,0.45
REGION,UGGOCVP02N,2065,0.45
REGION,UGGOCVP02N,2066,0.45
REGION,UGGOCVP02N,2067,0.45
REGION,UGGOCVP02N,2068,0.45
REGION,UGGOCVP02N,2069,0.45
REGION,UGGOCVP02N,2070,0.45
REGION,UGGOCVP02O,2070,0.0
REGION,UGHE00T00X,2070,0.0
REGION,UGHF00I00X,2015,8.2201443845625
REGION,UGHF00I00X,2016,18.5950748696966
REGION,UGHF00I00X,2017,23.8656952504927
REGION,UGHF00I00X,2018,23.8656952504927
REGION,UGHF00I00X,2019,23.8656952504927
REGION,UGHF00I00X,2020,25.0639569389552
REGION,UGHF00I00X,2021,25.0639569389552
REGION,UGHF00I00X,2022,25.3250606362562
REGION,UGHF00I00X,2023,25.3250606362562
REGION,UGHF00I00X,2024,25.3250606362562
REGION,UGHF00I00X,2025,25.3250606362562
REGION,UGHF00I00X,2026,25.3250606362562
REGION,UGHF00I00X,2027,25.3250606362562
REGION,UGHF00I00X,2028,25.3250606362562
REGION,UGHF00I00X,2029,25.3250606362562
REGION,UGHF00I00X,2030,25.3250606362562
REGION,UGHF00I00X,2031,25.3250606362562
REGION,UGHF00I00X,2032,25.3250606362562
REGION,UGHF00I00X,2033,25.3250606362562
REGION,UGHF00I00X,2034,25.3250606362562
REGION,UGHF00I00X,2035,25.3250606362562
REGION,UGHF00I00X,2036,25.3250606362562
REGION,UGHF00I00X,2037,25.3250606362562
REGION,UGHF00I00X,2038,25.3250606362562
REGION,UGHF00I00X,2039,25.3250606362562
REGION,UGHF00I00X,2040,25.3250606362562
REGION,UGHF00I00X,2041,25.3250606362562
REGION,UGHF00I00X,2042,25.3250606362562
REGION,UGHF00I00X,2043,25.3250606362562
REGION,UGHF00I00X,2044,25.3250606362562
REGION,UGHF00I00X,2045,25.3250606362562
REGION,UGHF00I00X,2046,25.3250606362562
REGION,UGHF00I00X,2047,25.3250606362562
REGION,UGHF00I00X,2048,25.3250606362562
REGION,UGHF00I00X,2049,25.3250606362562
REGION,UGHF00I00X,2050,25.3250606362562
REGION,UGHF00I00X,2051,25.3250606362562
REGION,UGHF00I00X,2052,25.3250606362562
REGION,UGHF00I00X,2053,25.3250606362562
REGION,UGHF00I00X,2054,25.3250606362562
REGION,UGHF00I00X,2055,25.3250606362562
REGION,UGHF00I00X,2056,25.3250606362562
REGION,UGHF00I00X,2057,25.3250606362562
REGION,UGHF00I00X,2058,25.3250606362562
REGION,UGHF00I00X,2059,25.3250606362562
REGION,UGHF00I00X,2060,25.3250606362562
REGION,UGHF00I00X,2061,25.3250606362562
REGION,UGHF00I00X,2062,25.3250606362562
REGION,UGHF00I00X,2063,25.3250606362562
REGION,UGHF00I00X,2064,25.3250606362562
REGION,UGHF00I00X,2065,25.3250606362562
REGION,UGHF00I00X,2066,25.3250606362562
REGION,UGHF00I00X,2067,25.3250606362562
REGION,UGHF00I00X,2068,25.3250606362562
REGION,UGHF00I00X,2069,25.3250606362562
REGION,UGHF00I00X,2070,999999999.0
REGION,UGHF00P00X,2015,8.22014438456249
REGION,UGHF00P00X,2016,8.22014438456249
REGION,UGHF00P00X,2017,10.6299324322069
REGION,UGHF00P00X,2018,10.6299324322069
REGION,UGHF00P00X,2019,10.6299324322069
REGION,UGHF00P00X,2020,13.1259265624043
REGION,UGHF00P00X,2021,13.412874099799
REGION,UGHF00P00X,2022,13.412874099799
REGION,UGHF00P00X,2023,13.412874099799
REGION,UGHF00P00X,2024,13.412874099799
REGION,UGHF00P00X,2025,13.412874099799
REGION,UGHF00P00X,2026,13.412874099799
REGION,UGHF00P00X,2027,13.412874099799
REGION,UGHF00P00X,2028,13.8356372571698
REGION,UGHF00P00X,2029,14.7661264561095
REGION,UGHF00P00X,2030,14.7661264561095
REGION,UGHF00P00X,2031,18.0923932534629
REGION,UGHF00P00X,2032,18.0923932534629
REGION,UGHF00P00X,2033,18.0923932534629
REGION,UGHF00P00X,2034,18.0923932534629
REGION,UGHF00P00X,2035,18.0923932534629
REGION,UGHF00P00X,2036,18.656854954686
REGION,UGHF00P00X,2037,19.0248190543746
REGION,UGHF00P00X,2038,19.8720107669664
REGION,UGHF00P00X,2039,20.6962126666425
REGION,UGHF00P00X,2040,21.2535289836603
REGION,UGHF00P00X,2041,21.8722978268816
REGION,UGHF00P00X,2042,22.5100245064703
REGION,UGHF00P00X,2043,23.1672664810371
REGION,UGHF00P00X,2044,23.8445849580453
REGION,UGHF00P00X,2045,24.5425473519438
REGION,UGHF00P00X,2046,25.2712584715809
REGION,UGHF00P00X,2047,26.0216209072144
REGION,UGHF00P00X,2048,26.7942059474274
REGION,UGHF00P00X,2049,27.5895700671722
REGION,UGHF00P00X,2050,28.4082946012362
REGION,UGHF00P00X,2051,29.1049701981385
REGION,UGHF00P00X,2052,29.8185154681797
REGION,UGHF00P00X,2053,30.5492176928561
REGION,UGHF00P00X,2054,31.2973468877178
REGION,UGHF00P00X,2055,32.0632231390336
REGION,UGHF00P00X,2056,32.8472461252862
REGION,UGHF00P00X,2057,33.6498591585275
REGION,UGHF00P00X,2058,34.4714868444067
REGION,UGHF00P00X,2059,35.3125718426507
REGION,UGHF00P00X,2060,36.1735814777405
REGION,UGHF00P00X,2061,36.9317265518181
REGION,UGHF00P00X,2062,37.7052110001336
REGION,UGHF00P00X,2063,38.4944083914844
REGION,UGHF00P00X,2064,39.2997102942394
REGION,UGHF00P00X,2065,40.1215047674073
REGION,UGHF00P00X,2066,40.960147034582
REGION,UGHF00P00X,2067,41.8159897039925
REGION,UGHF00P00X,2068,42.6894103374738
REGION,UGHF00P00X,2069,43.5807962026957
REGION,UGHF00P00X,2070,999999999.0
REGION,UGHFGCP01N,2070,0.0
REGION,UGHFGCP01O,2070,0.0
REGION,UGHFGCP02N,2070,0.0
REGION,UGHFGCP02O,2015,0.172819
REGION,UGHFGCP02O,2016,0.172819
REGION,UGHFGCP02O,2017,0.172819
REGION,UGHFGCP02O,2018,0.172819
REGION,UGHFGCP02O,2019,0.172819
REGION,UGHFGCP02O,2020,0.172819
REGION,UGHFGCP02O,2021,0.16417805
REGION,UGHFGCP02O,2022,0.1555371
REGION,UGHFGCP02O,2023,0.14689615
REGION,UGHFGCP02O,2024,0.1382552
REGION,UGHFGCP02O,2025,0.12961425
REGION,UGHFGCP02O,2026,0.1209733
REGION,UGHFGCP02O,2027,0.11233235
REGION,UGHFGCP02O,2028,0.1036914
REGION,UGHFGCP02O,2029,0.09505045
REGION,UGHFGCP02O,2030,0.0864095
REGION,UGHFGCP02O,2031,0.07776855
REGION,UGHFGCP02O,2032,0.0691276
REGION,UGHFGCP02O,2033,0.06048665
REGION,UGHFGCP02O,2034,0.0518457
REGION,UGHFGCP02O,2035,0.04320475
REGION,UGHFGCP02O,2036,0.0345638
REGION,UGHFGCP02O,2037,0.02592285
REGION,UGHFGCP02O,2038,0.0172819
REGION,UGHFGCP02O,2039,0.00864095
REGION,UGHFGCP02O,2070,0.0
REGION,UGHFGCP03N,2070,0.0
REGION,UGHFGCP03O,2070,0.0
REGION,UGHFGCP04N,2070,0.0
REGION,UGHFGCP04O,2070,0.0
REGION,UGHYDMS01X,2015,0.066401
REGION,UGHYDMS01X,2016,0.066401
REGION,UGHYDMS01X,2017,0.066401
REGION,UGHYDMS01X,2018,0.082901
REGION,UGHYDMS01X,2019,0.082901
REGION,UGHYDMS01X,2020,0.098751
REGION,UGHYDMS01X,2021,0.098751
REGION,UGHYDMS01X,2022,0.098751
REGION,UGHYDMS01X,2023,0.098751
REGION,UGHYDMS01X,2024,0.098751
REGION,UGHYDMS01X,2025,0.104151
REGION,UGHYDMS01X,2026,0.104151
REGION,UGHYDMS01X,2027,0.104151
REGION,UGHYDMS01X,2028,0.104151
REGION,UGHYDMS01X,2029,0.104151
REGION,UGHYDMS01X,2030,0.104151
REGION,UGHYDMS01X,2031,0.104151
REGION,UGHYDMS01X,2032,0.104151
REGION,UGHYDMS01X,2033,0.104151
REGION,UGHYDMS01X,2034,0.104151
REGION,UGHYDMS01X,2035,0.104151
REGION,UGHYDMS01X,2036,0.104151
REGION,UGHYDMS01X,2037,0.104151
REGION,UGHYDMS01X,2038,0.104151
REGION,UGHYDMS01X,2039,0.104151
REGION,UGHYDMS01X,2040,0.104151
REGION,UGHYDMS01X,2041,0.104151
REGION,UGHYDMS01X,2042,0.104151
REGION,UGHYDMS01X,2043,0.104151
REGION,UGHYDMS01X,2044,0.104151
REGION,UGHYDMS01X,2045,0.104151
REGION,UGHYDMS01X,2046,0.104151
REGION,UGHYDMS01X,2047,0.104151
REGION,UGHYDMS01X,2048,0.104151
REGION,UGHYDMS01X,2049,0.104151
REGION,UGHYDMS01X,2050,0.104151
REGION,UGHYDMS01X,2051,0.104151
REGION,UGHYDMS01X,2052,0.104151
REGION,UGHYDMS01X,2053,0.104151
REGION,UGHYDMS01X,2054,0.104151
REGION,UGHYDMS01X,2055,0.104151
REGION,UGHYDMS01X,2056,0.104151
REGION,UGHYDMS01X,2057,0.104151
REGION,UGHYDMS01X,2058,0.104151
REGION,UGHYDMS01X,2059,0.104151
REGION,UGHYDMS01X,2060,0.104151
REGION,UGHYDMS01X,2061,0.104151
REGION,UGHYDMS01X,2062,0.104151
REGION,UGHYDMS01X,2063,0.104151
REGION,UGHYDMS01X,2064,0.104151
REGION,UGHYDMS01X,2065,0.104151
REGION,UGHYDMS01X,2066,0.104151
REGION,UGHYDMS01X,2067,0.104151
REGION,UGHYDMS01X,2068,0.104151
REGION,UGHYDMS01X,2069,0.104151
REGION,UGHYDMS01X,2070,0.104151
REGION,UGHYDMS02X,2044,0.140663217530083
REGION,UGHYDMS02X,2045,0.25
REGION,UGHYDMS02X,2046,0.25
REGION,UGHYDMS02X,2047,0.5
REGION,UGHYDMS02X,2048,0.5
REGION,UGHYDMS02X,2049,0.5
REGION,UGHYDMS02X,2050,0.5
REGION,UGHYDMS02X,2051,0.5
REGION,UGHYDMS02X,2052,0.5
REGION,UGHYDMS02X,2053,0.5
REGION,UGHYDMS02X,2054,0.5
REGION,UGHYDMS02X,2055,0.5
REGION,UGHYDMS02X,2056,0.5
REGION,UGHYDMS02X,2057,0.5
REGION,UGHYDMS02X,2058,0.5
REGION,UGHYDMS02X,2059,0.5
REGION,UGHYDMS02X,2060,0.5
REGION,UGHYDMS02X,2061,0.5
REGION,UGHYDMS02X,2062,0.5
REGION,UGHYDMS02X,2063,0.5
REGION,UGHYDMS02X,2064,0.5
REGION,UGHYDMS02X,2065,0.5
REGION,UGHYDMS02X,2066,0.5
REGION,UGHYDMS02X,2067,0.5
REGION,UGHYDMS02X,2068,0.5
REGION,UGHYDMS02X,2069,0.5
REGION,UGHYDMS02X,2070,0.5
REGION,UGHYDMS03X,2015,0.64
REGION,UGHYDMS03X,2016,0.64
REGION,UGHYDMS03X,2017,0.64
REGION,UGHYDMS03X,2018,0.64
REGION,UGHYDMS03X,2019,1.4232
REGION,UGHYDMS03X,2020,1.4232
REGION,UGHYDMS03X,2021,1.4232
REGION,UGHYDMS03X,2022,1.4232
REGION,UGHYDMS03X,2023,1.4232
REGION,UGHYDMS03X,2024,1.4232
REGION,UGHYDMS03X,2025,1.4232
REGION,UGHYDMS03X,2026,1.4232
REGION,UGHYDMS03X,2027,1.4232
REGION,UGHYDMS03X,2028,1.4232
REGION,UGHYDMS03X,2029,1.4232
REGION,UGHYDMS03X,2030,1.4232
REGION,UGHYDMS03X,2031,1.4232
REGION,UGHYDMS03X,2032,1.4232
REGION,UGHYDMS03X,2033,1.4232
REGION,UGHYDMS03X,2034,1.4232
REGION,UGHYDMS03X,2035,1.4232
REGION,UGHYDMS03X,2036,1.4232
REGION,UGHYDMS03X,2037,1.67988895380869
REGION,UGHYDMS03X,2038,2.11949271215178
REGION,UGHYDMS03X,2039,2.54721042244376
REGION,UGHYDMS03X,2040,3.00739532920559
