r,t,y,NewCapacity
REGION,ETHF00P00X,2034,0.204443823404026
REGION,ETHF00P00X,2035,0.298062230761
REGION,ETHF00P00X,2036,0.234650654151108
REGION,ETHF00P00X,2037,0.230939169422797
REGION,ETHF00P00X,2038,0.242711491873884
REGION,ETHF00P00X,2039,0.251731160345003
REGION,ETHF00P00X,2040,0.255443187376115
REGION,ETHF00P00X,2041,0.200282793775353
REGION,ETHF00P00X,2042,0.204407582604179
REGION,ETHF00P00X,2043,0.208588034591421
REGION,ETHF00P00X,2044,0.213537296103194
REGION,ETHF00P00X,2045,0.218321578052734
REGION,ETHF00P00X,2046,0.223162037870211
REGION,ETHF00P00X,2047,0.228174802789779
REGION,ETHF00P00X,2048,0.233293768221046
REGION,ETHF00P00X,2049,0.238506779354424
REGION,ETHF00P00X,2050,0.243808660216306
REGION,ETHF00P00X,2051,0.193283943710949
REGION,ETHF00P00X,2052,0.196508834882923
REGION,ETHF00P00X,2053,0.199714332018711
REGION,ETHF00P00X,2054,0.202884352342512
REGION,ETHF00P00X,2055,0.206395974087715
REGION,ETHF00P00X,2056,0.208827933130196
REGION,ETHF00P00X,2057,0.212373321443615
REGION,ETHF00P00X,2058,0.2155388643657
REGION,ETHF00P00X,2059,0.218683506174752
REGION,ETHF00P00X,2060,0.221824896793631
REGION,ETHF00P00X,2061,0.180937057806723
REGION,ETHF00P00X,2062,0.182782984857472
REGION,ETHF00P00X,2063,0.18464402908067
REGION,ETHF00P00X,2064,0.18652877405902
REGION,ETHF00P00X,2065,0.188445518974863
REGION,ETHF00P00X,2066,0.19039431099023
REGION,ETHF00P00X,2067,0.192390928380082
REGION,ETHF00P00X,2068,0.194458953722076
REGION,ETHF00P00X,2069,0.196610628579066
REGION,ETHF00P00X,2070,999999984.284329
REGION,ETHFGCP01N,2070,0.0
REGION,ETHFGCP01O,2070,0.0
REGION,ETHFGCP02N,2070,0.0
REGION,ETHFGCP02O,2070,0.0
REGION,ETHFGCP03N,2070,0.0
REGION,ETHFGCP03O,2070,0.0
REGION,ETHFGCP04N,2070,0.0
REGION,ETHFGCP04O,2070,0.0
REGION,ETHYDMS01X,2016,0.0066
REGION,ETHYDMS01X,2070,0.0
REGION,ETHYDMS02X,2070,0.0
REGION,ETHYDMS03X,2015,0.422
REGION,ETHYDMS03X,2017,1.87
REGION,ETHYDMS03X,2019,0.2541
REGION,ETHYDMS03X,2020,0.75
REGION,ETHYDMS03X,2021,1.08
REGION,ETHYDMS03X,2022,1.08
REGION,ETHYDMS03X,2023,2.625
REGION,ETHYDMS03X,2024,2.625
REGION,ETHYDMS03X,2070,0.0
REGION,ETLF00I00X,2015,151.145936344899
REGION,ETLF00I00X,2016,98.9287066161253
REGION,ETLF00I00X,2017,36.7706364503455
REGION,ETLF00I00X,2018,35.7953829184825
REGION,ETLF00I00X,2019,45.1885912127706
REGION,ETLF00I00X,2054,999999631.170746
REGION,ETLF00I00X,2070,0.0
REGION,ETLF00P00X,2015,144.496831690168
REGION,ETLF00P00X,2016,105.577811270857
REGION,ETLF00P00X,2017,36.7706364503455
REGION,ETLF00P00X,2018,35.7953829184825
REGION,ETLF00P00X,2019,42.8056863489599
REGION,ETLF00P00X,2035,3.27102530014791
REGION,ETLF00P00X,2036,11.1519462533915
REGION,ETLF00P00X,2037,23.2619534833449
REGION,ETLF00P00X,2039,12.1395837101037
REGION,ETLF00P00X,2040,12.4991881183735
REGION,ETLF00P00X,2041,9.81136072325942
REGION,ETLF00P00X,2042,10.0198262549751
REGION,ETLF00P00X,2043,20.7003107314548
REGION,ETLF00P00X,2045,10.6977573245814
REGION,ETLF00P00X,2046,33.5468998351702
REGION,ETLF00P00X,2049,11.6868321883704
REGION,ETLF00P00X,2050,11.9466243506031
REGION,ETLF00P00X,2051,9.4709132418326
REGION,ETLF00P00X,2052,9.62893290926629
REGION,ETLF00P00X,2053,9.78600226891472
REGION,ETLF00P00X,2054,9.94133326478011
REGION,ETLF00P00X,2055,10.0955178212348
REGION,ETLF00P00X,2056,10.2504536324467
REGION,ETLF00P00X,2057,10.4062927507345
REGION,ETLF00P00X,2058,10.561404353919
REGION,ETLF00P00X,2059,10.715491802562
REGION,ETLF00P00X,2060,10.8694199428866
REGION,ETLF00P00X,2061,8.86591583253095
REGION,ETLF00P00X,2062,8.95636625801755
REGION,ETLF00P00X,2063,9.04755742495071
REGION,ETLF00P00X,2064,9.13990992889549
REGION,ETLF00P00X,2065,9.23383042976339
REGION,ETLF00P00X,2066,9.32932123852317
REGION,ETLF00P00X,2067,9.42715549061429
REGION,ETLF00P00X,2068,9.5284887323885
REGION,ETLF00P00X,2069,9.63392080038321
REGION,ETLF00P00X,2070,999999277.932115
REGION,ETLFRCFURX,2070,0.0
REGION,ETLFRCP01N,2070,0.0
REGION,ETLFRCP01O,2070,0.0
REGION,ETLFRCP02N,2070,0.0
REGION,ETLFRCP02O,2070,0.0
REGION,ETLFRCP03N,2070,0.0
REGION,ETLFRCP03O,2070,0.0
REGION,ETLFRCP04N,2070,0.0
REGION,ETLFRCP04O,2070,0.0
REGION,ETNG00ELGX,2070,0.0
REGION,ETNG00ILGX,2070,0.0
REGION,ETNG00P00X,2070,999999999.0
REGION,ETNG00X00X,2019,0.379146476129278
REGION,ETNG00X00X,2020,2.87085352387072
REGION,ETNG00X00X,2030,1.77788799031289
REGION,ETNG00X00X,2033,1.34237983464955
REGION,ETNG00X00X,2035,0.502318932632556
REGION,ETNG00X00X,2039,7.74856726784729
REGION,ETNG00X00X,2041,22.4036810872057
REGION,ETNG00X00X,2047,4.30843006688561
REGION,ETNG00X00X,2048,42.7730734793366
REGION,ETNG00X00X,2049,11.599725780083
REGION,ETNG00X00X,2050,32.0405674828201
REGION,ETNG00X00X,2051,5.48590053731056
REGION,ETNG00X00X,2052,6.00381519058317
REGION,ETNG00X00X,2053,3.73973144813408
REGION,ETNG00X00X,2055,21.0511809030558
REGION,ETNG00X00X,2056,13.6428339823963
REGION,ETNG00X00X,2058,11.4278528046665
REGION,ETNG00X00X,2059,45.8199447299919
REGION,ETNG00X00X,2063,7.69825470162755
REGION,ETNG00X00X,2065,14.4756392347929
REGION,ETNG00X00X,2066,7.84506013906878
REGION,ETNG00X00X,2067,0.691806232940394
REGION,ETNG00X00X,2069,1.31650978438478
REGION,ETNG00X00X,2070,999999738.927425
REGION,ETNGCCC01N,2070,0.0
REGION,ETNGCCC02N,2070,0.0
REGION,ETNGCCC03N,2070,0.0
REGION,ETNGCCC04N,2070,0.0
REGION,ETNGCCP01N,2070,0.0
REGION,ETNGCCP01O,2070,0.0
REGION,ETNGCCP02N,2034,0.0625235829105705
REGION,ETNGCCP02N,2038,0.0105542262073375
REGION,ETNGCCP02N,2040,0.157077677326001
REGION,ETNGCCP02N,2043,0.0727328863951166
REGION,ETNGCCP02N,2044,0.17399315593506
REGION,ETNGCCP02N,2045,0.212427792931608
REGION,ETNGCCP02N,2047,0.0904999730407663
REGION,ETNGCCP02N,2048,0.322811123341517
REGION,ETNGCCP02N,2049,0.0898692912356243
REGION,ETNGCCP02N,2050,0.461485525962731
REGION,ETNGCCP02N,2051,0.08326439049984
REGION,ETNGCCP02N,2053,0.0850891574540986
REGION,ETNGCCP02N,2055,0.143336616138591
REGION,ETNGCCP02N,2065,0.245868833923222
REGION,ETNGCCP02N,2070,0.00212195790258728
REGION,ETNGCCP02O,2070,0.0
REGION,ETNGCCP03N,2070,0.0
REGION,ETNGCCP03O,2070,0.0
REGION,ETNGCCP04N,2070,0.0
REGION,ETNGCCP04O,2070,0.0
REGION,ETNGDJBP00,2021,3.25
REGION,ETNGDJBP00,2070,0.0
REGION,ETNGGCP01N,2048,0.389395034745349
REGION,ETNGGCP01N,2049,0.107421018429323
REGION,ETNGGCP01N,2050,0.14315824300295
REGION,ETNGGCP01N,2051,0.025968740380719
REGION,ETNGGCP01N,2052,0.0929981041598452
REGION,ETNGGCP01N,2055,0.172887572882624
REGION,ETNGGCP01N,2056,0.0686543911098954
REGION,ETNGGCP01N,2057,0.148756691946411
REGION,ETNGGCP01N,2058,0.179411218579058
REGION,ETNGGCP01N,2059,0.210791325715571
REGION,ETNGGCP01N,2060,0.24305906372361
REGION,ETNGGCP01N,2061,0.219890628556886
REGION,ETNGGCP01N,2062,0.0611172187500451
REGION,ETNGGCP01N,2063,0.130042073404853
REGION,ETNGGCP01N,2065,0.136192928895409
REGION,ETNGGCP01N,2066,0.134932402235846
REGION,ETNGGCP01N,2067,0.0240385617094177
REGION,ETNGGCP01N,2069,0.0339990729431907
REGION,ETNGGCP01N,2070,0.176575199002187
REGION,ETNGGCP01O,2070,0.0
REGION,ETNGGCP02N,2070,0.0
REGION,ETNGGCP02O,2070,0.0
REGION,ETNGGCP03N,2070,0.0
REGION,ETNGGCP03O,2070,0.0
REGION,ETNGGCP04N,2070,0.0
REGION,ETNGGCP04O,2070,0.0
REGION,ETNPCHA00X,2070,0.0
REGION,ETNULWP04N,2070,0.0
REGION,ETNULWP04O,2070,0.0
REGION,ETSOC1P00X,2070,0.0
REGION,ETSOC2P00X,2070,0.0
REGION,ETSOLAR00X,2015,0.1040247140736
REGION,ETSOLAR00X,2016,0.03071595888
REGION,ETSOLAR00X,2032,1.59342725610323
REGION,ETSOLAR00X,2035,15.3430514839844
REGION,ETSOLAR00X,2036,15.3328128310243
REGION,ETSOLAR00X,2037,15.3430514839843
REGION,ETSOLAR00X,2038,15.3532901369444
REGION,ETSOLAR00X,2039,15.3532901369443
REGION,ETSOLAR00X,2040,42.03550896248
REGION,ETSOLAR00X,2042,19.055813782426
REGION,ETSOLAR00X,2043,40.1607436229841
REGION,ETSOLAR00X,2045,23.5278123925617
REGION,ETSOLAR00X,2046,23.5175000970779
REGION,ETSOLAR00X,2047,30.7159588800001
REGION,ETSOLAR00X,2048,30.7159588799999
REGION,ETSOLAR00X,2049,30.7159588800001
REGION,ETSOLAR00X,2050,152.971450595702
REGION,ETSOLAR00X,2055,22.05410592
REGION,ETSOLAR00X,2056,44.1082118399999
REGION,ETSOLAR00X,2058,44.10821184
REGION,ETSOLAR00X,2060,67.4084231614937
REGION,ETSOLAR00X,2064,18.3999372706166
REGION,ETSOLAR00X,2065,13.8842729674382
REGION,ETSOLAR00X,2066,33.982964702922
REGION,ETSOLAR00X,2070,6.69612647999998
REGION,ETSOU1P03X,2066,0.532688117557331
REGION,ETSOU1P03X,2067,3.0
REGION,ETSOU1P03X,2068,3.0
REGION,ETSOU1P03X,2069,3.0
REGION,ETSOU1P03X,2070,3.0
REGION,ETSOV1F01X,2015,0.001
REGION,ETSOV1F01X,2016,0.002
REGION,ETSOV1F01X,2017,0.001
REGION,ETSOV1F01X,2034,0.162498602935209
REGION,ETSOV1F01X,2035,1.5
REGION,ETSOV1F01X,2036,1.5
REGION,ETSOV1F01X,2037,1.5
REGION,ETSOV1F01X,2038,1.5
REGION,ETSOV1F01X,2039,1.5
REGION,ETSOV1F01X,2040,1.5
REGION,ETSOV1F01X,2041,2.60557024705329
REGION,ETSOV1F01X,2042,1.86116414501718
REGION,ETSOV1F01X,2043,2.06556425110053
REGION,ETSOV1F01X,2044,1.85689935616135
REGION,ETSOV1F01X,2045,2.29794021581543
REGION,ETSOV1F01X,2046,2.29693302321655
REGION,ETSOV1F01X,2047,3.0
REGION,ETSOV1F01X,2048,3.0
REGION,ETSOV1F01X,2049,3.0
REGION,ETSOV1F01X,2050,3.0
REGION,ETSOV1F01X,2051,2.68576177424571
REGION,ETSOV1F01X,2052,2.86647483663263
REGION,ETSOV1F01X,2053,3.0
REGION,ETSOV1F01X,2054,3.0
REGION,ETSOV1F01X,2055,3.0
REGION,ETSOV1F01X,2056,3.0
REGION,ETSOV1F01X,2057,3.0
REGION,ETSOV1F01X,2058,3.0
REGION,ETSOV1F01X,2059,3.0
REGION,ETSOV1F01X,2060,3.0
REGION,ETSOV1F01X,2061,3.0
REGION,ETSOV1F01X,2062,3.0
REGION,ETSOV1F01X,2063,3.0
REGION,ETSOV1F01X,2064,3.0
REGION,ETSOV1F01X,2065,3.0
REGION,ETSOV1F01X,2066,3.0
REGION,ETSOV1F01X,2067,3.0
REGION,ETSOV1F01X,2068,3.0
REGION,ETSOV1F01X,2069,3.0
REGION,ETSOV1F01X,2070,3.0
REGION,ETSOV2F01X,2054,0.42113279699061
REGION,ETSOV2F01X,2055,0.5
REGION,ETSOV2F01X,2056,0.5
REGION,ETSOV2F01X,2057,0.5
REGION,ETSOV2F01X,2058,0.5
REGION,ETSOV2F01X,2059,0.5
REGION,ETSOV2F01X,2060,0.5
REGION,ETSOV2F01X,2061,0.5
REGION,ETSOV2F01X,2062,0.5
REGION,ETSOV2F01X,2063,0.5
REGION,ETSOV2F01X,2064,0.5
REGION,ETSOV2F01X,2065,0.5
REGION,ETSOV2F01X,2066,0.5
REGION,ETSOV2F01X,2067,0.5
REGION,ETSOV2F01X,2068,0.5
REGION,ETSOV2F01X,2069,0.5
REGION,ETSOV2F01X,2070,0.5
REGION,ETUR00I00X,2070,999999999.0
REGION,ETUR00X00X,2070,999999999.0
REGION,ETWA00000X,2015,114.598948859185
REGION,ETWA00000X,2019,0.13674208121941
REGION,ETWA00000X,2070,0.0
REGION,ETWIND000X,2015,4.87448740837006
REGION,ETWIND000X,2070,0.0
REGION,ETWINDP00X,2015,0.151
REGION,ETWINDP00X,2070,0.122530184184773
REGION,ETWINDP01X,2070,0.0
REGION,GABACKSTOP,2070,0.0
REGION,GABIOFUELX,2070,0.0
REGION,GABM00I00X,2070,999999999.0
REGION,GABM00X00X,2015,683.848840389017
REGION,GABM00X00X,2018,46.8111484155363
REGION,GABM00X00X,2022,1429.55695231735
REGION,GABM00X00X,2024,349.780510142937
REGION,GABM00X00X,2031,37.6491676865619
REGION,GABM00X00X,2043,1172.01547955642
REGION,GABM00X00X,2064,719.916011533216
REGION,GABM00X00X,2070,999998107.068509
REGION,GABMCHC01N,2070,0.0
REGION,GABMCHC02N,2070,0.0
REGION,GABMCHC03N,2070,0.0
REGION,GABMCHC04N,2070,0.0
REGION,GABMCHP01N,2070,0.0
REGION,GABMCHP01O,2070,0.0
REGION,GABMCHP02N,2070,0.0
REGION,GABMCHP02O,2070,0.0
REGION,GABMCHP03N,2070,0.0
REGION,GABMCHP03O,2070,0.0
REGION,GABMCHP04N,2070,0.0
REGION,GABMCHP04O,2070,0.0
REGION,GACH00I00X,2070,999999999.0
REGION,GACO00I00X,2050,0.201511060239596
REGION,GACO00I00X,2054,0.0794099981860725
REGION,GACO00I00X,2055,2.47501465621713
REGION,GACO00I00X,2056,1.78399180495731
REGION,GACO00I00X,2057,0.337037413572803
REGION,GACO00I00X,2058,9.28390305996419
REGION,GACO00I00X,2059,9.784679266131
REGION,GACO00I00X,2060,10.3065434363776
REGION,GACO00I00X,2061,6.87538192127816
REGION,GACO00I00X,2062,7.33168659866499
REGION,GACO00I00X,2063,7.45597339285118
REGION,GACO00I00X,2064,8.49549745447617
REGION,GACO00I00X,2065,9.0197391025692
REGION,GACO00I00X,2066,9.24810751843161
REGION,GACO00I00X,2067,9.47423834495522
REGION,GACO00I00X,2068,9.70365044497268
REGION,GACO00I00X,2069,8.7952886855735
REGION,GACO00I00X,2070,999999888.348346
REGION,GACO00P00X,2015,999999999.0
REGION,GACO00P00X,2016,999999999.0
REGION,GACO00P00X,2017,999999999.0
REGION,GACO00P00X,2018,999999999.0
REGION,GACO00P00X,2019,999999999.0
REGION,GACO00P00X,2020,999999999.0
REGION,GACO00P00X,2021,999999999.0
REGION,GACO00P00X,2022,999999999.0
REGION,GACO00P00X,2023,999999999.0
REGION,GACO00P00X,2024,999999999.0
REGION,GACO00P00X,2025,999999999.0
REGION,GACO00P00X,2026,999999999.0
REGION,GACO00P00X,2027,999999999.0
REGION,GACO00P00X,2028,999999999.0
REGION,GACO00P00X,2029,999999999.0
REGION,GACO00P00X,2030,999999999.0
REGION,GACO00P00X,2031,999999999.0
REGION,GACO00P00X,2032,999999999.0
REGION,GACO00P00X,2033,999999999.0
REGION,GACO00P00X,2034,999999999.0
REGION,GACO00P00X,2035,999999999.0
REGION,GACO00P00X,2036,999999999.0
REGION,GACO00P00X,2037,999999999.0
REGION,GACO00P00X,2038,999999999.0
REGION,GACO00P00X,2039,999999999.0
REGION,GACO00P00X,2040,999999999.0
REGION,GACO00P00X,2041,999999999.0
REGION,GACO00P00X,2042,999999999.0
REGION,GACO00P00X,2043,999999999.0
REGION,GACO00P00X,2044,999999999.0
REGION,GACO00P00X,2045,999999999.0
REGION,GACO00P00X,2046,999999999.0
REGION,GACO00P00X,2047,999999999.0
REGION,GACO00P00X,2048,999999999.0
REGION,GACO00P00X,2049,999999999.0
REGION,GACO00P00X,2050,999999999.0
REGION,GACO00P00X,2051,999999999.0
REGION,GACO00P00X,2052,999999999.0
REGION,GACO00P00X,2053,999999999.0
REGION,GACO00P00X,2054,999999999.0
REGION,GACO00P00X,2055,999999999.0
REGION,GACO00P00X,2056,999999999.0
REGION,GACO00P00X,2057,999999999.0
REGION,GACO00P00X,2058,999999999.0
REGION,GACO00P00X,2059,999999999.0
REGION,GACO00P00X,2060,999999999.0
REGION,GACO00P00X,2061,999999999.0
REGION,GACO00P00X,2062,999999999.0
REGION,GACO00P00X,2063,999999999.0
REGION,GACO00P00X,2064,999999999.0
REGION,GACO00P00X,2065,999999999.0
REGION,GACO00P00X,2066,999999999.0
REGION,GACO00P00X,2067,999999999.0
REGION,GACO00P00X,2068,999999999.0
REGION,GACO00P00X,2069,999999999.0
REGION,GACO00P00X,2070,999999999.0
REGION,GACO00X00X,2070,999999999.0
REGION,GACOSCC01N,2070,0.0
REGION,GACOSCC02N,2070,0.0
REGION,GACOSCC03N,2070,0.0
REGION,GACOSCC04N,2070,0.0
REGION,GACOSCP01N,2070,0.0
REGION,GACOSCP01O,2070,0.0
REGION,GACOSCP02N,2050,0.00265122390323691
REGION,GACOSCP02N,2054,0.00104477483814829
REGION,GACOSCP02N,2055,0.0325630663131965
REGION,GACOSCP02N,2056,0.0234714745228271
REGION,GACOSCP02N,2057,0.00443430572042504
REGION,GACOSCP02N,2058,0.122145681128597
REGION,GACOSCP02N,2059,0.128734251733025
REGION,GACOSCP02N,2060,0.135600270703675
REGION,GACOSCP02N,2061,0.0904574511786215
REGION,GACOSCP02N,2062,0.0964609224839122
REGION,GACOSCP02N,2063,0.098096128607142
REGION,GACOSCP02N,2064,0.111772852043035
REGION,GACOSCP02N,2065,0.118670150815838
REGION,GACOSCP02N,2066,0.121674729334548
REGION,GACOSCP02N,2067,0.124649868524553
REGION,GACOSCP02N,2068,0.12766817849987
REGION,GACOSCP02N,2069,0.115717120297698
REGION,GACOSCP02N,2070,0.123142331549788
REGION,GACOSCP02O,2070,0.0
REGION,GACOSCP03N,2070,0.0
REGION,GACOSCP03O,2070,0.0
REGION,GACOSCP04N,2070,0.0
REGION,GACOSCP04O,2070,0.0
REGION,GACR00E00X,2015,457.0980219388
REGION,GACR00E00X,2020,662.296741172963
REGION,GACR00E00X,2023,193.613010717144
REGION,GACR00E00X,2025,1087.61708321277
REGION,GACR00E00X,2026,5.36024400000133
REGION,GACR00E00X,2035,42.8819519999984
REGION,GACR00E00X,2039,999997550.132947
REGION,GACR00E00X,2070,0.0
REGION,GACR00I00X,2070,999999999.0
REGION,GACR00P00X,2070,999999999.0
REGION,GACR00X00X,2015,510.7004619388
REGION,GACR00X00X,2022,1938.16659110288
REGION,GACR00X00X,2040,7.01973483872502
REGION,GACR00X00X,2070,999999991.980265
REGION,GACRUDPROX,2041,7.01973483872502
REGION,GACRUDPROX,2070,0.0
REGION,GACRUDRE1X,2015,999999.0
REGION,GACRUDRE1X,2016,999999.0
REGION,GACRUDRE1X,2017,999999.0
REGION,GACRUDRE1X,2018,999999.0
REGION,GACRUDRE1X,2019,999999.0
REGION,GACRUDRE1X,2020,999999.0
REGION,GACRUDRE1X,2021,999999.0
REGION,GACRUDRE1X,2022,999999.0
REGION,GACRUDRE1X,2023,999999.0
REGION,GACRUDRE1X,2024,999999.0
REGION,GACRUDRE1X,2025,999999.0
REGION,GACRUDRE1X,2026,999999.0
REGION,GACRUDRE1X,2027,999999.0
REGION,GACRUDRE1X,2028,999999.0
REGION,GACRUDRE1X,2029,999999.0
REGION,GACRUDRE1X,2030,999999.0
REGION,GACRUDRE1X,2031,999999.0
REGION,GACRUDRE1X,2032,999999.0
REGION,GACRUDRE1X,2033,999999.0
REGION,GACRUDRE1X,2034,999999.0
REGION,GACRUDRE1X,2035,999999.0
REGION,GACRUDRE1X,2036,999999.0
REGION,GACRUDRE1X,2037,999999.0
REGION,GACRUDRE1X,2038,999999.0
REGION,GACRUDRE1X,2039,999999.0
REGION,GACRUDRE1X,2040,999999.0
REGION,GACRUDRE1X,2041,999999.0
REGION,GACRUDRE1X,2042,999999.0
REGION,GACRUDRE1X,2043,999999.0
REGION,GACRUDRE1X,2044,999999.0
REGION,GACRUDRE1X,2045,999999.0
REGION,GACRUDRE1X,2046,999999.0
REGION,GACRUDRE1X,2047,999999.0
REGION,GACRUDRE1X,2048,999999.0
REGION,GACRUDRE1X,2049,999999.0
REGION,GACRUDRE1X,2050,999999.0
REGION,GACRUDRE1X,2051,999999.0
REGION,GACRUDRE1X,2052,999999.0
REGION,GACRUDRE1X,2053,999999.0
REGION,GACRUDRE1X,2054,999999.0
REGION,GACRUDRE1X,2055,999999.0
REGION,GACRUDRE1X,2056,999999.0
REGION,GACRUDRE1X,2057,999999.0
REGION,GACRUDRE1X,2058,999999.0
REGION,GACRUDRE1X,2059,999999.0
REGION,GACRUDRE1X,2060,999999.0
REGION,GACRUDRE1X,2061,999999.0
REGION,GACRUDRE1X,2062,999999.0
REGION,GACRUDRE1X,2063,999999.0
REGION,GACRUDRE1X,2064,999999.0
REGION,GACRUDRE1X,2065,999999.0
REGION,GACRUDRE1X,2066,999999.0
REGION,GACRUDRE1X,2067,999999.0
REGION,GACRUDRE1X,2068,999999.0
REGION,GACRUDRE1X,2069,999999.0
REGION,GACRUDRE1X,2070,999999.0
REGION,GACRUDRE2X,2015,999999.0
REGION,GACRUDRE2X,2016,999999.0
REGION,GACRUDRE2X,2017,999999.0
REGION,GACRUDRE2X,2018,999999.0
REGION,GACRUDRE2X,2019,999999.0
REGION,GACRUDRE2X,2020,999999.0
REGION,GACRUDRE2X,2021,999999.0
REGION,GACRUDRE2X,2022,999999.0
REGION,GACRUDRE2X,2023,999999.0
REGION,GACRUDRE2X,2024,999999.0
REGION,GACRUDRE2X,2025,999999.0
REGION,GACRUDRE2X,2026,999999.0
REGION,GACRUDRE2X,2027,999999.0
REGION,GACRUDRE2X,2028,999999.0
REGION,GACRUDRE2X,2029,999999.0
REGION,GACRUDRE2X,2030,999999.0
REGION,GACRUDRE2X,2031,999999.0
REGION,GACRUDRE2X,2032,999999.0
REGION,GACRUDRE2X,2033,999999.0
REGION,GACRUDRE2X,2034,999999.0
REGION,GACRUDRE2X,2035,999999.0
REGION,GACRUDRE2X,2036,999999.0
REGION,GACRUDRE2X,2037,999999.0
REGION,GACRUDRE2X,2038,999999.0
REGION,GACRUDRE2X,2039,999999.0
REGION,GACRUDRE2X,2040,999999.0
REGION,GACRUDRE2X,2041,999999.0
REGION,GACRUDRE2X,2042,999999.0
REGION,GACRUDRE2X,2043,999999.0
REGION,GACRUDRE2X,2044,999999.0
REGION,GACRUDRE2X,2045,999999.0
REGION,GACRUDRE2X,2046,999999.0
REGION,GACRUDRE2X,2047,999999.0
REGION,GACRUDRE2X,2048,999999.0
REGION,GACRUDRE2X,2049,999999.0
REGION,GACRUDRE2X,2050,999999.0
REGION,GACRUDRE2X,2051,999999.0
REGION,GACRUDRE2X,2052,999999.0
REGION,GACRUDRE2X,2053,999999.0
REGION,GACRUDRE2X,2054,999999.0
REGION,GACRUDRE2X,2055,999999.0
REGION,GACRUDRE2X,2056,999999.0
REGION,GACRUDRE2X,2057,999999.0
REGION,GACRUDRE2X,2058,999999.0
REGION,GACRUDRE2X,2059,999999.0
REGION,GACRUDRE2X,2060,999999.0
REGION,GACRUDRE2X,2061,999999.0
REGION,GACRUDRE2X,2062,999999.0
REGION,GACRUDRE2X,2063,999999.0
REGION,GACRUDRE2X,2064,999999.0
REGION,GACRUDRE2X,2065,999999.0
REGION,GACRUDRE2X,2066,999999.0
REGION,GACRUDRE2X,2067,999999.0
REGION,GACRUDRE2X,2068,999999.0
REGION,GACRUDRE2X,2069,999999.0
REGION,GACRUDRE2X,2070,999999.0
REGION,GAEL00T00X,2021,0.0285186885456134
REGION,GAEL00T00X,2022,0.0315683114026647
REGION,GAEL00T00X,2023,0.164972934602097
REGION,GAEL00T00X,2024,0.0705639622343921
REGION,GAEL00T00X,2025,0.0543871523131901
REGION,GAEL00T00X,2026,0.0413159512607782
REGION,GAEL00T00X,2027,0.0027530788811706
REGION,GAEL00T00X,2028,0.00710463905877334
REGION,GAEL00T00X,2029,0.0439201344392539
REGION,GAEL00T00X,2030,0.0248765894275533
REGION,GAEL00T00X,2031,0.00186637246550236
REGION,GAEL00T00X,2032,0.0106146266073365
REGION,GAEL00T00X,2033,0.0201957302970807
REGION,GAEL00T00X,2034,0.0306362430754569
REGION,GAEL00T00X,2036,0.0419064463219212
REGION,GAEL00T00X,2037,0.0756584103190534
REGION,GAEL00T00X,2038,0.081359295654883
REGION,GAEL00T00X,2039,0.0874866254359157
REGION,GAEL00T00X,2040,0.0940817237215257
REGION,GAEL00T00X,2041,0.0800334212806566
REGION,GAEL00T00X,2042,0.0847235498809187
REGION,GAEL00T00X,2043,0.0896899912432034
REGION,GAEL00T00X,2044,0.0809222125331545
REGION,GAEL00T00X,2045,0.0609252762388106
REGION,GAEL00T00X,2046,0.080138581029863
REGION,GAEL00T00X,2047,0.119664516919882
REGION,GAEL00T00X,2048,0.136912800954551
REGION,GAEL00T00X,2049,0.149592499163489
REGION,GAEL00T00X,2050,0.12849516674474
REGION,GAEL00T00X,2051,0.148200420047676
REGION,GAEL00T00X,2052,0.109074969524021
REGION,GAEL00T00X,2053,0.112183512646066
REGION,GAEL00T00X,2054,0.11602109862717
REGION,GAEL00T00X,2055,0.0781972825259319
REGION,GAEL00T00X,2056,0.0972470743354243
REGION,GAEL00T00X,2057,0.108878258346432
REGION,GAEL00T00X,2058,0.114816940260875
REGION,GAEL00T00X,2059,0.121010196629048
REGION,GAEL00T00X,2060,0.127464254461457
REGION,GAEL00T00X,2061,0.0850300041079031
REGION,GAEL00T00X,2062,0.0906732671348799
REGION,GAEL00T00X,2063,0.0922103608907188
REGION,GAEL00T00X,2064,0.105066480920445
REGION,GAEL00T00X,2065,0.111549941766886
REGION,GAEL00T00X,2066,0.11437424557448
REGION,GAEL00T00X,2067,0.117170876413079
REGION,GAEL00T00X,2068,0.12000808778988
REGION,GAEL00T00X,2069,0.120039143692202
REGION,GAEL00T00X,2070,0.124210143576898
REGION,GAEL00TDTX,2021,0.0270927541183328
REGION,GAEL00TDTX,2022,0.0299898958325314
REGION,GAEL00TDTX,2023,0.156724287871993
REGION,GAEL00TDTX,2024,0.0670357641226722
REGION,GAEL00TDTX,2025,0.0516677946975304
REGION,GAEL00TDTX,2026,0.0392501536977395
REGION,GAEL00TDTX,2027,0.00261542493711303
REGION,GAEL00TDTX,2028,0.00674940710583405
REGION,GAEL00TDTX,2029,0.0417241277172919
REGION,GAEL00TDTX,2030,0.0236327599561758
REGION,GAEL00TDTX,2031,0.00177305384222715
REGION,GAEL00TDTX,2032,0.0100838952769698
REGION,GAEL00TDTX,2033,0.0191859437822267
REGION,GAEL00TDTX,2034,0.0291044309216819
REGION,GAEL00TDTX,2036,0.039811124005825
REGION,GAEL00TDTX,2037,0.071875489803103
REGION,GAEL00TDTX,2038,0.0772913308721366
